clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,address_standardized_ON_parenthesis,address_standardized_OFF_parenthesis,Address_Type,Exit_Number,Exit_From_Address,Exit_From_Label,Flagged,Flag_Reason,Is_Unclear_OCR,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road
Gilroy ( 95020 ) The Garlic Farm Center ( Shell ) Rd ),2 408-847-5172 US 101 S & Monterey Rd ( S of,24,Gilroy,95020,The Garlic Farm Center ( Shell ) Rd ),408-847-5172,2015,Gilroy,CA,Shell,( S of,US 101 S & Monterey Rd,empty,,,,False,,False,US 101,Monterey Rd,,,
Gilroy ( 95020 ) The Garlic Farm Center W ( Leavesley ( Shell Rd ),408-847-5172 US 101 S & ),24 RS L,Gilroy,95020,The Garlic Farm Center W ( Leavesley ( Shell Rd ),408-847-5172,2016,Gilroy,CA,Shell,,US 101 S & ,empty,,,,False,,False,US 101,,,,
"Hollister , 95023 Casa de Fruta ( Chevron )",408-842-9316 CA 152,24 S <U+2610>,Hollister,95023,Casa de Fruta ( Chevron ),408-842-9316,2006,Hollister,CA,Chevron,,CA 152,empty,,,,False,,False,CA 152,,,,
"F Hollister , 95023 Casa de Fruta ( Chevron )",408-842-9316 CA 152,24,Hollister,95023,Casa de Fruta ( Chevron ),408-842-9316,2007,Hollister,CA,Chevron,,CA 152,empty,,,,False,,False,CA 152,,,,
"Hollister , 95023 Casa de 141 ( US 395 N )",408-842-9316 CA 152 Fruta ( Chevron ),24 M 24,Hollister,95023,Casa de 141 ( US 395 N ),408-842-9316,2008,Hollister,CA,,( Chevron ),CA 152 Fruta,empty,,,,False,,False,CA 152,,,,
Hollister ( 95023 ) Casa de Diesel ( Chevron ),408-842-9316 CA 152,24 MOO 24,Hollister,95023,Casa de Diesel ( Chevron ),408-842-9316,2014,Hollister,CA,Chevron,,CA 152,empty,,,,False,,False,CA 152,,,,
Hollister ( 95023 ) Casa de Diesel ( Chevron ),408-842-9316 CA 152 ),24 M 24,Hollister,95023,Casa de Diesel ( Chevron ),408-842-9316,2015,Hollister,CA,Chevron,,CA 152 ,empty,,,,False,,False,CA 152,,,,
Hollister ( 95023 ) Casa de Diesel ( Chevron ),408-842-9316 CA 152,24 R MO HRS 24 FRS 24,Hollister,95023,Casa de Diesel ( Chevron ),408-842-9316,2016,Hollister,CA,Chevron,,CA 152,empty,,,,False,,False,CA 152,,,,
"E Santa Clara , 95054 Rotten Robbie # 33",408-988-5407 3471 Lafayette St & Aldo Ave,) M <U+2610> <U+25A1>,Santa Clara,95054,Rotten Robbie # 33,408-988-5407,2006,Santa Clara,CA,,,3471 Lafayette St & Aldo Ave,Proper,,,,False,,False,Lafayette St,Aldo Ave,,,
"Santa Clara , 95054 Rotten Robbie # 33",408-988-5407 3471 Lafayette St & Aldo Ave,24 <U+2610>,Santa Clara,95054,Rotten Robbie # 33,408-988-5407,2007,Santa Clara,CA,,,3471 Lafayette St & Aldo Ave,Proper,,,,False,,False,Lafayette St,Aldo Ave,,,
"E Santa Clara , 95054 Rotten Robbie # 33",408-988-5407 3471 Lafayette St & Aldo Ave,HRS 24 <U+2610> 00,Santa Clara,95054,Rotten Robbie # 33,408-988-5407,2008,Santa Clara,CA,,,3471 Lafayette St & Aldo Ave,Proper,,,,False,,False,Lafayette St,Aldo Ave,,,
Santa Clara ( 95054 ) Rotten Robbie # 33,2 408-988-5407 3471 Lafayette St & Aldo Ave,24 D,Santa Clara,95054,Rotten Robbie # 33,408-988-5407,2014,Santa Clara,CA,,,3471 Lafayette St & Aldo Ave,Proper,,,,False,,False,Lafayette St,Aldo Ave,,,
E Santa Clara ( 95054 ) Rotten Robbie # 33,2 408-988-5407 3471 Lafayette St & Aldo Ave,24 <U+25A1>,Santa Clara,95054,Rotten Robbie # 33,408-988-5407,2015,Santa Clara,CA,,,3471 Lafayette St & Aldo Ave,Proper,,,,False,,False,Lafayette St,Aldo Ave,,,
Santa Clara ( 95054 ) Rotten Robbie # 33,408-988-5407 3471 Lafayette St & Aldo Ave,24 <U+2610>,Santa Clara,95054,Rotten Robbie # 33,408-988-5407,2016,Santa Clara,CA,,,3471 Lafayette St & Aldo Ave,Proper,,,,False,,False,Lafayette St,Aldo Ave,,,
"San Jose , 95112 Western States Oil ( Pacific Pride )",408-292-1041 I-280 Exit 1 ( 10th St ),00,San Jose,95112,Western States Oil ( Pacific Pride ),408-292-1041,2006,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,1,,False,,False,I-280,,,,
"F San Jose , 95112 Western States Oil ( Pacific Pride )",408-292-1041 I-280 Exit 1 ( 10th St ),<U+2610>,San Jose,95112,Western States Oil ( Pacific Pride ),408-292-1041,2007,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,1,,False,,False,I-280,,,,
"San Jose , 95112 Western States Oil ( Pacific Pride St ) )",2 408-292-1041 I-280 Exit 1 ( 10th St ),D,San Jose,95112,Western States Oil ( Pacific Pride St ) ),408-292-1041,2008,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,1,,False,,False,I-280,,,,
F San Jose ( 95112 ) Western States Oil Cardlock ( Pac Pride ),408-292-1041 I-280 Exit 1 ( 10th St ),) D,San Jose,95112,Western States Oil Cardlock ( Pac Pride ),408-292-1041,2014,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,1,,False,,False,I-280,,,,
San Jose ( 95112 ) Western States Oil Cardlock ( Pac Pride ),2 408-292-1041 I-280 Exit 1 ( 10th St ),<U+2610> <U+2610> <U+2610> D,San Jose,95112,Western States Oil Cardlock ( Pac Pride ),408-292-1041,2015,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,1,,False,,False,I-280,,,,
F San Jose ( 95112 ) Western States Oil Cardlock ( Pac Pride ),408-292-1041 I-280 Exit 1 ( 10th St ),<U+2610><U+2610> <U+2610> <U+25A1> <U+2610>,San Jose,95112,Western States Oil Cardlock ( Pac Pride ),408-292-1041,2016,San Jose,CA,,( 10th St ),I-280 Exit 1 ,Exit,1,1,,False,,False,I-280,,,,
"Stockton , 95205 Vanco Truck & Auto Plaza ( 76 )",209-466-0833 I-5 Exit 471 ( CA 4 W ),HRS 24 HRS <U+2610>,Stockton,95205,Vanco Truck & Auto Plaza ( 76 ),209-466-0833,2006,Stockton,CA,,( CA 4 W ),I-5 Exit 471 ,Exit,471,471,,False,,False,I-5,,,,
"Stockton , 95205 Vanco Truck & Auto Plaza ( 76 )",209-466-0833 I-5 Exit 471 ( CA 4 W ),48,Stockton,95205,Vanco Truck & Auto Plaza ( 76 ),209-466-0833,2007,Stockton,CA,,( CA 4 W ),I-5 Exit 471 ,Exit,471,471,,False,,False,I-5,,,,
"E Stockton , 95205 Vanco Truck & Auto Plaza ( 76 )",2 209-466-0833 I-5 Exit 471 ( CA 4 W ),24 HRS M <U+2610> <U+2610>,Stockton,95205,Vanco Truck & Auto Plaza ( 76 ),209-466-0833,2008,Stockton,CA,,( CA 4 W ),I-5 Exit 471 ,Exit,471,471,,False,,False,I-5,,,,
Stockton ( 95205 ) Vanco Truck & Auto Plaza ( 76 ),209-466-0833 I-5 Exit 471 ( CA 4W ),24 M <U+2610>,Stockton,95205,Vanco Truck & Auto Plaza ( 76 ),209-466-0833,2014,Stockton,CA,,( CA 4W ),I-5 Exit 471 ,Exit,471,471,,False,,False,I-5,,,,
Stockton ( 95205 ) Vanco Truck 468 & ( French Auto Plaza Camp ( 76 Rd ) SE ),209-466-0833 I-5 Exit 471 ( CA,MO <U+25A1>,Stockton,95205,Vanco Truck 468 & ( French Auto Plaza Camp ( 76 Rd ) SE ),209-466-0833,2015,Stockton,CA,,( CA,I-5 Exit 471 ,Exit,471,471,,False,,False,I-5,,,,
Stockton ( 95205 ) Vanco Truck & Auto Plaza ( 76 ),2 209-466-0833 I-5 Exit 471 ( CA 4 W ),24 M,Stockton,95205,Vanco Truck & Auto Plaza ( 76 ),209-466-0833,2016,Stockton,CA,,( CA 4 W ),I-5 Exit 471 ,Exit,471,471,,False,,False,I-5,,,,
"Stockton , 95206 76 Express",209-983-4781 I-5 Exit 468 ( French Camp Rd SE ),24 HRS <U+2610> M,Stockton,95206,76 Express,209-983-4781,2006,Stockton,CA,,( French Camp Rd SE ),I-5 Exit 468 ,Exit,468,468,,False,,False,I-5,,,,
"Stockton , 95206 76 Express",209-983-4781 I-5 Exit 468 ( French Camp Rd SE ),24 S,Stockton,95206,76 Express,209-983-4781,2007,Stockton,CA,,( French Camp Rd SE ),I-5 Exit 468 ,Exit,468,468,,False,,False,I-5,,,,
"E Stockton , 95206 76 Express",2 209-983-4781 I-5 Exit 468 ( French Camp Rd SE ),24 S <U+25A1> <U+25A1>,Stockton,95206,76 Express,209-983-4781,2008,Stockton,CA,,( French Camp Rd SE ),I-5 Exit 468 ,Exit,468,468,,False,,False,I-5,,,,
Stockton ( 95206 ) 76 Express,209-983-4781 I-5 Exit 468 ( French Camp Rd SE ),24 M =,Stockton,95206,76 Express,209-983-4781,2014,Stockton,CA,,( French Camp Rd SE ),I-5 Exit 468 ,Exit,468,468,,False,,False,I-5,,,,
Stockton ( 95206 ) 76 Express & Grand Ave ( 1/4 mi E ),209-983-4781 I-5 Exit 468 (,24 M,Stockton,95206,76 Express & Grand Ave ( 1/4 mi E ),209-983-4781,2015,Stockton,CA,,(,I-5 Exit 468 ,Exit,468,468,,False,,False,I-5,,,,
E Stockton ( 95206 ) 76 Express,2 209-983-4781 I-5 Exit 468 ( French Camp Rd SE ) .,24 M,Stockton,95206,76 Express,209-983-4781,2016,Stockton,CA,,( French Camp Rd SE ) .,I-5 Exit 468 ,Exit,468,468,,False,,False,I-5,,,,
"Acampo , 95220 Jahant Food & Fuel",209-333-6000 CA 99 Exit 271 ( 24323 SB Svc Rd ),24,Acampo,95220,Jahant Food & Fuel,209-333-6000,2006,Acampo,CA,,( 24323 SB Svc Rd ),CA 99 Exit 271 ,Exit,271,271,,False,,False,CA 99,,,,
"E Acampo , 95220 Jahant Food & Fuel .",209-333-6000 CA 99 Exit 271 ( 24323 SB Svc,43 M <U+2610>,Acampo,95220,Jahant Food & Fuel .,209-333-6000,2007,Acampo,CA,,( 24323 SB Svc,CA 99 Exit 271 ,Exit,271,271,,False,,False,CA 99,,,,
"Acampo , 95220 Jahant Food & Fuel",209-333-6000 CA 99 Exit 271 ( 24323 SB Svc Rd ),) 24 MOO D,Acampo,95220,Jahant Food & Fuel,209-333-6000,2008,Acampo,CA,,( 24323 SB Svc Rd ),CA 99 Exit 271 ,Exit,271,271,,False,,False,CA 99,,,,
E Acampo ( 95220 ) Jahant Food & Fuel,2 209-333-6000 CA 99 Exit 271 ( 24323 SB Svc Rd ),24 MOO <U+2610>,Acampo,95220,Jahant Food & Fuel,209-333-6000,2014,Acampo,CA,,( 24323 SB Svc Rd ),CA 99 Exit 271 ,Exit,271,271,,False,,False,CA 99,,,,
E Acampo ( 95220 ) Jahant Food & Fuel 24,2 209-333-6000 CA 99 Exit 271 ( 24323 SB Svc Rd ),24 M / D,Acampo,95220,Jahant Food & Fuel 24,209-333-6000,2015,Acampo,CA,,( 24323 SB Svc Rd ),CA 99 Exit 271 ,Exit,271,271,,False,,False,CA 99,,,,
E Acampo ( 95220 ) Jahant Food & Fuel ( Arco ),2 209-333-6000 CA 99 Exit 271 ( 24323 SB Svc Rd ),24 E /,Acampo,95220,Jahant Food & Fuel ( Arco ),209-333-6000,2016,Acampo,CA,,( 24323 SB Svc Rd ),CA 99 Exit 271 ,Exit,271,271,,False,,False,CA 99,,,,
"Lodi , 95240 Flying J Travel Plaza # 0500079",209-339-4066 I-5 Exit 485 ( CA 12 W ),000,Lodi,95240,Flying J Travel Plaza # 0500079,209-339-4066,2006,Lodi,CA,Flying J,( CA 12 W ),I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
"E Lodi , 95240 Flying J Travel Plaza # 0500079",209-339-4066 I-5 Exit 485 ( CA 12 W ) #,HRS 24 XL 22,Lodi,95240,Flying J Travel Plaza # 0500079,209-339-4066,2007,Lodi,CA,Flying J,( CA 12 W ) #,I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
"E Lodi , 95240 Flying J Travel Plaza W ) # 0500079",2 209-339-4066 I-5 Exit 485 ( CA 12 W ),HRS 24 XLO,Lodi,95240,Flying J Travel Plaza W ) # 0500079,209-339-4066,2008,Lodi,CA,Flying J,( CA 12 W ),I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
E Lodi ( 95240 ) Flying J Travel Plaza # 617,2 209-339-4066 I-5 Exit 485 ( CA 12 E ),24 XLO <U+2610>,Lodi,95240,Flying J Travel Plaza # 617,209-339-4066,2014,Lodi,CA,Flying J,( CA 12 E ),I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
E Lodi ( 95240 ) Flying J Travel Plaza # 617,2 209-339-4066 I-5 Exit 485 ( CA 12 E ) FLYING J,J 24 XLO <U+2610> 24,Lodi,95240,Flying J Travel Plaza # 617,209-339-4066,2015,Lodi,CA,Flying J,( CA 12 E ) FLYING J,I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
E Lodi ( 95240 ) Flying J Travel Plaza # 617 FLYING,209-339-4066 I-5 Exit 485 ( CA 12 E ),FLYING J 24 XL <U+25A1> 24 24,Lodi,95240,Flying J Travel Plaza # 617 FLYING,209-339-4066,2016,Lodi,CA,Flying J,( CA 12 E ),I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
"E Lodi , 95240 3 B's Truck / Auto Plaza ( 76 )",209-369-6391 I-5 Exit 485 ( CA 12 W ),XL M <U+2610>,Lodi,95240,3 B's Truck / Auto Plaza ( 76 ),209-369-6391,2006,Lodi,CA,,( CA 12 W ),I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
"E Lodi , 95240 3 B's Truck / Auto Plaza ( 76 )",209-369-6391 I-5 Exit 485 ( CA 12 W ),24 M 2400 00,Lodi,95240,3 B's Truck / Auto Plaza ( 76 ),209-369-6391,2007,Lodi,CA,,( CA 12 W ),I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
"E Lodi , 95240 3 B's Truck / Auto Plaza ( 76 )",209-369-6391 I-5 Exit 485 ( CA 12 W ) 24,24 M 240,Lodi,95240,3 B's Truck / Auto Plaza ( 76 ),209-369-6391,2008,Lodi,CA,,( CA 12 W ) 24,I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
Lodi ( 95240 ) 3 B's Truck / Auto Plaza ( Sinclair ),2 209-369-6391 I-5 Exit 485 ( CA 12 E ),24 MO 24,Lodi,95240,3 B's Truck / Auto Plaza ( Sinclair ),209-369-6391,2014,Lodi,CA,Sinclair,( CA 12 E ),I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
E Lodi ( 95240 ) 3 B's Truck / Auto Plaza ( Sinclair ),2 209-369-6391 I-5 Exit 485 ( CA 12 E ),24 M 1905 24,Lodi,95240,3 B's Truck / Auto Plaza ( Sinclair ),209-369-6391,2015,Lodi,CA,Sinclair,( CA 12 E ),I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
E Lodi ( 95240 ) 3 B's Truck / Auto Plaza ( Sinclair ),2 209-369-6391 I-5 Exit 485 ( CA 12 E ),24 MOO 24 <U+25A1> 24 <U+2610> <U+2610>,Lodi,95240,3 B's Truck / Auto Plaza ( Sinclair ),209-369-6391,2016,Lodi,CA,Sinclair,( CA 12 E ),I-5 Exit 485 ,Exit,485,485,,False,,False,I-5,,,,
"Tracy , 95304 Tracy Truck & Auto Stop ( Texaco )",2 209-832-5006 I-205 Exit 8 ( 3940 N Tracy Blvd ),24 <U+2610> <U+2610>,Tracy,95304,Tracy Truck & Auto Stop ( Texaco ),209-832-5006,2006,Tracy,CA,Texaco,( 3940 N Tracy Blvd ),I-205 Exit 8 ,Exit,8,8,,False,,False,I-205,,,,
", 95304 Tracy Truck & Auto Stop",ETracy 2209-832-5006 I-205 Exit 8 ( 3940 N Tracy Blvd ),"24 "" M D",,95304,Tracy Truck & Auto Stop,209-832-5006,2007,Tracy,CA,,( 3940 N Tracy Blvd ),I-205 Exit 8 ,Exit,8,8,,False,,False,I-205,,,,
"Tracy , 95304 Tracy Truck & Auto Stop",2 209-832-5006 I-205 Exit 8 ( 3940 N Tracy Blvd ),HIS 24 S,Tracy,95304,Tracy Truck & Auto Stop,209-832-5006,2008,Tracy,CA,,( 3940 N Tracy Blvd ),I-205 Exit 8 ,Exit,8,8,,False,,False,I-205,,,,
E Tracy ( 95304 ) Tracy Truck & Auto Stop ( 76 ),2 209-832-5006 I-205 Exit 8 ( 3940 N Tracy Blvd ),24 M <U+2610> <U+2610> <U+2610> <U+2610>,Tracy,95304,Tracy Truck & Auto Stop ( 76 ),209-832-5006,2014,Tracy,CA,,( 3940 N Tracy Blvd ),I-205 Exit 8 ,Exit,8,8,,False,,False,I-205,,,,
E Tracy ( 95304 ) Tracy Truck & 190 Auto W Stop,209-832-5006 I-205 Exit 8 ( 3940 N,24 MO,Tracy,95304,Tracy Truck & 190 Auto W Stop,209-832-5006,2015,Tracy,CA,,( 3940 N,I-205 Exit 8 ,Exit,8,8,,False,,False,I-205,,,,
E Tracy ( 95304 ) Tracy Truck & Auto Stop,209-832-5006 I-205 Exit 8 ( 3940 N Tracy Blvd ),24 M O,Tracy,95304,Tracy Truck & Auto Stop,209-832-5006,2016,Tracy,CA,,( 3940 N Tracy Blvd ),I-205 Exit 8 ,Exit,8,8,,False,,False,I-205,,,,
"E Santa Nella , 95322 TravelCenters of America ( 76 )",209-826-0741 I-5 Exit 407 ( CA 33 ) TA,<U+2610> <U+25A1> <U+25A1>,Santa Nella,95322,TravelCenters of America ( 76 ),209-826-0741,2006,Gustine,CA,TravelCenters,( CA 33 ) TA,I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
"E Santa Nella , 95322 TravelCenters of America ( 76 )",209-826-0741 I-5 Exit 407 ( CA 33 ) TA,HRS XL 24,Santa Nella,95322,TravelCenters of America ( 76 ),209-826-0741,2007,Gustine,CA,TravelCenters,( CA 33 ) TA,I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
"E Santa Nella , 95322 TravelCenters of America ( 76 )",2 209-826-0741 I-5 Exit 407 ( CA 33 ) TA,24 HRS XL 24,Santa Nella,95322,TravelCenters of America ( 76 ),209-826-0741,2008,Gustine,CA,TravelCenters,( CA 33 ) TA,I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
Santa Nella ( 95322 ) TA Santa Nella # 163 ( Shell ),2 209-826-0741 I-5 Exit 407 ( CA 33 NE ),TA 24 <U+2610> XL 24 20,Santa Nella,95322,TA Santa Nella # 163 ( Shell ),209-826-0741,2014,Gustine,CA,Shell,( CA 33 NE ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
E Santa Nella ( 95322 ) TA Santa Nelia # 163 ( Shell ),209-826-0741 I-5 Exit 407 ( CA 33 NE ),TA 24 <U+2610> XL,Santa Nella,95322,TA Santa Nelia # 163 ( Shell ),209-826-0741,2015,Gustine,CA,Shell,( CA 33 NE ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
E Santa Nella ( 95322 ) TA Santa Nella # 163 ( Shell ) ZA,209-826-0741 I-5 Exit 407 ( CA 33 NE ),ZA 24 <U+25A1> XL,Santa Nella,95322,TA Santa Nella # 163 ( Shell ) ZA,209-826-0741,2016,Gustine,CA,Shell,( CA 33 NE ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
"E Santa Nella , 95322 Rotten Robbie # 59",209-826-4418 I-5 Exit 407 ( CA 33 S ),42 XL 200,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2006,Gustine,CA,,( CA 33 S ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
"E Santa Nella , 95322 Rotten Robbie # 59",209-826-4418 I-5 Exit 407 ( CA 33 S ),L 00,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2007,Gustine,CA,,( CA 33 S ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
"E Santa Nella , 95322 Rotten Robbie # 59",2 209-826-4418 I-5 Exit 407 ( CA 33 S ),HRO 24 L,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2008,Gustine,CA,,( CA 33 S ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
Santa Nella ( 95322 ) Rotten Robbie # 59,209-826-4418 I-5 Exit 407 ( CA 33 SW ),24 M <U+25A1>,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2014,Gustine,CA,,( CA 33 SW ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
E Santa Nella ( 95322 ) Rotten Robbie # 59,209-826-4418 I-5 Exit 407 ( CA 33 SW ),24 <U+2610> M [,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2015,Gustine,CA,,( CA 33 SW ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
Santa Nella ( 95322 ) Rotten Robbie # 59,209-826-4418 I-5 Exit 407 ( CA 33 SW ) .,24 HRS MOO DD,Santa Nella,95322,Rotten Robbie # 59,209-826-4418,2016,Gustine,CA,,( CA 33 SW ) .,I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
"E Santa Nella , 95322 Pilot Travel Center # 139",209-827-1399 I-5 Exit 407 ( CA 33 N ),429,Santa Nella,95322,Pilot Travel Center # 139,209-827-1399,2006,Gustine,CA,Pilot,( CA 33 N ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
"E Santa Nella , 95322 Pilot Travel Center # 139",209-827-1399 I-5 Exit 407 ( CA 33 N ),HRS M,Santa Nella,95322,Pilot Travel Center # 139,209-827-1399,2007,Gustine,CA,Pilot,( CA 33 N ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
"E Santa Nella , 95322 Pilot Travel Center # 139",2 209-827-1399 I-5 Exit 407 ( CA 33 N ),24 M,Santa Nella,95322,Pilot Travel Center # 139,209-827-1399,2008,Gustine,CA,Pilot,( CA 33 N ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
Santa Nella ( 95322 ) Love's Travel Stop # 441,209-827-1399 I-5 Exit 407 ( CA 33 NE ),24 <U+2610><U+2610> M,Santa Nella,95322,Love's Travel Stop # 441,209-827-1399,2014,Gustine,CA,Love's,( CA 33 NE ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
E Santa Nella ( 95322 ) Love's Travel Stop # 441,2 209-827-1399 I-5 Exit 407 ( CA 33 NE ),24 <U+2610> M,Santa Nella,95322,Love's Travel Stop # 441,209-827-1399,2015,Gustine,CA,Love's,( CA 33 NE ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
E Santa Nella ( 95322 ) Love's Travel Stop # 441,2 209-827-1399 I-5 Exit 407 ( CA 33 NE ),24 <U+25A1> M D24,Santa Nella,95322,Love's Travel Stop # 441,209-827-1399,2016,Gustine,CA,Love's,( CA 33 NE ),I-5 Exit 407 ,Exit,407,407,,False,,False,I-5,,,,
"Lathrop , 95330 Joe's Travel Plaza",209-982-0341 I-5 Exit 463 ( Lathrop Rd ),M,Lathrop,95330,Joe's Travel Plaza,209-982-0341,2006,Lathrop,CA,,( Lathrop Rd ),I-5 Exit 463 ,Exit,463,463,,False,,False,I-5,,,,
"Lathrop , 95330 Joe's Travel Plaza",209-982-0341 I-5 Exit 463 ( Lathrop Rd ),24 BO,Lathrop,95330,Joe's Travel Plaza,209-982-0341,2007,Lathrop,CA,,( Lathrop Rd ),I-5 Exit 463 ,Exit,463,463,,False,,False,I-5,,,,
"Lathrop , 95330 Joe's Travel Plaza CA 14 & Ave K ) 24",2 209-982-0341 I-5 Exit 463 ( Lathrop Rd ) HRS,24 HRS <U+2610> <U+2610> <U+2610>,Lathrop,95330,Joe's Travel Plaza CA 14 & Ave K ) 24,209-982-0341,2008,Lathrop,CA,,( Lathrop Rd ) HRS,I-5 Exit 463 ,Exit,463,463,,False,,False,I-5,,,,
E Lathrop ( 95330 ) Joe's Travel Plaza ( Texaco ),2 209-982-0341 I-5 Exit 463 ( Lathrop Rd ),24 <U+2610>,Lathrop,95330,Joe's Travel Plaza ( Texaco ),209-982-0341,2014,Lathrop,CA,Texaco,( Lathrop Rd ),I-5 Exit 463 ,Exit,463,463,,False,,False,I-5,,,,
E Lathrop ( 95330 ) Joe's Travel Plaza ( Texaco ),2 209-982-0341 I-5 Exit 463 ( Lathrop Rd ),24 24 <U+2610>,Lathrop,95330,Joe's Travel Plaza ( Texaco ),209-982-0341,2015,Lathrop,CA,Texaco,( Lathrop Rd ),I-5 Exit 463 ,Exit,463,463,,False,,False,I-5,,,,
Lathrop ( 95330 ) Joe's Travel Plaza,209-982-0341 I-5 Exit 463 ( Lathrop Rd ),24 RS <U+2610>,Lathrop,95330,Joe's Travel Plaza,209-982-0341,2016,Lathrop,CA,,( Lathrop Rd ),I-5 Exit 463 ,Exit,463,463,,False,,False,I-5,,,,
"E Modesto , 95355 Country Girl Truck Stop",2 209-574-0299 CA 99 Exit 223 ( Hatch Rd W - S 7th ),<U+25A1> O,Modesto,95355,Country Girl Truck Stop,209-574-0299,2006,Modesto,CA,,( Hatch Rd W - S 7th ),CA 99 Exit 223 ,Exit,223,223,,False,,False,CA 99,,,,
"E Modesto , 95355 Country Girl Truck Stop",209-574-0299 CA 99 Exit 223 ( Hatch Rd W - S 7th ),24 HRS MOO,Modesto,95355,Country Girl Truck Stop,209-574-0299,2007,Modesto,CA,,( Hatch Rd W - S 7th ),CA 99 Exit 223 ,Exit,223,223,,False,,False,CA 99,,,,
"Modesto , 95355 Country Girl Truck Stop",2 209-574-0299 CA 99 Exit 223 ( Hatch Rd W - S 7th ),HAS 24 M +10 <U+25A1>,Modesto,95355,Country Girl Truck Stop,209-574-0299,2008,Modesto,CA,,( Hatch Rd W - S 7th ),CA 99 Exit 223 ,Exit,223,223,,False,,False,CA 99,,,,
E Modesto ( 95355 ) Modesto Truck Plaza,209-574-0299 CA 99 Exit 223 ( Hatch Rd W - S 7th ),<U+2610>,Modesto,95355,Modesto Truck Plaza,209-574-0299,2014,Modesto,CA,,( Hatch Rd W - S 7th ),CA 99 Exit 223 ,Exit,223,223,,False,,False,CA 99,,,,
E Modesto ( 95355 ) Modesto Truck Plaza <U+2610>,2 209-574-0299 CA 99 Exit (,<U+2610> S,Modesto,95355,Modesto Truck Plaza <U+2610>,209-574-0299,2015,Modesto,CA,,(,CA 99 Exit ,Exit,,,,False,,False,CA 99,,,,
Modesto ( 95355 ) Modesto Truck Plaza,2 209-574-0299 CA 99 Exit 223 ( Hatch Rd W - S 7th ),S S <U+2610>,Modesto,95355,Modesto Truck Plaza,209-574-0299,2016,Modesto,CA,,( Hatch Rd W - S 7th ),CA 99 Exit 223 ,Exit,223,223,,False,,False,CA 99,,,,
"Ripon , 95366 Love's Travel Stop # 223",209-599-0740 CA 99 Exit 237 ( Jack Tone Rd ),,Ripon,95366,Love's Travel Stop # 223,209-599-0740,2006,Ripon,CA,Love's,( Jack Tone Rd ),CA 99 Exit 237 ,Exit,237,237,,False,,False,CA 99,,,,
"Ripon , 95366 Love's Travel Stop # 223",209-599-0740 CA 99 Exit 237 ( Jack Tone Rd ),24 HRS L,Ripon,95366,Love's Travel Stop # 223,209-599-0740,2007,Ripon,CA,Love's,( Jack Tone Rd ),CA 99 Exit 237 ,Exit,237,237,,False,,False,CA 99,,,,
