clean_line1,clean_line2,city,zip_code,label,phone,state,chain,has_phone_match,Success_Match_Rate,Phone_Success_Match_Rate
Lost Hills ( 93249 ) Lost Hills Travel Center ( Arco ),3 661-797-2354 I-5 Exit 278 ( CA 46 W ),Lost Hills,93249,Lost Hills Travel Center ( Arco ),661-797-2354,CA,,True,7/6 successful match,True
Lost Hills ( 93249 ) Lost Hills Travel Center ( Arco ),661-797-2354 I-5 Exit 278 ( CA 46 W ),Lost Hills,93249,Lost Hills Travel Center ( Arco ),661-797-2354,CA,,True,7/6 successful match,True
"Pixley , 93256 Best Truck Stop ( Texaco ) City E )","559-757-3044 CA 99 Exit 70 B ( Court St E , 415 N )",Pixley,93256,Best Truck Stop ( Texaco ) City E ),559-757-3044,CA,Texaco,True,6/6 successful match,True
"Pixley , 93256 Best Truck Stop ( ( Pismo City E )",559-757-3044 CA 99 Exit 70 B ( Texaco ),Pixley,93256,Best Truck Stop ( ( Pismo City E ),559-757-3044,CA,,True,7/6 successful match,True
"Pixley , 93256 Best Truck Stop B ( ( Texaco Court St ) E )","559-757-3044 CA 99 Exit 70 B ( Court St E ,",Pixley,93256,Best Truck Stop B ( ( Texaco Court St ) E ),559-757-3044,CA,Texaco,True,6/6 successful match,True
Pixley ( 93256 ) Best Truck Stop St E ),"4 559-757-3044 CA 99 Exit 70 B ( Court St E , 415 N Park )",Pixley,93256,Best Truck Stop St E ),559-757-3044,CA,,True,7/6 successful match,True
Pixley ( 93256 ) Best Truck Exit Stop 70 B ( Court St E ),"4 559-757-3044 CA 99 Exit 70 B ( Court St E , 415 N Park )",Pixley,93256,Best Truck Exit Stop 70 B ( Court St E ),559-757-3044,CA,,True,7/6 successful match,True
Pixley ( 93256 ) Best Truck Stop ),559-757-3044 CA 99 Exit 70 B (,Pixley,93256,Best Truck Stop ),559-757-3044,CA,,True,7/6 successful match,True
"Pixley , 93256 Chevron Truck Stop )",559-757-3360 CA 99 Exit 70 B ( Court St E ),Pixley,93256,Chevron Truck Stop ),559-757-3360,CA,Chevron,True,7/6 successful match,True
"Pixley , 93256 Chevron Truck Stop .",559-757-3360 CA 99 Exit 70 B (,Pixley,93256,Chevron Truck Stop .,559-757-3360,CA,Chevron,True,7/6 successful match,True
"Pixley , 93256 Chevron Truck St Stop ( Pismo City E )",559-757-3360 CA 99 Exit 70 B (,Pixley,93256,Chevron Truck St Stop ( Pismo City E ),559-757-3360,CA,Chevron,True,7/6 successful match,True
Pixley ( 93256 ) Bob's Truck Stop,4 559-757-3360 CA 99 Exit 70 B ( Court St E ),Pixley,93256,Bob's Truck Stop,559-757-3360,CA,,True,7/6 successful match,True
Pixley ( 93256 ) Bob's Truck Stop Expwy E ),559-757-3360 CA 99 Exit 70 B ( Court,Pixley,93256,Bob's Truck Stop Expwy E ),559-757-3360,CA,,True,7/6 successful match,True
Pixley ( 93256 ) Bob's Truck Stop E ),559-757-3360 CA 99 Exit 70 B ( Court St E ),Pixley,93256,Bob's Truck Stop E ),559-757-3360,CA,,True,7/6 successful match,True
"F Tipton , 93272 Convenience Corner ( Texaco )",559-752-4905 US 99 & CA 190 W,Tipton,93272,Convenience Corner ( Texaco ),559-752-4905,CA,Texaco,True,5/6 successful match,True
"Tipton , 93272 Convenience Corner",4 559-752-4905 US 99 & CA 190 W,Tipton,93272,Convenience Corner,559-752-4905,CA,,True,5/6 successful match,True
"Tipton , 93272 Town & Country Market",41559-752-4905 US 99 & CA 190 W,Tipton,93272,Town & Country Market,559-752-4905,CA,,True,7/6 successful match,True
Tipton ( 93272 ) Town & Country Market E ),559-752-4905 US 99 & CA 190 W,Tipton,93272,Town & Country Market E ),559-752-4905,CA,,True,7/6 successful match,True
Tipton ( 93272 ) Town & Country Market N to Varner E ) FLYING,4 559-752-4905 US 99 & CA 190 W,Tipton,93272,Town & Country Market N to Varner E ) FLYING,559-752-4905,CA,,True,7/6 successful match,True
Tipton ( 93272 ) Town & Country Market Hope N to Varner E ),4 / 559-752-4905 US 99 & CA 190 W,Tipton,93272,Town & Country Market Hope N to Varner E ),559-752-4905,CA,,True,7/6 successful match,True
"Bakersfield , 93301 Valero Truck Stop",661-324-9481 CA 99 Exit 26 B NB / 26 SB ( Buck Owens N ),Bakersfield,93301,Valero Truck Stop,661-324-9481,CA,Valero,False,6/6 successful match,False
"Bakersfield , 93301 Valero Truck Stop # 3074 Hwy S )",661-324-9481 CA 99 Exit 26 B NB / 26 SB ( Buck,Bakersfield,93301,Valero Truck Stop # 3074 Hwy S ),661-324-9481,CA,Valero,False,6/6 successful match,False
"Bakersfield , 93301 Valero Truck Stop # 3074",4 661-324-9481 CA 99 Exit 26 B NB / 26 SB ( Buck Owens N,Bakersfield,93301,Valero Truck Stop # 3074,661-324-9481,CA,Valero,False,6/6 successful match,False
4 G 661-324-9481 Bakersfield ( 93301 ) Corner CA 99 Exit Store 26 # B 3074 NB / ( 26 Valero SB ) ( Buck Owens N N,,Bakersfield,93301,Corner CA 99 Exit Store 26 # B 3074 NB / ( 26 Valero SB ) ( Buck Owens N N,661-324-9481,CA,Valero,False,7/6 successful match,False
G Bakersfield ( 93301 ) Corner Store # 3074 ( CA 184 ( Valero S ) ),4 661-324-9481 CA 99 Exit 26 B NB / 26 SB ( Buck N ),Bakersfield,93301,Corner Store # 3074 ( CA 184 ( Valero S ) ),661-324-9481,CA,Valero,False,5/6 successful match,False
Bakersfield ( 93301 ) Corner Store # 3074 ( Valero ),661-324-9481 CA 99 Exit 26 B NB / 26 SB ( Buck Owens N,Bakersfield,93301,Corner Store # 3074 ( Valero ),661-324-9481,CA,Valero,False,5/6 successful match,False
"Bakersfield , 93307 24 X 7 Travel Plaza",661-364-0630 CA 58 & CA 184 ( Weedpatch Hwy N ),Bakersfield,93307,24 X 7 Travel Plaza,661-364-0630,CA,,True,7/6 successful match,True
"Bakersfield , 93307 24 X 7 Travel Plaza N )",661-364-0630 CA 58 & CA 184 ( Weedpatch,Bakersfield,93307,24 X 7 Travel Plaza N ),661-364-0630,CA,,True,7/6 successful match,True
"Bakersfield , 93307 24 X 7 Travel Plaza",4 661-364-0630 CA 58 & CA 184 ( Weedpatch Hwy N ),Bakersfield,93307,24 X 7 Travel Plaza,661-364-0630,CA,,True,7/6 successful match,True
G Bakersfield ( 93307 ) 24 X 7 Travel Plaza,4 661-364-0630 CA 58 Exit 117 ( CA 184 N ),Bakersfield,93307,24 X 7 Travel Plaza,661-364-0630,CA,,True,7/6 successful match,True
G Bakersfield ( 93307 ) 24 X 7 Travel Plaza S ),4 661-364-0630 CA 58 Exit 117 ( CA 184 N ),Bakersfield,93307,24 X 7 Travel Plaza S ),661-364-0630,CA,,True,7/6 successful match,True
G Bakersfield ( 93307 ) 24 X 7 Travel Plaza,4 661-364-0630 CA 58 Exit 117 ( CA 184 N ),Bakersfield,93307,24 X 7 Travel Plaza,661-364-0630,CA,,True,7/6 successful match,True
"Bakersfield , 93307 Kimber Renegade ( Shell )",661-366-1860 CA 58 & CA 184 ( Weedpatch Hwy S ),Bakersfield,93307,Kimber Renegade ( Shell ),661-366-1860,CA,Shell,True,7/6 successful match,True
"Bakersfield , 93307 Kimber Renegade ( Shell ) N )",661-366-1860 CA 58 & CA 184 ( Weedpatch S,Bakersfield,93307,Kimber Renegade ( Shell ) N ),661-366-1860,CA,Shell,True,7/6 successful match,True
"Bakersfield , 93307 Kimber Renegade ( Shell )",661-366-1860 CA 58 & CA 184 ( Weedpatch Hwy S ),Bakersfield,93307,Kimber Renegade ( Shell ),661-366-1860,CA,Shell,True,7/6 successful match,True
G Bakersfield ( 93307 ) Renegade Flyers ( Shell ),4 661-366-1860 CA 58 Exit 117 ( CA 184 S ),Bakersfield,93307,Renegade Flyers ( Shell ),661-366-1860,CA,Shell,True,7/6 successful match,True
G Bakersfield ( 93307 ) Renegade Flyers ( Shell ) ),661-366-1860 CA 58 Exit 117 ( CA 184 S ),Bakersfield,93307,Renegade Flyers ( Shell ) ),661-366-1860,CA,Shell,True,7/6 successful match,True
Bakersfield ( 93307 ) Flyers # 222 ( Shell ),661-366-1860 CA 58 Exit 117 ( CA 184 S ),Bakersfield,93307,Flyers # 222 ( Shell ),661-366-1860,CA,Shell,True,7/6 successful match,True
"Bakersfield , 93308 Flying J Travel Plaza # 0500320",661-392-5300 CA 99 Exit 39 ( Merced Ave ),Bakersfield,93308,Flying J Travel Plaza # 0500320,661-392-5300,CA,Flying J,True,7/6 successful match,True
"Bakersfield , 93308 Flying J Travel Plaza # 0500320",661-392-5300 CA 99 Exit 39 ( Merced Ave ) #,Bakersfield,93308,Flying J Travel Plaza # 0500320,661-392-5300,CA,Flying J,True,7/6 successful match,True
"Bakersfield , 93308 Flying J Travel Plaza # 0500320",4 661-392-5300 CA 99 Exit 39 ( Merced Ave ) .,Bakersfield,93308,Flying J Travel Plaza # 0500320,661-392-5300,CA,Flying J,True,7/6 successful match,True
G Bakersfield ( 93308 ) Flying J Travel Plaza # 613,4 661-392-5300 CA 99 Exit 39 ( Merced Ave ),Bakersfield,93308,Flying J Travel Plaza # 613,661-392-5300,CA,Flying J,True,7/6 successful match,True
G Bakersfield ( 93308 ) Flying J Travel Plaza / 26 # 613 SB ( Buck Owens N ),661-392-5300 CA 99 Exit 39 ( Merced Ave ) FLYING J,Bakersfield,93308,Flying J Travel Plaza / 26 # 613 SB ( Buck Owens N ),661-392-5300,CA,Flying J,True,7/6 successful match,True
Bakersfield ( 93308 ) Flying J Travel Plaza # 613,4 661-392-5300 CA 99 Exit 39 ( Merced Ave ) FLYING J,Bakersfield,93308,Flying J Travel Plaza # 613,661-392-5300,CA,Flying J,True,7/6 successful match,True
"Kern City , 93312 E - Z Trip",661-764-5217 I-5 Exit 253 ( Stockdale Hwy E ),Kern City,93312,E - Z Trip,661-764-5217,CA,,False,7/6 successful match,False
"Kern City , E - Z Trip ( Shell )",661-764-5217 93312 I-5 Exit 253 ( Stockdale Hwy E ),Kern City,93312,,661-764-5217,CA,,False,7/6 successful match,False
"Kern City , 93312 E - Z Trip ( Shell )",661-764-5217 I-5 Exit 253 ( Stockdale Hwy E ),Kern City,93312,E - Z Trip ( Shell ),661-764-5217,CA,Shell,False,7/6 successful match,False
Kern City ( 93312 ) 7990 E - Z Trip Hwy ( Shell 29 ),4 661-764-5217 . I-5 Exit 253 ( Stockdale Hwy E ),Kern City,93312,7990 E - Z Trip Hwy ( Shell 29 ),661-764-5217,CA,Shell,False,7/6 successful match,False
Kern City ( 93312 ) 7990 E - Z Trip Hwy ( Shell 29 ),661-764-5217 I-5 Exit 253 ( Stockdale ACEST,Kern City,93312,7990 E - Z Trip Hwy ( Shell 29 ),661-764-5217,CA,Shell,False,7/6 successful match,False
Kern City ( 93312 ) E - Z Trip ( Shell 29,661-764-5217 I-5 Exit ),Kern City,93312,E - Z Trip ( Shell 29,661-764-5217,CA,Shell,False,7/6 successful match,False
"Pumpkin Ctr ( S ) , 93313 Bear Mountain Travel Stop ( Shell )","661-834-5733 CA 99 Exit 13 ( CA 223 , Bear Mt Blvd )",Pumpkin Ctr,93313,Bear Mountain Travel Stop ( Shell ),661-834-5733,CA,Shell,True,7/6 successful match,True
"Pumpkin Ctr ( S ) , 93313 Bear Mountain Travel Stop (","661-834-5733 CA 99 Exit 13 ( CA 223 , Bear Shell )",Pumpkin Ctr,93313,Bear Mountain Travel Stop (,661-834-5733,CA,,True,7/6 successful match,True
"Pumpkin Ctr ( S ) , 93313 Bear Mountain 18 Travel ( CA 119 W )",4 661-834-5733 CA 99 Exit 13 ( Stop ( Shell ),Pumpkin Ctr,93313,Bear Mountain 18 Travel ( CA 119 W ),661-834-5733,CA,,True,7/6 successful match,True
G Pumpkin Center ( S ) ( 93313 ) Bear Mountain Travel Stop ( Shell ),4 661-834-5733 CA 99 Exit 13 ( CA 223 W ),Pumpkin Center,93313,Bear Mountain Travel Stop ( Shell ),661-834-5733,CA,Shell,True,7/6 successful match,True
Pumpkin Center ( S ) ( 93313 ) Bear Mountain Travel Stop ( Shell ),4 661-834-5733 CA 99 Exit 13 ( CA 223 W ),Pumpkin Center,93313,Bear Mountain Travel Stop ( Shell ),661-834-5733,CA,Shell,True,7/6 successful match,True
G Pumpkin Center ( S ) ( 93313 ) Bear Mountain Travel Stop ( Shell ),4 661-834-5733 CA 99 Exit 13 ( CA 223 W ),Pumpkin Center,93313,Bear Mountain Travel Stop ( Shell ),661-834-5733,CA,Shell,True,7/6 successful match,True
"Mettler , 93381 Renegade Truck Stop ( Shell )",661-858-2703 CA 99 Exit 3 ( CA 166 ),Mettler,93381,Renegade Truck Stop ( Shell ),661-858-2703,CA,Shell,True,7/6 successful match,True
"Mettler , 93381 Renegade Truck Stop ( Shell )",4 661-858-2703 CA 99 Exit 3 ( CA 166 ),Mettler,93381,Renegade Truck Stop ( Shell ),661-858-2703,CA,Shell,True,7/6 successful match,True
"Mettler , 93381 Renegade Truck Stop ( Shell )",4 661-858-2703 CA 99 Exit 3 ( CA 166 ),Mettler,93381,Renegade Truck Stop ( Shell ),661-858-2703,CA,Shell,True,7/6 successful match,True
G Mettler ( 93381 ) Renegade Flyers ( Shell ),4 661-858-2703 CA 99 Exit 3 ( CA 166 W ),Mettler,93381,Renegade Flyers ( Shell ),661-858-2703,CA,Shell,True,7/6 successful match,True
G Mettler ( 93381 ) Renegade Flyers ( Shell ),661-858-2703 CA 99 Exit 3 ( CA 166 W ),Mettler,93381,Renegade Flyers ( Shell ),661-858-2703,CA,Shell,True,7/6 successful match,True
Mettler ( 93381 ) Flyers # 223 ( Shell ),661-858-2703 CA 99 Exit 3 ( CA 166 W ),Mettler,93381,Flyers # 223 ( Shell ),661-858-2703,CA,Shell,True,7/6 successful match,True
"Santa Rosa , 93422 Valley Pacific Enterprises ( Chevron )",805-462-0659 US 101 & Santa Rosa Exit,Santa Rosa,93422,Valley Pacific Enterprises ( Chevron ),805-462-0659,CA,Chevron,True,7/6 successful match,True
"Atascadero , 93422 Valley Pacific Petroleum",805-462-0659 US 101 & Santa Rosa ( Chevron ),Atascadero,93422,Valley Pacific Petroleum,805-462-0659,CA,,True,5/6 successful match,True
"Atascadero , 93422 Valley Pacific Petroleum ( Chevron )",3 805-462-0659 US 101 & Santa Rosa,Atascadero,93422,Valley Pacific Petroleum ( Chevron ),805-462-0659,CA,Chevron,True,7/6 successful match,True
Atascadero ( 93422 ) Valley Pacific Petroleum ( Chevron ),805-462-0659 US 101 & Santa Rosa,Atascadero,93422,Valley Pacific Petroleum ( Chevron ),805-462-0659,CA,Chevron,True,7/6 successful match,True
Atascadero ( 93422 ) Valley Pacific Petroleum ( Chevron ),3 805-462-0659 US 101 Exit 218 A ( NB ),Atascadero,93422,Valley Pacific Petroleum ( Chevron ),805-462-0659,CA,Chevron,True,7/6 successful match,True
Atascadero ( 93422 ) Atascadero Chevron,805-462-0659 US 101 Exit 218 A ( NB ),Atascadero,93422,Atascadero Chevron,805-462-0659,CA,Chevron,True,7/6 successful match,True
"Santa Maria , 93456 Valley Pacific Petroleum Service ( Chevron",805-925-3664 US 101 & Betteravia Rd,Santa Maria,93456,Valley Pacific Petroleum Service ( Chevron,805-925-3664,CA,Chevron,True,7/6 successful match,True
"Santa Maria , 93456 Valley Pacific Petroleum Service (",805-925-3664 US 101 & Betteravia Rd Chevron,Santa Maria,93456,Valley Pacific Petroleum Service (,805-925-3664,CA,,True,7/6 successful match,True
"Santa Maria , 93456 Valley Pacific Petroleum St & Aldo Ave",3 805-925-3664 US 101 & Betteravia Rd Service ( Chevron,Santa Maria,93456,Valley Pacific Petroleum St & Aldo Ave,805-925-3664,CA,,True,7/6 successful match,True
H Santa Maria ( 93456 ) Valley Pacific Petroleum Service ( Chevron ),3 805-925-3664 US 101 & Betteravia Rd,Santa Maria,93456,Valley Pacific Petroleum Service ( Chevron ),805-925-3664,CA,Chevron,True,7/6 successful match,True
H Santa Maria ( 93456 ) Valley Pacific Petroleum Service ( Chevron ),3 805-925-3664 US 101 & Betteravia Rd,Santa Maria,93456,Valley Pacific Petroleum Service ( Chevron ),805-925-3664,CA,Chevron,True,7/6 successful match,True
Santa Maria ( 93456 ) Valley Pacific Petroleum Service (,3 805-925-3664 US 101 & Betteravia Rd,Santa Maria,93456,Valley Pacific Petroleum Service (,805-925-3664,CA,,True,7/6 successful match,True
"Mojave , 93501 Oasis Truck Stop ( Gas America )",661-824-4675 CA 14-58 ( W jct ),Mojave,93501,Oasis Truck Stop ( Gas America ),661-824-4675,CA,,True,5/6 successful match,True
"Mojave , 93501 Oasis Truck Stop ( Gas America )",661-824-4675 CA 14-58 ( W jct ),Mojave,93501,Oasis Truck Stop ( Gas America ),661-824-4675,CA,,True,5/6 successful match,True
"Mojave , 93501 Oasis Truck Stop ( Gas America )",661-824-4675 CA 14-58 ( W jct ),Mojave,93501,Oasis Truck Stop ( Gas America ),661-824-4675,CA,,True,5/6 successful match,True
Mojave ( 93501 ) Oasis Truck Stop ( 76 ),661-824-4675 CA 14-58 ( W jct ),Mojave,93501,Oasis Truck Stop ( 76 ),661-824-4675,CA,,True,5/6 successful match,True
Mojave ( 93501 ) US Hendy Oil 14-58 ( 76 ( ) N end ),661-824-4675 CA 14-58 ( W jct ),Mojave,93501,US Hendy Oil 14-58 ( 76 ( ) N end ),661-824-4675,CA,,True,7/6 successful match,True
Mojave ( 93501 ) US Hendy Oil ( 76 ),661-824-4675 CA 14-58 ( W jct ),Mojave,93501,US Hendy Oil ( 76 ),661-824-4675,CA,,True,7/6 successful match,True
"Acton , 93510 Acton 76",661-269-0760 CA 14 & Crown Valley Rd N,Acton,93510,Acton 76,661-269-0760,CA,,True,7/6 successful match,True
"Acton , 93510 Acton 76 Svc Rd )",661-269-0760 CA 14 & Crown,Acton,93510,Acton 76 Svc Rd ),661-269-0760,CA,,True,7/6 successful match,True
"Acton , 93510 Acton 76",661-269-0760 CA 14 & Crown Valley Rd N,Acton,93510,Acton 76,661-269-0760,CA,,True,7/6 successful match,True
Acton ( 93510 ) Acton 76,4 661-269-0760 CA 14 & Crown Valley Rd N,Acton,93510,Acton 76,661-269-0760,CA,,True,7/6 successful match,True
Acton ( 93510 ) Acton 76 24,4 661-269-0760 CA 14 & Crown Valley Rd N,Acton,93510,Acton 76 24,661-269-0760,CA,,True,7/6 successful match,True
Acton ( 93510 ) Acton 76,661-269-0760 CA 14 & Crown Valley Rd N,Acton,93510,Acton 76,661-269-0760,CA,,True,7/6 successful match,True
"Big Pine , 93513 Big Pine 76",760-938-2100 109 US 395 S,Big Pine,93513,Big Pine 76,760-938-2100,CA,,True,7/6 successful match,True
"Big Pine , 93513 Big Pine 76",760-938-2100 109 US 395 S,Big Pine,93513,Big Pine 76,760-938-2100,CA,,True,7/6 successful match,True
"Big Pine , 93513 Big Pine 76",760-938-2100 109 US 395 S,Big Pine,93513,Big Pine 76,760-938-2100,CA,,True,7/6 successful match,True
E Big Pine ( 93513 ) Big Pine Shell,760-938-2100 109 US 395 S,Big Pine,93513,Big Pine Shell,760-938-2100,CA,Shell,True,7/6 successful match,True
Big Pine ( 93513 ) Big Pine Shell to Gage ),760-938-2100 109 US 395 S,Big Pine,93513,Big Pine Shell to Gage ),760-938-2100,CA,Shell,True,7/6 successful match,True
Big Pine ( 93513 ) Big Pine Shell,760-938-2100 109 US 395 S,Big Pine,93513,Big Pine Shell,760-938-2100,CA,Shell,True,7/6 successful match,True
"Bishop , 93514 Inyo Shell Y - Mart",760-873-6335 US 6 & US 395,Bishop,93514,Inyo Shell Y - Mart,760-873-6335,CA,Shell,True,7/6 successful match,True
"Bishop , 93514 Inyo Shell Y - Mart",760-873-6335 US 6 & US 395,Bishop,93514,Inyo Shell Y - Mart,760-873-6335,CA,Shell,True,7/6 successful match,True
"Bishop , 93514 Inyo Shell Y - Mart",760-873-6335 US 6 & US 395,Bishop,93514,Inyo Shell Y - Mart,760-873-6335,CA,Shell,True,7/6 successful match,True
E Bishop ( 93514 ) Inyo Shell Y - Mart,760-873-6335 US 6 & US 395,Bishop,93514,Inyo Shell Y - Mart,760-873-6335,CA,Shell,True,7/6 successful match,True
Bishop ( 93514 ) Inyo Shell Y - Mart,4 760-873-6335 US 6 & US 395,Bishop,93514,Inyo Shell Y - Mart,760-873-6335,CA,Shell,True,7/6 successful match,True
Bishop ( 93514 ) Inyo Shell Y - Mart,760-873-6335 US 6 & US 395,Bishop,93514,Inyo Shell Y - Mart,760-873-6335,CA,Shell,True,7/6 successful match,True
"Kramer Jct , 93516 Pilot Travel Center # 200",760-762-0041 US 395 & CA 58,Kramer Jct,93516,Pilot Travel Center # 200,760-762-0041,CA,Pilot,True,7/6 successful match,True
"Kramer Jct , 93516 Pilot Travel Center # 200",760-762-0041 US 395 & CA 58,Kramer Jct,93516,Pilot Travel Center # 200,760-762-0041,CA,Pilot,True,7/6 successful match,True
"Kramer Junction , 93516 Pilot Travel Center # 200 384 )",51760-762-0041 US 395 & CA 58,Kramer Junction,93516,Pilot Travel Center # 200 384 ),760-762-0041,CA,Pilot,True,7/6 successful match,True
H Kramer Junction ( 93516 ) Pilot Travel Center # 200,5 760-762-0041 US 395 & CA 58,Kramer Junction,93516,Pilot Travel Center # 200,760-762-0041,CA,Pilot,True,7/6 successful match,True
Kramer Junction ( 93516 ) Pilot Travel Center # 200,760-762-0041 US 395 & CA 58,Kramer Junction,93516,Pilot Travel Center # 200,760-762-0041,CA,Pilot,True,7/6 successful match,True
Kramer Junction ( 93516 ) Pilot 99 Travel Exit Center 109 ( Ave # 200 384 ),760-762-0041 US 395 & CA 58 Pilot,Kramer Junction,93516,Pilot 99 Travel Exit Center 109 ( Ave # 200 384 ),760-762-0041,CA,Pilot,True,7/6 successful match,True
"Pearsonville , 93527 Pearsonville Truck Stop ( Shell )",760-377-5353 102 N Pearson Rd ( E of US ),Pearsonville,93527,Pearsonville Truck Stop ( Shell ),760-377-5353,CA,Shell,True,7/6 successful match,True
"Pearsonville , 93527 Pearsonville Truck Stop (",760-377-5353 102 N Pearson Rd ( E Shell ),Pearsonville,93527,Pearsonville Truck Stop (,760-377-5353,CA,,True,7/6 successful match,True
"Pearsonville , 93527 Pearsonville Publishers Truck . All rights Stop reserved .",5 760-377-5353 102 N Pearson Rd ( E ( Shell ),Pearsonville,93527,Pearsonville Publishers Truck . All rights Stop reserved .,760-377-5353,CA,,True,7/6 successful match,True
Pearsonville ( 93527 ) Pearsonville Truck Stop ( Shell ),5 760-377-5353 102 N Pearson Rd ( E of US 395 ),Pearsonville,93527,Pearsonville Truck Stop ( Shell ),760-377-5353,CA,Shell,True,7/6 successful match,True
G Pearsonville ( 93527 ) Pearsonville Truck Stop ( Shell ),760-377-5353 102 N Pearson Rd ( E of US 395 ),Pearsonville,93527,Pearsonville Truck Stop ( Shell ),760-377-5353,CA,Shell,True,7/6 successful match,True
G Pearsonville ( 93527 ) Pearsonville Truck Stop ( Shell ),5 760-377-5353 102 N Pearson Rd ( E of US 395 ),Pearsonville,93527,Pearsonville Truck Stop ( Shell ),760-377-5353,CA,Shell,True,7/6 successful match,True
"Pearblossom , 93553 Pearblossom Chevron",661-944-0455 13030 CA 138,Pearblossom,93553,Pearblossom Chevron,661-944-0455,CA,Chevron,True,7/6 successful match,True
"Pearblossom , 93553 Pearblossom Chevron of CA 46 )",661-944-0455 13030 CA 138,Pearblossom,93553,Pearblossom Chevron of CA 46 ),661-944-0455,CA,Chevron,True,7/6 successful match,True
"Pearblossom , 93553 Pearblossom Chevron ( Chevron / CFN )",5 661-944-0455 13030 CA 138,Pearblossom,93553,Pearblossom Chevron ( Chevron / CFN ),661-944-0455,CA,Chevron,True,7/6 successful match,True
Pearblossom ( 93553 ) Pearblossom Chevron ( CFN Cardlock ),661-944-0455 13030 CA 138,Pearblossom,93553,Pearblossom Chevron ( CFN Cardlock ),661-944-0455,CA,Chevron,True,7/6 successful match,True
Pearblossom ( 93553 ) Pearblossom Chevron ( CFN Cardlock ),5 661-944-0455 13030 CA 138,Pearblossom,93553,Pearblossom Chevron ( CFN Cardlock ),661-944-0455,CA,Chevron,True,7/6 successful match,True
H Pearblossom ( 93553 ) Pearblossom Chevron ( CFN ),5 661-944-0455 13030 CA 138,Pearblossom,93553,Pearblossom Chevron ( CFN ),661-944-0455,CA,Chevron,True,7/6 successful match,True
"F Chowchilla , 93610 Ahmed's Exxon",559-665-4146 CA 99 Exit 167 ( Ave 24 W ),Chowchilla,93610,Ahmed's Exxon,559-665-4146,CA,Exxon,True,5/6 successful match,True
"Chowchilla , 93610 Ahmed's Exxon",559-665-4146 CA 99 Exit 167 ( Ave 24 W ),Chowchilla,93610,Ahmed's Exxon,559-665-4146,CA,Exxon,True,5/6 successful match,True
"F Chowchilla , 936.10 Ahmed's Exxon",3 559-665-4146 CA 99 Exit 167 ( Ave 24 W ),Chowchilla,93610,,559-665-4146,CA,,True,7/6 successful match,True
F Chowchilla ( 93610 ) United Park Truck Stop ( Valero ),559-665-4146 CA 99 Exit 167 ( Ave 24 W ),Chowchilla,93610,United Park Truck Stop ( Valero ),559-665-4146,CA,Valero,True,6/6 successful match,True
F Chowchilla ( 93610 ) United Park Truck Stop ( Valero ),3 559-665-4146 CA 99 Exit 167 ( Ave 24 W ),Chowchilla,93610,United Park Truck Stop ( Valero ),559-665-4146,CA,Valero,True,6/6 successful match,True
Chowchilla ( 93610 ) United Park Truck Stop ( Valero ),559-665-4146 CA 99 Exit 167 ( Ave 24 W ),Chowchilla,93610,United Park Truck Stop ( Valero ),559-665-4146,CA,Valero,True,6/6 successful match,True
"F Firebaugh , 93622 MBP Travel Plaza ( Chevron )",209-364-6437 I-5 Exit 385 ( Nees Ave ),Firebaugh,93622,MBP Travel Plaza ( Chevron ),209-364-6437,CA,BP,True,7/6 successful match,True
"F Firebaugh , 93622 MBP Travel Plaza ( Chevron )",209-364-6437 I-5 Exit 385 ( Nees Ave ),Firebaugh,93622,MBP Travel Plaza ( Chevron ),209-364-6437,CA,BP,True,7/6 successful match,True
"F Firebaugh , 93622 MBP Travel Plaza ( Chevron )",3 209-364-6437 I-5 Exit 385 ( Nees Ave ),Firebaugh,93622,MBP Travel Plaza ( Chevron ),209-364-6437,CA,BP,True,7/6 successful match,True
Firebaugh ( 93622 ) Firebaugh Travel Plaza ( Chevron ),209-364-6437 I-5 Exit 385 ( Nees Ave ),Firebaugh,93622,Firebaugh Travel Plaza ( Chevron ),209-364-6437,CA,Chevron,True,7/6 successful match,True
Firebaugh ( 93622 ) Firebaugh Travel rights Plaza reserved ( Chevron .,3 209-364-6437 I-5 Exit 385 ( ),Firebaugh,93622,Firebaugh Travel rights Plaza reserved ( Chevron .,209-364-6437,CA,Chevron,True,7/6 successful match,True
Firebaugh ( 93622 ) Firebaugh Travel Plaza ( ),209-364-6437 I-5 Exit 385 ( Nees Ave ),Firebaugh,93622,Firebaugh Travel Plaza ( ),209-364-6437,CA,,True,7/6 successful match,True
"F Fowler , 93625 Buford Star Mart # 5 ( Shell ) Rd )",3 559-834-3634 CA 99 Exit 121 ( Manning,Fowler,93625,Buford Star Mart # 5 ( Shell ) Rd ),559-834-3634,CA,Shell,True,6/6 successful match,True
"F Fowler , 93625 Buford Star Mart # 5 ( Shell )",559-834-3634 CA 99 Exit 121 ( Manning Ave ),Fowler,93625,Buford Star Mart # 5 ( Shell ),559-834-3634,CA,Shell,True,6/6 successful match,True
"Fowler , 93625 Buford Star Mart # 5 ( Shell )",3 559-834-3634 CA 99 Exit 121 ( Manning Ave ),Fowler,93625,Buford Star Mart # 5 ( Shell ),559-834-3634,CA,Shell,True,6/6 successful match,True
