Unnamed: 0,filename,record_num,clean_line1,clean_line2,line3,city,zip_code,label,phone,address,parking,gray_parking,identifier,year,panel,major_city,state,chain,p_identifier,identifier2,identifier3,places_place_id,places_name,places_formatted_address,places_vicinity,places_latitude,places_longitude,places_rating,places_types,places_business_status,places_search_method,places_status,places_formatted_phone,places_international_phone,places_website,places_street_number,places_street_name,places_city,places_state,places_postal_code,places_country,places_county,places_google_maps_link
24468,TF2016_020_035-2-ocr.csv,2,Atascadero ( 93422 ) Atascadero Chevron,805-462-0659 US 101 Exit 218 A ( NB ),<U+2610>,Atascadero,93422,Atascadero Chevron,805-462-0659,US 101 Exit 218 A ( NB ),,,93422_805-462-0659,2016,1,Atascadero,CA,Chevron,,93422_805-462-0659,93422_805-462-0659_Chevron,ChIJ0ZIlUrnp7IAR0OHBLV-sk1o,Chevron,"8955 Montecito Ave, Atascadero, CA 93422, USA","8955 Montecito Avenue, Atascadero",35.46501629999999,-120.649451,2.6,"gas_station, convenience_store, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(805) 462-0659,+1 805-462-0659,https://www.chevron.com/,8955,Montecito Avenue,Atascadero,CA,93422,US,San Luis Obispo County,https://www.google.com/maps/place/?q=place_id:ChIJ0ZIlUrnp7IAR0OHBLV-sk1o
24474,TF2016_020_035-4-ocr.csv,48,Santa Maria ( 93456 ) Valley Pacific Petroleum Service (,3 805-925-3664 US 101 & Betteravia Rd,) 24 M <U+25A1>,Santa Maria,93456,Valley Pacific Petroleum Service (,805-925-3664,US 101 & Betteravia Rd,M,,93456_805-925-3664,2016,1,Santa Maria,CA,,,93456_805-925-3664,93456_805-925-3664_NA,ChIJFWV1FLds7IARj4mNMwtLNXQ,Valley Pacific Travel Center,"1155 E Betteravia Rd, Santa Maria, CA 93454, USA","1155 E Betteravia Road, Santa Maria",34.9241791,-120.4164886,3.2,"gas_station, convenience_store, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(805) 925-3664,+1 805-925-3664,http://www.valleypacific.com/,1155 E,Betteravia Road,Santa Maria,CA,93454,US,Santa Barbara County,https://www.google.com/maps/place/?q=place_id:ChIJFWV1FLds7IARj4mNMwtLNXQ
24480,TF2016_020_035-3-ocr.csv,54,Mojave ( 93501 ) US Hendy Oil ( 76 ),661-824-4675 CA 14-58 ( W jct ),<U+2610> <U+2610> <U+25A1>,Mojave,93501,US Hendy Oil ( 76 ),661-824-4675,CA 14-58 ( W jct ),,,93501_661-824-4675,2016,1,Mojave,CA,,,93501_661-824-4675,93501_661-824-4675_NA,,,,,,,,,,FAILED,FAILED: API Error: ZERO_RESULTS,,,,,,,,,,,
24486,TF2016_020_035-2-ocr.csv,1,Acton ( 93510 ) Acton 76,661-269-0760 CA 14 & Crown Valley Rd N,24,Acton,93510,Acton 76,661-269-0760,CA 14 & Crown Valley Rd N,,,93510_661-269-0760,2016,1,Acton,CA,,,93510_661-269-0760,93510_661-269-0760_NA,ChIJaZk-5nv2woARkkuegqxloZ8,76,"3837 Sierra Hwy, Acton, CA 93510, USA","3837 Sierra Highway, Acton",34.4934042,-118.1993651,4.2,"gas_station, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(661) 269-0760,+1 661-269-0760,https://www.76.com/station/U76-PASO-OIL-CO-INC-0000892723/?utm_source=G&utm_medium=local&utm_campaign=google-local,3837,Sierra Highway,Acton,CA,93510,US,Los Angeles County,https://www.google.com/maps/place/?q=place_id:ChIJaZk-5nv2woARkkuegqxloZ8
24492,TF2016_020_035-2-ocr.csv,16,Big Pine ( 93513 ) Big Pine Shell,760-938-2100 109 US 395 S,HRS <U+2610>,Big Pine,93513,Big Pine Shell,760-938-2100,109 US 395 S,,,93513_760-938-2100,2016,1,Big Pine,CA,Shell,,93513_760-938-2100,93513_760-938-2100_Shell,ChIJYzAmLeVJvoARiQxgWdbxcS4,Shell,"109 S Main St, Big Pine, CA 93513, USA","109 South Main Street, Big Pine",37.1658787,-118.2898291,4.1,"gas_station, atm, finance, convenience_store, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(760) 938-2100,+1 760-938-2100,https://find.shell.com/us/fuel/10056204-109-s-main-st/en_US,109,South Main Street,Big Pine,CA,93513,US,Inyo County,https://www.google.com/maps/place/?q=place_id:ChIJYzAmLeVJvoARiQxgWdbxcS4
24498,TF2016_020_035-2-ocr.csv,18,Bishop ( 93514 ) Inyo Shell Y - Mart,760-873-6335 US 6 & US 395,<U+2610> <U+25A1>,Bishop,93514,Inyo Shell Y - Mart,760-873-6335,US 6 & US 395,,,93514_760-873-6335,2016,1,Bishop,CA,Shell,,93514_760-873-6335,93514_760-873-6335_Shell,ChIJ50m3kwgWvoAREjcEcp4_YnQ,Inyo Shell Y Mart,"1290 N Main St #2412, Bishop, CA 93514, USA","1290 North Main Street #2412, Bishop",37.3757003,-118.3966683,4.2,"gas_station, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(760) 873-6335,+1 760-873-6335,http://www.inyocrude.com/,1290,North Main Street,Bishop,CA,93514,US,Inyo County,https://www.google.com/maps/place/?q=place_id:ChIJ50m3kwgWvoAREjcEcp4_YnQ
24504,TF2016_020_035-3-ocr.csv,27,Kramer Junction ( 93516 ) Pilot 99 Travel Exit Center 109 ( Ave # 200 384 ),760-762-0041 US 395 & CA 58 Pilot,"24 "" M <U+25A1> 024 0",Kramer Junction,93516,Pilot 99 Travel Exit Center 109 ( Ave # 200 384 ),760-762-0041,US 395 & CA 58 Pilot,M,,93516_760-762-0041,2016,1,Boron,CA,Pilot,,93516_760-762-0041,93516_760-762-0041_Pilot,ChIJncnnHGSVw4ARljo20wDYIHc,Pilot Travel Center,"5725 CA-58, Boron, CA 93516, USA","5725 California 58, Boron",34.9917784,-117.5421786,4.2,"gas_station, convenience_store, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(760) 762-0041,+1 760-762-0041,https://locations.pilotflyingj.com/us/ca/boron/5725-ca-58,5725,California 58,Boron,CA,93516,US,San Bernardino County,https://www.google.com/maps/place/?q=place_id:ChIJncnnHGSVw4ARljo20wDYIHc
24510,TF2016_020_035-4-ocr.csv,19,G Pearsonville ( 93527 ) Pearsonville Truck Stop ( Shell ),5 760-377-5353 102 N Pearson Rd ( E of US 395 ),HRS M <U+2610> <U+2610> <U+2610> <U+25A1>,Pearsonville,93527,Pearsonville Truck Stop ( Shell ),760-377-5353,102 N Pearson Rd ( E of US 395 ),M,M,93527_760-377-5353,2016,1,Inyokern,CA,Shell,,93527_760-377-5353,93527_760-377-5353_Shell,ChIJFfGXg-QGwYARCyVfmyOMN9s,Shell,"102 Pearson Rd, Pearsonville, CA 93527, USA","102 Pearson Road, Pearsonville",35.7985461,-117.8719925,3.7,"gas_station, convenience_store, restaurant, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(760) 377-5353,+1 760-377-5353,https://find.shell.com/us/fuel/10010608-102-pearson-rd/en_US,102,Pearson Road,Pearsonville,CA,93527,US,Inyo County,https://www.google.com/maps/place/?q=place_id:ChIJFfGXg-QGwYARCyVfmyOMN9s
24516,TF2016_020_035-4-ocr.csv,18,H Pearblossom ( 93553 ) Pearblossom Chevron ( CFN ),5 661-944-0455 13030 CA 138,HRS 24 72 L <U+2610> <U+2610> <U+25A1> O,Pearblossom,93553,Pearblossom Chevron ( CFN ),661-944-0455,13030 CA 138,L,,93553_661-944-0455,2016,1,Pearblossom,CA,Chevron,,93553_661-944-0455,93553_661-944-0455_Chevron,ChIJacyGvD4Cw4ARmAW8c86iDu8,Pearblossom Chevron,"13030 Pearblossom Hwy, Pearblossom, CA 93553, USA","13030 Pearblossom Highway, Pearblossom",34.506066,-117.8970619,2.5,"gas_station, convenience_store, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(661) 944-0455,+1 661-944-0455,https://www.chevronwithtechron.com/station/13030-Pearblossom-Hwy-Pearblossom-CA-93553-id203268,13030,Pearblossom Highway,Pearblossom,CA,93553,US,Los Angeles County,https://www.google.com/maps/place/?q=place_id:ChIJacyGvD4Cw4ARmAW8c86iDu8
24522,TF2016_020_035-2-ocr.csv,28,Chowchilla ( 93610 ) United Park Truck Stop ( Valero ),559-665-4146 CA 99 Exit 167 ( Ave 24 W ),2.4 S,Chowchilla,93610,United Park Truck Stop ( Valero ),559-665-4146,CA 99 Exit 167 ( Ave 24 W ),S,S,93610_559-665-4146,2016,1,Chowchilla,CA,Valero,,93610_559-665-4146,93610_559-665-4146_Valero,ChIJEce-CTD5k4AR1CMRbrhRghY,"United Travel Center, Inc","18208 Avenue 24, Chowchilla, CA 93610, USA","18208 Avenue 24, Chowchilla",37.0976994,-120.2178864,3.9,"store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(559) 665-4146,+1 559-665-4146,http://united-park-inc.keeq.io/,18208,Avenue 24,Chowchilla,CA,93610,US,Madera County,https://www.google.com/maps/place/?q=place_id:ChIJEce-CTD5k4AR1CMRbrhRghY
24528,TF2016_020_035-2-ocr.csv,53,Firebaugh ( 93622 ) Firebaugh Travel Plaza ( ),209-364-6437 1-5 Exit 385 ( Nees Ave ),24 M 24 32 <U+2610>,Firebaugh,93622,Firebaugh Travel Plaza ( ),209-364-6437,1-5 Exit 385 ( Nees Ave ),M,,93622_209-364-6437,2016,1,Firebaugh,CA,,,93622_209-364-6437,93622_209-364-6437_NA,ChIJA7Qjfj7Ok4AR_lMenOLwRsw,Firebaugh Travel Plaza,"15838 Paul Negra Rd, Firebaugh, CA 93622, USA","15838 Paul Negra Road, Firebaugh",36.8550106,-120.7782637,2.7,"gas_station, atm, finance, convenience_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(209) 364-6437,+1 209-364-6437,,15838,Paul Negra Road,Firebaugh,CA,93622,US,Merced County,https://www.google.com/maps/place/?q=place_id:ChIJA7Qjfj7Ok4AR_lMenOLwRsw
24534,TF2016_020_035-3-ocr.csv,3,F Fowler ( 93625 ) Buford Star Mart ( # 5 N ( Shell to 16111 ) Valley ) .,3 559-834-3634 CA 99 Exit 121 ( 24,24 XL <U+25A1>,Fowler,93625,Buford Star Mart ( # 5 N ( Shell to 16111 ) Valley ) .,559-834-3634,CA 99 Exit 121 ( 24,XL,,93625_559-834-3634,2016,1,Fowler,CA,Shell,,93625_559-834-3634,93625_559-834-3634_Shell,,,,,,,,,,FAILED,FAILED: API Error: ZERO_RESULTS,,,,,,,,,,,
24540,TF2016_020_035-3-ocr.csv,26,Kingsburg ( 93631 ) Shop & Go # 278 611 ( ( Wildhorse Valero ) Rd ),559-897-3015 CA 99 Exit 109 ( 24,24 SO <U+25A1>,Kingsburg,93631,Shop & Go # 278 611 ( ( Wildhorse Valero ) Rd ),559-897-3015,CA 99 Exit 109 ( 24,S,,93631_559-897-3015,2016,1,Kingsburg,CA,Valero,,93631_559-897-3015,93631_559-897-3015_Valero,ChIJ83LSSbzglIARbVJFSoZ1D9c,Shop-N-Go,"38440 6th St, Kingsburg, CA 93631, USA","38440 6th St, Kingsburg",36.4893423,-119.5166358,3.9,"gas_station, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(559) 897-3015,+1 559-897-3015,http://shop-n-go-kingsburg.edan.io/,38440,6th St,Kingsburg,CA,93631,US,Tulare County,https://www.google.com/maps/place/?q=place_id:ChIJ83LSSbzglIARbVJFSoZ1D9c
24546,TF2016_020_035-4-ocr.csv,46,F San Luis ( 93635 ) Petro Santa Nella # 346 ( Shell ) PETRO,209-827-8020 CA 152 & CA 33 Jct ( W of 1-5 Exit 403 B ),) 24 <U+2610> XL,San Luis,93635,Petro Santa Nella # 346 ( Shell ) PETRO,209-827-8020,CA 152 & CA 33 Jct ( W of 1-5 Exit 403 B ),XL,,93635_209-827-8020,2016,1,Los Banos,CA,Shell,,93635_209-827-8020,93635_209-827-8020_Shell,ChIJoxr1C0CEkYARiTvS1Ri2WPQ,Petro Santa Nella,"CA-33, Santa Nella, CA 95322, USA","California 33, Santa Nella",37.0549887,-121.0154631,3.9,"point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,,,http://ta-petro.com/,,California 33,Santa Nella,CA,95322,US,Merced County,https://www.google.com/maps/place/?q=place_id:ChIJoxr1C0CEkYARiTvS1Ri2WPQ
24552,TF2016_020_035-3-ocr.csv,48,Madera ( 93637 ) Pilot Travel Center # 365 plot,3 559-673-3878 CA 99 Exit 159 ( Ave 18-1 / 2 W ),24 XL 24 24,Madera,93637,Pilot Travel Center # 365 plot,559-673-3878,CA 99 Exit 159 ( Ave 18-1 / 2 W ),XL,,93637_559-673-3878,2016,1,Madera,CA,Pilot,,93637_559-673-3878,93637_559-673-3878_Pilot,ChIJA3XQHDYIlIARqiDhzxeOKa4,Pilot Travel Center,"22717 Ave 18 1/2, Madera, CA 93637, USA","22717 Avenue 18 1/2, Madera",37.018738,-120.1330768,4.2,"gas_station, convenience_store, point_of_interest, store, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(559) 673-3878,+1 559-673-3878,https://locations.pilotflyingj.com/us/ca/madera/22717-avenue-18-1/2,22717,Avenue 18 1/2,Madera,CA,93637,US,Madera County,https://www.google.com/maps/place/?q=place_id:ChIJA3XQHDYIlIARqiDhzxeOKa4
24558,TF2016_020_035-4-ocr.csv,54,F Selma ( 93662 ) Mountain View Shell,559-891-9191 CA 99 Exit 115 ( Mountain View W ),124 S,Selma,93662,Mountain View Shell,559-891-9191,CA 99 Exit 115 ( Mountain View W ),S,,93662_559-891-9191,2016,1,Selma,CA,Shell,,93662_559-891-9191,93662_559-891-9191_Shell,ChIJq9eY-mPllIARIymKg4BBVrU,Mtn View Gas & Mart,"13025 S Van Horn Ave, Selma, CA 93662, USA","13025 South Van Horn Avenue, Selma",36.5463991,-119.598373,4.2,"convenience_store, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(559) 891-9191,+1 559-891-9191,,13025,South Van Horn Avenue,Selma,CA,93662,US,Fresno County,https://www.google.com/maps/place/?q=place_id:ChIJq9eY-mPllIARIymKg4BBVrU
24564,TF2016_020_035-5-ocr.csv,10,Traver ( 93673 ) RJ Travel Center ( 76 ) S Chrisman ),559-238-3801 CA 99 Exit 106 B NB / 106 SB ( Merritt ),24 22 MOO,Traver,93673,RJ Travel Center ( 76 ) S Chrisman ),559-238-3801,CA 99 Exit 106 B NB / 106 SB ( Merritt ),M,,93673_559-238-3801,2016,1,Traver,CA,,,93673_559-238-3801,93673_559-238-3801_NA,ChIJEWSBHp_glIAR_QIUmQ-X3AU,RJ's Travel Center,"36218 CA-99, Traver, CA 93673, USA","36218 California 99, Traver",36.4481733,-119.4854057,4,"gas_station, car_wash, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(559) 238-3801,+1 559-238-3801,https://www.publicreputation.com/rjs-travel-center-76-gas-station-traver-california,36218,California 99,Traver,CA,93673,US,Tulare County,https://www.google.com/maps/place/?q=place_id:ChIJEWSBHp_glIAR_QIUmQ-X3AU
24570,TF2016_020_035-3-ocr.csv,9,F Fresno ( 93706 ) Flyers # 229 ( Shell ( Jensen ) Ave E ),559-233-2141 CA 99 Exit 130 ( Jensen Ave ),pea 24 <U+2610> <U+2610>,Fresno,93706,Flyers # 229 ( Shell ( Jensen ) Ave E ),559-233-2141,CA 99 Exit 130 ( Jensen Ave ),,,93706_559-233-2141,2016,1,Fresno,CA,Shell,,93706_559-233-2141,93706_559-233-2141_Shell,ChIJua29Jl5glIAR8YZS3f1C6Ek,Flyer's Shell #229,"130 E Jensen Ave, Fresno, CA 93706, USA","130 East Jensen Avenue, Fresno",36.7062029,-119.8123769,,"point_of_interest, establishment",CLOSED_PERMANENTLY,TEXT_SEARCH,SUCCESS,,,,130,East Jensen Avenue,Fresno,CA,93706,US,Fresno County,https://www.google.com/maps/place/?q=place_id:ChIJua29Jl5glIAR8YZS3f1C6Ek
24576,TF2016_020_035-3-ocr.csv,8,F Fresno ( 93706 ) Cal Fresno Oil ( 76 ( Chestnut ) NB / Central SB ),559-441-1001 CA 99 Exit 130 ( Jensen E,") 24 "" <U+25A1> <U+2610> <U+2610> <U+25A1>",Fresno,93706,Cal Fresno Oil ( 76 ( Chestnut ) NB / Central SB ),559-441-1001,CA 99 Exit 130 ( Jensen E,,,93706_559-441-1001,2016,1,Fresno,CA,,,93706_559-441-1001,93706_559-441-1001_NA,ChIJh0IKpcZflIAR_0NnSU6xIQY,California-Fresno Oil Co,"405 N Palm Ave, Fresno, CA 93701, USA","405 North Palm Avenue, Fresno",36.7489821,-119.8088498,5,"point_of_interest, car_repair, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(559) 486-0220,+1 559-486-0220,,405,North Palm Avenue,Fresno,CA,93701,US,Fresno County,https://www.google.com/maps/place/?q=place_id:ChIJh0IKpcZflIAR_0NnSU6xIQY
24582,TF2016_020_035-3-ocr.csv,10,F Fresno ( 93722 ) Seibert's Fuel Center ( Jensen ( Valero Ave ) ),559-275-0670 CA 99 Exit 136 B (,pea <U+2610> <U+2610> S O,Fresno,93722,Seibert's Fuel Center ( Jensen ( Valero Ave ) ),559-275-0670,CA 99 Exit 136 B (,S,S,93722_559-275-0670,2016,1,Fresno,CA,Valero,,93722_559-275-0670,93722_559-275-0670_Valero,ChIJoxGzcflmlIAR3EcAZ0LR-Q0,Seiberts' Fuel Center,"2837 N Parkway Dr, Fresno, CA 93722, USA","2837 North Parkway Drive, Fresno",36.7761793,-119.8434814,4,"point_of_interest, store, food, establishment",CLOSED_PERMANENTLY,NEARBY_SEARCH,SUCCESS,(559) 275-0670,+1 559-275-0670,,2837,North Parkway Drive,Fresno,CA,93722,US,Fresno County,https://www.google.com/maps/place/?q=place_id:ChIJoxGzcflmlIAR3EcAZ0LR-Q0
24588,TF2016_020_035-3-ocr.csv,11,Fresno ( 93722 ) E - Z Trip Travel Plaza B ( Princeton Ave ),3 559-276-8001 CA 99 Exit 142 ( Herndon,24 <U+25A1>,Fresno,93722,E - Z Trip Travel Plaza B ( Princeton Ave ),559-276-8001,CA 99 Exit 142 ( Herndon,,,93722_559-276-8001,2016,1,Fresno,CA,,,93722_559-276-8001,93722_559-276-8001_NA,ChIJkdHGdQBvlIAR9H3AVwlMI1Y,EZ trip gas station,"6639 N Parkway Dr Herndon, Fresno, CA 93722, USA","6639 North Parkway Drive Herndon, Fresno",36.8318759,-119.9188267,3.1,"gas_station, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,,,,6639,North Parkway Drive,Fresno,CA,93722,US,Fresno County,https://www.google.com/maps/place/?q=place_id:ChIJkdHGdQBvlIAR9H3AVwlMI1Y
24594,TF2016_020_035-3-ocr.csv,6,Fresno ( 93725 ) 5th Wheel Truck ( Frazier Stop Park ),559-485-0701 CA 99 Exit 127 (,) M,Fresno,93725,5th Wheel Truck ( Frazier Stop Park ),559-485-0701,CA 99 Exit 127 (,M,,93725_559-485-0701,2016,1,Fresno,CA,,,93725_559-485-0701,93725_559-485-0701_NA,ChIJHVRDv5z1lIARNaaHAsytTL8,Fifth Wheel Truck Stop,"3767 S Golden State Blvd, Fresno, CA 93725, USA","3767 South Golden State Boulevard, Fresno",36.68020840000001,-119.7380857,3.4,"gas_station, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(559) 485-0701,+1 559-485-0701,,3767,South Golden State Boulevard,Fresno,CA,93725,US,Fresno County,https://www.google.com/maps/place/?q=place_id:ChIJHVRDv5z1lIARNaaHAsytTL8
24600,TF2016_020_035-3-ocr.csv,7,Fresno ( 93725 ) RVJ's Truck Stop ( Chestnut ( Chevron ) NB / Central SB ),3 559-485-8220 CA 99 Exit 127 ( Chestnut /,) 24 24 <U+25A1>,Fresno,93725,RVJ's Truck Stop ( Chestnut ( Chevron ) NB / Central SB ),559-485-8220,CA 99 Exit 127 ( Chestnut /,,,93725_559-485-8220,2016,1,Fresno,CA,Chevron,,93725_559-485-8220,93725_559-485-8220_Chevron,ChIJKaFPBnf1lIARjSmcrTypLI8,R V J's Truck Stop,"4029 S Maple Ave, Fresno, CA 93725, USA","4029 South Maple Avenue, Fresno",36.6773712,-119.7461781,3.6,"gas_station, convenience_store, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(559) 485-8220,+1 559-485-8220,https://rvjensen.com/rvj-fresno-truck-stop/,4029,South Maple Avenue,Fresno,CA,93725,US,Fresno County,https://www.google.com/maps/place/?q=place_id:ChIJKaFPBnf1lIARjSmcrTypLI8
24606,TF2016_020_035-4-ocr.csv,41,F Salinas ( 93901 ) Valley Truck Stop,2 831-754-1303 US 101 Exit 326 B ( W then S on Terven ) .,) .,Salinas,93901,Valley Truck Stop,831-754-1303,US 101 Exit 326 B ( W then S on Terven ) .,,,93901_831-754-1303,2016,1,Salinas,CA,,,93901_831-754-1303,93901_831-754-1303_NA,ChIJ4RVKEoAHkoARM9CKKsaxRAs,Salinas Valley Truck Stop,"721 Vertin Ave, Salinas, CA 93901, USA","721 Vertin Avenue, Salinas",36.6615755,-121.6265271,4.2,"car_wash, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(831) 754-1303,+1 831-754-1303,http://www.sturdyoil.com/2014/04/01/salinas-valley-truck-stop/,721,Vertin Avenue,Salinas,CA,93901,US,Monterey County,https://www.google.com/maps/place/?q=place_id:ChIJ4RVKEoAHkoARM9CKKsaxRAs
24612,TF2016_020_035-4-ocr.csv,39,F Salinas ( 93901 ) Pilot Travel Center # 237 Pilot,2 831-775-0380 US 101 Exit 326 B ( W then N on Work ),24 <U+2610> MO 24,Salinas,93901,Pilot Travel Center # 237 Pilot,831-775-0380,US 101 Exit 326 B ( W then N on Work ),M,,93901_831-775-0380,2016,1,Salinas,CA,Pilot,,93901_831-775-0380,93901_831-775-0380_Pilot,ChIJLfREtoH4jYARW03Y1zMDG4g,Pilot Travel Center,"951 Work St, Salinas, CA 93901, USA","951 Work Street, Salinas",36.6652946,-121.6300895,3.7,"gas_station, convenience_store, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(831) 775-0380,+1 831-775-0380,https://locations.pilotflyingj.com/us/ca/salinas/951-work-street,951,Work Street,Salinas,CA,93901,US,Monterey County,https://www.google.com/maps/place/?q=place_id:ChIJLfREtoH4jYARW03Y1zMDG4g
24618,TF2016_020_035-3-ocr.csv,25,King City ( 93930 ) Corner Store ( CA # 3005 41 E ( Valero ),831-385-5993 US 101 Exit ),24 M O 0,King City,93930,Corner Store ( CA # 3005 41 E ( Valero ),831-385-5993,US 101 Exit ),M,,93930_831-385-5993,2016,1,King City,CA,Valero,,93930_831-385-5993,93930_831-385-5993_Valero,ChIJhRc6bJv6koARMNmD1V_mWP8,Valero,"50940 Mesa Verde Rd, King City, CA 93930, USA","50940 Mesa Verde Road, King City",36.1878414,-121.0746298,3,"gas_station, atm, finance, store, car_repair, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(210) 345-2000,+1 210-345-2000,https://www.valero.com/,50940,Mesa Verde Road,King City,CA,93930,US,Monterey County,https://www.google.com/maps/place/?q=place_id:ChIJhRc6bJv6koARMNmD1V_mWP8
24624,TF2016_020_035-5-ocr.csv,1,South San Francisco ( 94080 ) Flyers # 219,650-737-9800 US 101 & Grand Ave ( 1/4 mi E ),143 24,South San Francisco,94080,Flyers # 219,650-737-9800,US 101 & Grand Ave ( 1/4 mi E ),,,94080_650-737-9800,2016,1,South San Francisco,CA,,,94080_650-737-9800,94080_650-737-9800_NA,ChIJGzbsrlJ4j4ARmV2j6MD4yp8,Flyers Energy CFN,"190 E Grand Ave., South San Francisco, CA 94080, USA","190 East Grand Avenue, South San Francisco",37.6542141,-122.4009507,3.8,"gas_station, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(800) 899-2376,+1 800-899-2376,http://flyersenergy.com/,190,East Grand Avenue,South San Francisco,CA,94080,US,San Mateo County,https://www.google.com/maps/place/?q=place_id:ChIJGzbsrlJ4j4ARmV2j6MD4yp8
24630,TF2016_020_035-3-ocr.csv,16,Hayward ( 94544 ) Golden Gate ( Shell ),2 / 510-783-6549 1-880 X 24 NB / 25 SB ( E on,) <U+25A1> <U+25A1>,Hayward,94544,Golden Gate ( Shell ),510-783-6549,1-880 X 24 NB / 25 SB ( E on,,,94544_510-783-6549,2016,1,Hayward,CA,Shell,,94544_510-783-6549,94544_510-783-6549_Shell,ChIJj4YXGgGVj4ARqz9k1d6v2wk,Shell,"31235 Mission Blvd, Hayward, CA 94544, USA","31235 Mission Boulevard, Hayward",37.6187321,-122.0349182,3,"gas_station, car_wash, convenience_store, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(510) 487-2231,+1 510-487-2231,https://find.shell.com/us/fuel/10007936-31235-mission-blvd/en_US,31235,Mission Boulevard,Hayward,CA,94544,US,Alameda County,https://www.google.com/maps/place/?q=place_id:ChIJj4YXGgGVj4ARqz9k1d6v2wk
24636,TF2016_020_035-4-ocr.csv,6,Oakland ( 94621 ) SF / Oakland Auto / Truck Plaza,"510-569-1624 1-880 X 37 ( Herberger N , San Leandro S",<U+2610>,Oakland,94621,SF / Oakland Auto / Truck Plaza,510-569-1624,"1-880 X 37 ( Herberger N , San Leandro S",,,94621_510-569-1624,2016,1,Oakland,CA,,,94621_510-569-1624,94621_510-569-1624_NA,ChIJowrvgeuFj4AR-wBkGKmZbHg,SF Oakland Truck Stop,"8255 San Leandro St, Oakland, CA 94621, USA","8255 San Leandro Street, Oakland",37.7489219,-122.1917111,2.6,"car_wash, car_repair, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(510) 569-1624,+1 510-569-1624,http://www.sfoaklandtruckstop.com/,8255,San Leandro Street,Oakland,CA,94621,US,Alameda County,https://www.google.com/maps/place/?q=place_id:ChIJowrvgeuFj4AR-wBkGKmZbHg
24642,TF2016_020_035-3-ocr.csv,13,Gilroy ( 95020 ) The Garlic Farm Center W ( Leavesley ( Shell Rd ),408-847-5172 US 101 S & ),24 RS L,Gilroy,95020,The Garlic Farm Center W ( Leavesley ( Shell Rd ),408-847-5172,US 101 S & ),L,,95020_408-847-5172,2016,1,Gilroy,CA,Shell,,95020_408-847-5172,95020_408-847-5172_Shell,ChIJLSP-CnLjkYARbYqvMVagoZE,Garlic Farm LLC,"5920 Travel Park Cir, Gilroy, CA 95020, USA","5920 Travel Park Circle, Gilroy",36.9850392,-121.5559756,3.5,"store, point_of_interest, food, establishment",OPERATIONAL,NEARBY_SEARCH,SUCCESS,(408) 847-9702,+1 408-847-9702,http://www.thegarlicfarm.com/location.html,5920,Travel Park Circle,Gilroy,CA,95020,US,Santa Clara County,https://www.google.com/maps/place/?q=place_id:ChIJLSP-CnLjkYARbYqvMVagoZE
