id,lat,lon,type,highway,ref,name,source,source_ref,milepost:county,milepost:state,towards,is_in:state_code,old_ref,note:ref,unsigned_ref,noref,note,official_name,ref:left,ref:right,unsigned:ref,fixme,FIXME,source:imagery,noname,old_exit_to,destination,FIXME:ref,destination:ref,odbl,fuel:cng,source:exit_to,unsigned,noref:left,maxspeed,destination:street,check_date,unsigned_ref:right,tiger:reviewed,traffic_sign,traffic_sign:direction,ref:signed,status,exit_to,junction:ref,unsigned_ref:left,description,start_date,construction,proposed:highway
140468891,39.5302952,-119.7848416,node,motorway_junction,36A,Unnamed Exit,,,,,,,68A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140468921,39.5337466,-119.7875877,node,motorway_junction,36B,Unnamed Exit,,,,,,,68B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140468961,39.5548918,-119.7878112,node,motorway_junction,70B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140469728,39.4766321,-119.7909803,node,motorway_junction,30,Unnamed Exit,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140470067,39.4026646,-119.7564043,node,motorway_junction,24,Unnamed Exit,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140879007,36.5972935,-116.001454,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140879121,36.5992081,-115.992821,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143010102,33.9533299,-118.4077368,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143455510,33.938657,-118.3685416,node,motorway_junction,45,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144470286,33.9352166,-118.3692895,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144560291,33.6073188,-114.5840241,node,motorway_junction,240,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144565721,33.6076201,-114.5661859,node,motorway_junction,241,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144570627,33.6078021,-114.5433922,node,motorway_junction,242,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144661629,34.0256796,-117.1163885,node,motorway_junction,83,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144672186,34.015533,-117.092564,node,motorway_junction,85,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148801136,33.9299607,-118.3431746,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148801155,33.9282372,-118.341086,node,motorway_junction,3,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148811042,33.9248185,-118.3349017,node,motorway_junction,5,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150089564,37.3782198,-122.067769,node,motorway_junction,,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,,,,,,,,,,,,,,22B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152344977,37.3603301,-121.9190091,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154579884,32.5331462,-117.0873535,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154582186,32.533676,-117.1081209,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155095193,32.5350508,-117.1053261,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155107521,32.5287973,-117.0844075,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156146881,33.9131697,-116.5976006,node,motorway_junction,117,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156155671,33.9237803,-116.6407881,node,motorway_junction,114,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156160466,33.9222238,-116.660464,node,motorway_junction,113,Unnamed Exit,,,,,,,,per Caltrans this shouldn't have any exit number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156248220,33.9037024,-116.5409472,node,motorway_junction,120,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156253462,33.8763058,-116.4996784,node,motorway_junction,123,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164725607,34.9563007,-120.4174555,node,motorway_junction,171,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164739589,34.8225006,-120.3555451,node,motorway_junction,161,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164754550,34.701074,-120.47124,node,motorway_junction,211,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164780658,34.4214175,-119.6102662,node,motorway_junction,92,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164788941,34.3873704,-119.4946107,node,motorway_junction,85,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164790334,34.4169385,-119.5862656,node,motorway_junction,90,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164790482,34.4130396,-119.556219,node,motorway_junction,88,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164793377,34.4733184,-120.1981761,node,motorway_junction,128,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164794903,34.441239,-119.8124004,node,motorway_junction,3,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164798755,34.4634464,-120.0283793,node,motorway_junction,117,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164800731,34.622674,-120.189303,node,motorway_junction,140B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164817423,34.614586,-120.189859,node,motorway_junction,140A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164817845,34.609801,-120.190411,node,motorway_junction,140A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164825814,34.600351,-120.192266,node,motorway_junction,139,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164858122,34.4385928,-119.815403,node,motorway_junction,2,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164863555,34.4331871,-119.912781,node,motorway_junction,110,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164863598,34.4203603,-119.5974407,node,motorway_junction,91,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164867946,34.971382,-120.4254083,node,motorway_junction,172,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164870562,34.9837439,-120.4326664,node,motorway_junction,173,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164875122,34.4161806,-119.6918196,node,motorway_junction,96C,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164875759,34.4182657,-119.710584,node,motorway_junction,98A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164883799,34.3777601,-119.4802825,node,motorway_junction,83,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164893527,34.4226073,-119.6339702,node,motorway_junction,93,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164896153,34.4083978,-119.5495005,node,motorway_junction,88,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164905221,34.4200598,-119.679944,node,motorway_junction,96B,Unnamed Exit,,,,,,,,"yes, there are two exit 96As",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164912751,34.604905,-120.191586,node,motorway_junction,139,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164934052,34.4365488,-119.8588715,node,motorway_junction,107,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164954966,34.4417929,-119.805476,node,motorway_junction,104A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164961679,34.949342,-120.4173558,node,motorway_junction,171,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164974771,34.4732995,-120.2123037,node,motorway_junction,128,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164981606,34.4262948,-119.7239459,node,motorway_junction,99,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164981663,34.4270861,-119.7282859,node,motorway_junction,100,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164982519,34.462478,-120.015268,node,motorway_junction,117,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164994673,34.4642988,-120.0636283,node,motorway_junction,120,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164997430,34.3995354,-119.5139474,node,motorway_junction,86A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165000798,34.4417971,-119.7932884,node,motorway_junction,103,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165002748,34.4605347,-120.0006057,node,motorway_junction,116,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165006105,34.8954231,-120.4182859,node,motorway_junction,167,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165013725,34.412754,-119.7026915,node,motorway_junction,97,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165026986,34.8684366,-120.4367653,node,motorway_junction,17,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165027081,34.8620939,-120.436785,node,motorway_junction,17,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165032934,34.413532,-119.6951055,node,motorway_junction,97,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165035392,34.4390589,-119.8365509,node,motorway_junction,105,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165052628,34.414399,-119.7047971,node,motorway_junction,98A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165052787,34.9639326,-120.4205672,node,motorway_junction,172,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165078782,34.615857,-120.18935,node,motorway_junction,140B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165114666,34.938664,-120.417656,node,motorway_junction,170,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165131799,34.3856009,-119.4898157,node,motorway_junction,84,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165135574,34.4410039,-119.8155385,node,motorway_junction,104,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165157128,34.4222119,-119.6372396,node,motorway_junction,94A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165161812,34.4229704,-119.6579419,node,motorway_junction,94B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165168593,34.4421709,-119.7851268,node,motorway_junction,103,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165178317,34.4379547,-119.8484413,node,motorway_junction,107,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165192913,34.4410252,-119.767424,node,motorway_junction,102,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165195460,34.9381408,-120.4179092,node,motorway_junction,170,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165198904,34.428365,-119.7378609,node,motorway_junction,100,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165215287,34.8678882,-120.3985445,node,motorway_junction,165,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165219549,34.68015,-120.457467,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165219615,34.4324741,-119.8980764,node,motorway_junction,110,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165224665,34.4401126,-119.8266843,node,motorway_junction,105,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165226047,34.4216497,-119.6287881,node,motorway_junction,93,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165226472,34.4018976,-119.519579,node,motorway_junction,86B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165249174,34.5043913,-120.2263777,node,motorway_junction,132,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165256649,34.432984,-119.875473,node,motorway_junction,108,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165258099,34.4240369,-119.7181271,node,motorway_junction,99A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165260583,34.4317182,-119.8207612,node,motorway_junction,2,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165267096,34.4608646,-120.003962,node,motorway_junction,116,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165268830,34.4196802,-119.6438156,node,motorway_junction,94A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165269715,34.8627776,-120.3937129,node,motorway_junction,165,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165269886,34.4207667,-119.829949,node,motorway_junction,1,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165275012,34.4387114,-119.7539175,node,motorway_junction,101A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165280470,34.4209964,-119.7140008,node,motorway_junction,98B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165294386,34.7401975,-120.2672768,node,motorway_junction,154,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165296424,34.4207499,-119.6055463,node,motorway_junction,91,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165298838,34.8271116,-120.361495,node,motorway_junction,161,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165329803,34.4227744,-119.6605244,node,motorway_junction,95,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165371300,34.403638,-119.5279724,node,motorway_junction,87,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165371376,34.3934815,-119.50922,node,motorway_junction,86,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165371530,34.3896193,-119.5023263,node,motorway_junction,85,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165371601,34.4033065,-119.5271712,node,motorway_junction,87A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165371620,34.4054745,-119.5385563,node,motorway_junction,87B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165371783,34.4213644,-119.6170887,node,motorway_junction,92,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165371950,34.4201609,-119.675633,node,motorway_junction,96A,Unnamed Exit,,,,,,,,"yes, there are two exit 96As",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165372326,34.4408229,-119.7687495,node,motorway_junction,101B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165372638,34.4449187,-119.9560822,node,motorway_junction,113,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165372972,34.436226,-119.861426,node,motorway_junction,108,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165373090,34.4441708,-119.9544457,node,motorway_junction,113,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165373194,34.4206367,-119.6475071,node,motorway_junction,94B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165373394,34.415794,-119.5781729,node,motorway_junction,90,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165422124,34.4322098,-119.7458001,node,motorway_junction,101A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165439370,34.8481829,-120.4523518,node,motorway_junction,226,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165446890,34.696188,-120.463138,node,motorway_junction,211,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165478595,34.4481936,-119.7601317,node,motorway_junction,32,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165584129,34.4263328,-119.7234817,node,motorway_junction,99B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165624387,34.8827815,-120.4114597,node,motorway_junction,166,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165624582,34.760206,-120.2990812,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165624631,34.7445647,-120.2738683,node,motorway_junction,154,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165625470,34.5126923,-120.2222433,node,motorway_junction,132,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165625649,34.4852825,-120.2292113,node,motorway_junction,130,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165625784,34.474614,-120.141799,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165625924,34.4654285,-120.068027,node,motorway_junction,120,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165626746,34.6839396,-120.1565164,node,motorway_junction,146,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165627305,34.4842075,-120.2299673,node,motorway_junction,130,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166795424,34.168887,-118.384607,node,motorway_junction,7,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167929929,34.1537816,-118.378166,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174638037,33.6469673,-114.3323822,node,motorway_junction,11,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174644606,33.6025218,-114.5142322,node,motorway_junction,1,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174645230,33.6030178,-114.5237529,node,motorway_junction,1,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174680778,33.6174679,-114.4572314,node,motorway_junction,4,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174731812,34.7298845,-114.3119951,node,motorway_junction,9,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174731851,34.7292546,-114.3213869,node,motorway_junction,9,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174745377,33.6112314,-114.4788377,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174746294,33.623047,-114.4379914,node,motorway_junction,5,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174775384,33.6218885,-114.4431664,node,motorway_junction,4,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174787510,33.6590983,-114.244459,node,motorway_junction,17,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174820802,33.660715,-114.2352697,node,motorway_junction,17,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174851842,33.6255049,-114.4305236,node,motorway_junction,5,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174868921,33.6645856,-114.2060318,node,motorway_junction,19,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174882781,33.6154992,-114.4651975,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174886530,35.0379586,-114.1299926,node,motorway_junction,37,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174888274,35.1315986,-114.1052999,node,motorway_junction,44,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174908471,33.6467786,-114.3391396,node,motorway_junction,11,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174965977,34.718446,-114.474302,node,motorway_junction,1,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175002793,34.8361128,-114.1453988,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175064357,34.882581,-114.1488009,node,motorway_junction,26,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175070577,34.8688596,-114.1476441,node,motorway_junction,25,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175074990,34.7359642,-114.2540811,node,motorway_junction,13,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175109648,35.2164639,-114.116233,node,motorway_junction,67,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175230622,34.7994704,-114.1565266,node,motorway_junction,20,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175744241,32.6704256,-114.4154801,node,motorway_junction,14,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175756421,32.6948636,-114.6043841,node,motorway_junction,2,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175756428,32.7032218,-114.6101527,node,motorway_junction,2,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175757764,32.6703848,-114.4495869,node,motorway_junction,12,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175764320,32.6632653,-114.1369424,node,motorway_junction,30,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175766430,32.7213506,-114.613314,node,motorway_junction,1,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175770588,32.6692985,-114.4047341,node,motorway_junction,14,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175779869,32.6706586,-114.4392035,node,motorway_junction,12,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175784451,32.6735476,-114.4910252,node,motorway_junction,9,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 mph,,,,,,,,,,,,,,,
175785800,32.6708328,-114.4806794,node,motorway_junction,9,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
