state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,Phone 2,Hours of Operation,# of Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Exit,# of Reserved Parking Spots,# of Paid Parking Spots,Fax,Phone 3,# of Men's Showers,Diesel,Bulk Def,Unleaded,Propane,Phone 4,Mailing Address,Mile Marker,Phone 5,Road Name,https
33,Nevada,FLYING J TRAVEL CENTER #1005,location_details.php?id=44920,https://www.truckstopsandservices.com/location_details.php?id=44920,Trucker,flying-j-,39.615334,-119.217752,I-80,480 TRUCK INN WAY,FERNLEY,NV,89408,775-575-5919 (TRAVEL CENTER),775-575-5919 (DENNY'S),24 HOURS,160,8,7,0,48,0,0,775-835-6281,775-575-5919 (CINNABON),,4.099,4.459,3.539,,,,,,,
33,Nevada,FLYING J TRAVEL CENTER #692,location_details.php?id=17723,https://www.truckstopsandservices.com/location_details.php?id=17723,Trucker,flying-j-,41.098526,-114.958372,I-80,156 HWY 93 S,WELLS,NV,89835,775-752-2400 (TRAVEL CENTER),,24 HOURS,200,10,9,0,352,5,5,775-752-2406,,,3.799,4.459,3.299,,,,,,,
33,Nevada,FLYING J TRAVEL CENTER #770,location_details.php?id=950,https://www.truckstopsandservices.com/location_details.php?id=950,Trucker,flying-j-,40.960769,-117.746857,I-80,1880 W WINNEMUCCA BLVD,WINNEMUCCA,NV,89445,775-623-0111 (TRAVEL CENTER),,24 HOURS,105,10,9,0,176,5,5,775-623-0120,,,3.899,4.459,3.289,,,,,,,
33,Nevada,Flying J Travel Plaza,location_details.php?id=64583,https://www.truckstopsandservices.com/location_details.php?id=64583,Trucker,,41.09846,-114.95647,I-80,,Wells,NV,89835,775-241-3962,,,,,,,,,,,,,,,,,,,,,,
33,Nevada,GOLDEN GATE,location_details.php?id=11835,https://www.truckstopsandservices.com/location_details.php?id=11835,Trucker,ind_dealer_1,39.475093,-118.796068,US 50,1625 W WILLIAMS AVE,FALLON,NV,89406,775-423-5500 (TRAVEL CENTER),775-423-5500 (KRISPY KRUNCHY CHICKEN),24 HOURS,20,4,0,0,,0,0,,,,,,,,,,,,,
33,Nevada,GOLDEN GATE,location_details.php?id=44921,https://www.truckstopsandservices.com/location_details.php?id=44921,Trucker,76,38.533736,-118.622562,US 95,705 NV-362,HAWTHORNE,NV,89415,775-316-8737 (TRAVEL CENTER),775-316-8737 (PORT OF SUBS),24 HOURS,100,3,0,0,,0,0,775-316-8745,,,,,,,,,,,,
33,Nevada,GOLDEN GATE,location_details.php?id=44922,https://www.truckstopsandservices.com/location_details.php?id=44922,Trucker,conoco,40.177326,-118.468584,I-80,163 MAIN ST,LOVELOCK,NV,89419,775-273-7700 (TRAVEL CENTER),775-273-7700 (PORT OF SUBS),24 HOURS,40,5,2,0,106,0,0,775-273-7900,,,,,,,,,,,,
33,Nevada,GOLDEN GATE,location_details.php?id=44925,https://www.truckstopsandservices.com/location_details.php?id=44925,Trucker,ind_dealer_1,39.597847,-119.838663,US 395,7770 N VIRGINIA ST,RENO,NV,89506,775-971-3801 (TRAVEL CENTER),,24 HOURS,0,3,0,0,73,0,0,775-971-3803,,,,,,,,,,,,
33,Nevada,GOLDEN GATE TRAVEL PLAZA,location_details.php?id=1246,https://www.truckstopsandservices.com/location_details.php?id=1246,Trucker,ind_dealer_1,39.556402,-119.491774,I-80,500 USA PKWY,CLARK,NV,89434,775-473-6800 (TRAVEL CENTER),775-473-6800 (PORT OF SUBS),24 HOURS,50,5,0,0,32 (1.5 MILES S),0,0,775-473-6801,,,,,,,,,,,,
33,Nevada,GOLDEN GATE TRUCK STOP,location_details.php?id=54364,https://www.truckstopsandservices.com/location_details.php?id=54364,Trucker,sinclair_oil_.svg,40.828258,-115.771345,I-80,3600 W IDAHO ST,ELKO,NV,89801,775-777-0823 (TRAVEL CENTER),775-777-0823 (PORT OF SUBS),24 HOURS,18,6,0,0,298,0,0,775-777-0824,,,,,,,,,,,,
33,Nevada,HARMON JUNCTION,location_details.php?id=11834,https://www.truckstopsandservices.com/location_details.php?id=11834,Trucker,ind_dealer_1,39.472964,-118.686275,US 50,25 S HARMON RD,FALLON,NV,89406,775-423-3888 (TRAVEL CENTER),,"4AM TO 8PM MON THRU SAT, 6AM TO 8PM SUN",40,2,0,0,HARMON RD,0,0,,,,,,,,,,,,,
33,Nevada,HAWTHORNE SHELL,location_details.php?id=11838,https://www.truckstopsandservices.com/location_details.php?id=11838,Trucker,chevron,38.535353,-118.629207,US 95,1075 US 95,HAWTHORNE,NV,89415,775-945-4664,,4:30AM TO 9PM DAILY,20,2,4,0,,0,0,775-945-4661,,,,,,,,,,,,
33,Nevada,LOVE'S TRAVEL STOP #246,location_details.php?id=15012,https://www.truckstopsandservices.com/location_details.php?id=15012,Trucker,loves-travel-stops-country-stores_416x416,39.618448,-119.267193,I-80,825 COMMERCE DR,FERNLEY,NV,89408,775-575-2200 (TRAVEL CENTER),775-575-2200 (ARBY'S),24 HOURS,75,9,7,3,46,0,0,775-575-2215,775-575-2200 (GODFATHER'S PIZZA),,,,,,,,,,,
33,Nevada,LOVE'S TRAVEL STOP #340,location_details.php?id=15015,https://www.truckstopsandservices.com/location_details.php?id=15015,Trucker,loves-travel-stops-country-stores_416x416,36.380793,-114.897458,I-15,12501  APEX GREAT BASIN PKWY,LAS VEGAS,NV,89165,702-643-7398 (TRAVEL CENTER),702-643-7398 (SUBWAY),24 HOURS,80,8,5,1,64,0,0,702-643-8567,702-643-7398 (GODFATHER'S PIZZA),,,,,,,,,,,
33,Nevada,LOVE'S TRAVEL STOP #365,location_details.php?id=15020,https://www.truckstopsandservices.com/location_details.php?id=15020,Trucker,loves-travel-stops-country-stores_416x416,41.098134,-114.959019,I-80,157 HWY 93 S,WELLS,NV,89835,775-752-9915 (TRAVEL CENTER),775-752-9915 (MCDONALD'S),24 HOURS,70,7,5,2,352,0,0,775-752-9917,,,,,,,,,,,,
33,Nevada,LOVE'S TRAVEL STOP #691,location_details.php?id=48322,https://www.truckstopsandservices.com/location_details.php?id=48322,Trucker,loves-travel-stops-country-stores_416x416,39.242153,-114.869233,US 93,1701 GREAT BASIN BLVD,ELY,NV,89301,775-289-3520 (TRAVEL CENTER),775-289-3520 (CARL'S JR.),24 HOURS,48,5,5,0,US 6,0,0,775-289-3203,,,,,,,,,,,,
33,Nevada,LOVE'S TRAVEL STOP #797,location_details.php?id=53839,https://www.truckstopsandservices.com/location_details.php?id=53839,Trucker,loves-travel-stops-country-stores_416x416,40.951166,-117.757291,I-80,3550 W WINNEMUCCA BLVD,WINNEMUCCA,NV,89445,775-375-3070 (TRAVEL CENTER),775-375-3070 (CARL'S JR),24 HOURS,67,8,8,,176,0,0,775-375-3072,,,,,,,,,,,,
33,Nevada,LOVE'S TRAVEL STOP #857,location_details.php?id=59421,https://www.truckstopsandservices.com/location_details.php?id=59421,Trucker,loves-travel-stops-country-stores_416x416,38.0791,-117.25313,US 95/6,1170 US 95,TONOPAH,NV,89049,775-477-6002 (TRAVEL CENTER),775-477-6002 (GODFATHER'S PIZZA),24 HOURS,44,5,4,,RADAR RD,,,775-477-6003,775-477-6002 (CHESTER'S CHICKEN),,,,,,,,,,,
33,Nevada,LOVE'S TRAVEL STOP #891,location_details.php?id=59424,https://www.truckstopsandservices.com/location_details.php?id=59424,Trucker,loves-travel-stops-country-stores_416x416,41.98226,-114.67189,US 93,1563 US 93,JACKPOT,NV,89825,775-755-2819 (TRAVEL CENTER),775-755-2819 (SUBWAY),24 HOURS,44,5,4,,PROGRESSIVE DR,,,775-755-2886,,,,,,,,,,,,
33,Nevada,MAVERIK,location_details.php?id=48384,https://www.truckstopsandservices.com/location_details.php?id=48384,Trucker,ind_dealer_1,39.189458,-119.751224,US 395,1451 E COLLEGE PKWY,CARSON CITY,NV,89706,775-883-4718,,24 HOURS,4,8,0,0,,0,0,,,,,,,,,,,,,
33,Nevada,Maverik,location_details.php?id=64591,https://www.truckstopsandservices.com/location_details.php?id=64591,Trucker,,36.19397815,-115.1426972,I-15,,N. Las Vegas,NV,89030,702-508-6690,,,,,,,,,,,,,,,,,,,,,,
33,Nevada,MAVERIK # 453,location_details.php?id=44919,https://www.truckstopsandservices.com/location_details.php?id=44919,Trucker,ind_dealer_1,40.638078,-116.941543,I-80,775 S BROAD ST,BATTLE MOUNTAIN,NV,89820,775-635-8313 (TRAVEL CENTER),,24 HOURS,0,2,0,0,231,0,0,,,,,,,,,,,,,
33,Nevada,Maverik #628,location_details.php?id=64590,https://www.truckstopsandservices.com/location_details.php?id=64590,Trucker,,36.2703,-115.05461,I-15,,North Las Vegas,NV,89115,725-465-2245,,,,,,,,,,,,,,,,,,,,,,
33,Nevada,MOAPA PAIUTE TRAVEL PLAZA,location_details.php?id=2031,https://www.truckstopsandservices.com/location_details.php?id=2031,Trucker,chevron,36.49908,-114.759968,I-15,9010 VALLEY OF FIRE,MOAPA,NV,89025,702-864-2602 (TRAVEL CENTER),702-864-2602 (TU KA KHAN),24 HOURS,100,12,3,0,75,0,0,702-864-2611,,,,,,,,,,,,
33,Nevada,MORTON'S SINCLAIR TRAVEL PLAZA,location_details.php?id=17724,https://www.truckstopsandservices.com/location_details.php?id=17724,Trucker,sinclair_oil_.svg,36.21785,-115.127536,I-15,1000 E CHEYENNE AVE,LAS VEGAS,NV,89030,702-649-2001 (TRAVEL CENTER),702-649-2001 (SUBWAY),24 HOURS,200,9,10,1,46,0,0,702-649-7964,702-649-2001 (DON TOR TACO),,,,,,,,,,,
33,Nevada,ONE9 TRAVEL CENTER,location_details.php?id=59042,https://www.truckstopsandservices.com/location_details.php?id=59042,Trucker,one9fuelcenter,39.559036,-119.489643,I-80,400 USA PKWY,MCCARRAN,NV,89437,775-316-7002,,24 HOURS,40,6,0,,32,,,775-316-7005,,,,,,,,,,,,
33,Nevada,PALM GARDENS CHEVRON,location_details.php?id=44923,https://www.truckstopsandservices.com/location_details.php?id=44923,Trucker,chevron,35.197684,-114.855435,US 95,105 PALM GARDENS DR,PALM GARDENS,NV,89039,702-298-1001 (TRAVEL CENTER),,6AM TO 7PM DAILY,5,2,0,0,NEVADA 193,0,0,,,,,,,,,,,,,
33,Nevada,PETRO STOPPING CENTER #331 - BOB & LINDA CAFFEE,location_details.php?id=2238,https://www.truckstopsandservices.com/location_details.php?id=2238,Trucker,petro,36.277673,-115.025329,I-15,6595 N HOLLYWOOD BLVD,LAS VEGAS,NV,89115,702-632-2640 (TRAVEL CENTER),702-632-2640 (IRON SKILLET),24 HOURS,207,12,16,5,54,15,15,702-632-2645,,,,,,,,,,,,
33,Nevada,PETRO STOPPING CENTER #338,location_details.php?id=2239,https://www.truckstopsandservices.com/location_details.php?id=2239,Trucker,petro,39.52277,-119.707936,I-80,1950 E GREG ST,SPARKS,NV,89431,775-355-8888 (TRAVEL CENTER),775-355-8888 (IRON SKILLET),24 HOURS,400,10,14,5,20,10,10,775-353-8605,,,,,,,,,,,,
33,Nevada,PETRO STOPPING CENTER #392,location_details.php?id=18691,https://www.truckstopsandservices.com/location_details.php?id=18691,Trucker,petro,41.101055,-114.957035,I-80,1440 NE 6TH ST,WELLS,NV,89835,775-752-2000 (TRAVEL CENTER),775-752-2000 (IRON SKILLET),24 HOURS,250,6,5,3,352,4,4,775-752-2022,775-752-2000 (DUNKIN' DONUTS),,,,,,,,,,,
33,Nevada,PILOT TRAVEL CENTER #147,location_details.php?id=17704,https://www.truckstopsandservices.com/location_details.php?id=17704,Trucker,pilot,40.739353,-114.067174,I-80,1200 W WENDOVER BLVD,WEST WENDOVER,NV,89883,775-664-3400 (TRAVEL CENTER),775-664-3430 (ARBY'S),24 HOURS,125,9,11,0,410,0,0,775-664-3347,,,3.799,4.459,3.359,3.499,,,,,,
33,Nevada,PILOT TRAVEL CENTER #340,location_details.php?id=17707,https://www.truckstopsandservices.com/location_details.php?id=17707,Trucker,pilot,39.613387,-119.266784,I-80,465 PILOT RD,FERNLEY,NV,89408,775-575-5115 (TRAVEL CENTER),775-575-6298 (WENDY'S),24 HOURS,100,8,7,0,46,5,5,775-575-4619,775-575-6298 (DAIRY QUEEN),,4.099,4.459,3.539,,,,,,,
33,Nevada,PILOT TRAVEL CENTER #341,location_details.php?id=17712,https://www.truckstopsandservices.com/location_details.php?id=17712,Trucker,pilot,36.241322,-115.097257,I-15,3812 E CRAIG RD,NORTH LAS VEGAS,NV,89031,702-644-1600 (TRAVEL CENTER),702-644-8495 (TRAVEL CENTER),24 HOURS,80,7,7,0,48,20,20,702-644-8432,702-644-8495 (DUNKIN' DONUTS),,3.749,4.459,3.359,,,,,,,
33,Nevada,PILOT TRAVEL CENTER #387,location_details.php?id=17717,https://www.truckstopsandservices.com/location_details.php?id=17717,Trucker,pilot,40.720002,-116.105782,I-80,791 10TH ST,CARLIN,NV,89822,775-754-6384 (TRAVEL CENTER),775-754-6384 (SUBWAY),24 HOURS,60,5,3,0,280,0,0,775-754-6025,,,3.399,4.299,3.159,,,,,,,
33,Nevada,PILOT TRAVEL CENTER #485,location_details.php?id=17720,https://www.truckstopsandservices.com/location_details.php?id=17720,Trucker,pilot,40.931263,-117.803568,I-80,5625 W WINNEMUCCA BLVD,WINNEMUCCA,NV,89445,775-625-2800 (TRAVEL CENTER),775-625-2811 (SUBWAY),24 HOURS,85,7,5,0,173,0,0,775-625-2814,,,3.899,4.459,3.289,,,,,,,
33,Nevada,PRESTON TRUCK CENTER,location_details.php?id=44924,https://www.truckstopsandservices.com/location_details.php?id=44924,Trucker,ind_dealer_1,38.912002,-115.04295,NV 318,1755 NV 318 N,PRESTON,NV,89317,775-238-5230 (TRAVEL CENTER),,24 HOURS,50,2,1,0,7 MILES S OF US 6,0,0,775-238-0555,,,,,,,,,,,,
33,Nevada,R PLACE,location_details.php?id=11833,https://www.truckstopsandservices.com/location_details.php?id=11833,Trucker,shell_,39.255014,-114.869434,US 93,909 E AULTMAN ST,ELY,NV,89301,775-289-2601 (TRAVEL CENTER),,24 HOURS,0,3,0,0,,0,0,,,,,,,,,,,,,
33,Nevada,RAILROAD PASS TRAVEL CENTER,location_details.php?id=48385,https://www.truckstopsandservices.com/location_details.php?id=48385,Trucker,chevron,35.970213,-114.910103,US 93,1500 RAILROAD PASS CASINO RD,HENDERSON,NV,89002,702-294-5000 (TRAVEL CENTER),,24 HOURS,200,7,5,0,,0,0,,,,,,,,,,,,,
33,Nevada,REBEL #8,location_details.php?id=54854,https://www.truckstopsandservices.com/location_details.php?id=54854,Trucker,ind_dealer_1,36.2168,-115.0952,NV 604/574,3235 LAS VEGAS BLVD N,LAS VEGAS,NV,89115,702-644-1001 (TRAVEL CENTER),,6AM TO 10PM DAILY,30,4,0,0,,0,30,,,,,,,,,,,,,
33,Nevada,REBEL OIL TRUCK STOP,location_details.php?id=11844,https://www.truckstopsandservices.com/location_details.php?id=11844,Trucker,arco-,36.909257,-116.75794,US 95,102 E HWY 95,BEATTY,NV,89003,775-553-2378 (TRAVEL CENTER),775-553-2378 (HOT STUFF PIZZA),24 HOURS,5,3,0,0,,0,0,,,,,,,,,,,,,
33,Nevada,SANTA ROSA STATION,location_details.php?id=11842,https://www.truckstopsandservices.com/location_details.php?id=11842,Trucker,chevron,41.285469,-117.690736,US 95,3335 N NV-290,PARADISE HILL,NV,89445,775-623-5547 (TRAVEL CENTER),,6AM TO 10PM DAILY,30,2,2,0,,0,0,,,,,,,,,,,,,
33,Nevada,SEARCHLIGHT TRUCK STOP,location_details.php?id=11839,https://www.truckstopsandservices.com/location_details.php?id=11839,Trucker,chevron,35.460009,-114.918498,US 95,670 US 95,SEARCHLIGHT,NV,89046,702-297-1080 (TRAVEL CENTER),702-297-1080 (MCDONALD'S),24 HOURS,50,3,5,0,,0,0,702-297-1081,,,,,,,,,,,,
33,Nevada,SHOSHONE MARKET,location_details.php?id=44926,https://www.truckstopsandservices.com/location_details.php?id=44926,Trucker,ind_dealer_1,38.775724,-117.165379,NV 376,1 WILLOW ST,ROUND MOUNTAIN,NV,89045,775-377-2632 (TRAVEL CENTER),,"5AM TO 10PM MON THRU SAT, 7AM TO 10PM SUN",5,1,0,0,6 MILES N OF TOWN,0,0,775-377-2846,,,,,,,,,,,,
33,Nevada,SILVER SAGE TRAVEL CENTER,location_details.php?id=18690,https://www.truckstopsandservices.com/location_details.php?id=18690,Trucker,chevron,39.234489,-114.864159,US 6,193 S PIOCHE HWY,ELY,NV,89301,775-289-6550 (TRAVEL CENTER),775-289-6550 (TLS JACKSON'S),4AM TO 11PM DAILY,50,4,2,0,,0,0,775-289-3156,,,,,,,,,,,,
33,Nevada,SINCLAIR TRUCK STOP,location_details.php?id=395,https://www.truckstopsandservices.com/location_details.php?id=395,Trucker,sinclair_oil_.svg,40.842114,-115.752014,I-80,1790 IDAHO ST,ELKO,NV,89801,775-738-7732 (TRAVEL CENTER),,24 HOURS,10,6,0,0,303,0,0,775-738-7867,,,,,,,,,,,,
33,Nevada,TERRIBLE HERBST TRUCK PLAZA,location_details.php?id=1239,https://www.truckstopsandservices.com/location_details.php?id=1239,Trucker,shell_,35.776727,-115.326129,I-15,1 MAIN ST,JEAN,NV,89019,702-874-1515 (TRAVEL CENTER),,24 HOURS,100,6,4,0,12,0,0,,,,,,,,,,,,,
33,Nevada,TONOPAH SHELL,location_details.php?id=11840,https://www.truckstopsandservices.com/location_details.php?id=11840,Trucker,shell_,38.065039,-117.227065,US 95,459 ERIE ST,TONOPAH,NV,89049,775-482-3414 (TRAVEL CENTER),,24 HOURS,0,2,0,0,,0,0,,,,,,,,,,,,,
33,Nevada,TONOPAH TRUCK/AUTO PLAZA,location_details.php?id=11832,https://www.truckstopsandservices.com/location_details.php?id=11832,Trucker,texaco-,38.053674,-117.215817,US 95,1500 ERIE ST,TONOPAH,NV,89049,775-482-5780 (TRAVEL CENTER),,24 HOURS,30,2,2,0,,0,0,,,,,,,,,,,,,
33,Nevada,TRAVEL CENTERS OF AMERICA #108,location_details.php?id=16317,https://www.truckstopsandservices.com/location_details.php?id=16317,Trucker,catscale3,36.042052,-115.187409,I-15,8050 DEAN MARTIN DR,LAS VEGAS,NV,89139,702-361-1176 (TRAVEL CENTER),702-361-1176 (BURGER KING),24 HOURS,144,10,13,3,33,87,87,702-407-0102,702-361-1176 (TACO TIME),,,,,,,,,,,
33,Nevada,TRAVEL CENTERS OF AMERICA #172,location_details.php?id=3200,https://www.truckstopsandservices.com/location_details.php?id=3200,Trucker,catscale3,39.535099029541,-119.736099243164,I-80,200 N MCCARREN,SPARKS,NV,89431-5419,775-359-0550 (TRAVEL CENTER),775-359-0550 (FUDDRUCKERS),24 HOURS,200,8,10,3,19,20,20,775-332-1960,,,,,,,,,,,,
33,Nevada,TRAVEL CENTERS OF AMERICA #181,location_details.php?id=16324,https://www.truckstopsandservices.com/location_details.php?id=16324,Trucker,catscale3,40.694044,-118.055024,I-80,6000 E FRONTAGE RD,MILL CITY,NV,89418,775-538-7311 (TRAVEL CENTER),775-538-7311 (TACO BELL),24 HOURS,152,10,10,3,149 EB / 151 WB,4,4,775-538-7319,,,,,,,,,,,,
33,Nevada,VIRGIN VALLEY FOOD MART,location_details.php?id=3618,https://www.truckstopsandservices.com/location_details.php?id=3618,Trucker,76,36.816076,-114.063419,I-15,200 MESA BLVD,MESQUITE,NV,89027,702-346-8881,,24 HOURS,101,4,0,0,122,0,101,702-346-8882,,,,,,,,,,,,
33,Nevada,WA SHE SHU TRAVEL CENTER,location_details.php?id=55242,https://www.truckstopsandservices.com/location_details.php?id=55242,Trucker,chevron,38.910369,-119.708905,US 395,1001 US HWY 395 N,GARDNERVILLE,NV,89410,775-265-8690 (TRAVEL CENTER),775-265-8690 (WA SHE SHU RESTARUANT),"5AM TO 4PM MON THRU FRI, 7AM TO 6PM SAT-SUN",40,3,0,0,,0,0,,,,,,,,,,,,,
33,Nevada,WILD WILD WEST TRAVEL PLAZA,location_details.php?id=3705,https://www.truckstopsandservices.com/location_details.php?id=3705,Trucker,ind_dealer_1,36.102099,-115.187597,I-15,4830 S PROCYON AVE,LAS VEGAS,NV,89103,702-736-2298 (TRAVEL CENTER),,"6AM TO 7PM MON THRU FRI, 7AM TO 6PM SAT-SUN",70,2,0,0,37,0,70,702-739-6099,,,,,,,,,,,,
33,Nevada,WINNERS CORNER,location_details.php?id=11845,https://www.truckstopsandservices.com/location_details.php?id=11845,Trucker,ind_dealer_1,39.670629,-119.999772,US 395,19575 US HWY 395 N,RENO,NV,89508,775-972-1653 (TRAVEL CENTER),775-972-1653 (KAFANA),24 HOURS,5,2,0,0,AT STATE LINE,0,0,,,,,,,,,,,,,
34,New York,104 STORE,location_details.php?id=11710,https://www.truckstopsandservices.com/location_details.php?id=11710,Trucker,sunoco,43.230544,-76.730532,NY 104,13824 NY 370,RED CREEK,NY,13143,315-754-8164 (TRAVEL CENTER),,,20,4,0,0,,0,0,,,,,,,,,,,,,
34,New York,21 B TRAVEL PLAZA,location_details.php?id=53885,https://www.truckstopsandservices.com/location_details.php?id=53885,Trucker,ind_dealer_1,42.39668,-73.828468,US 37,12800 ROUTE 9,WEST COXSACKIE,NY,12192,518-731-2721 (TRAVEL PLAZA),,,30,2,7,0,,0,30,518-731-8146,,4,,,,,,,,,,
34,New York,490 TRUCK STOP,location_details.php?id=190,https://www.truckstopsandservices.com/location_details.php?id=190,Trucker,ind_dealer_1,43.035805,-77.965537,I-90,7787 S LAKE RD,LEROY,NY,14416,585-768-8120 (TRAVEL CENTER),,,20,2,1,0,47,0,0,585-768-2553,,,,,,,,,,,,
34,New York,7 ELEVEN,location_details.php?id=3710,https://www.truckstopsandservices.com/location_details.php?id=3710,Trucker,7-eleven,42.159268,-78.991356,I-86,269 MAIN ST,RANDOLPH,NY,14772,716-358-3939 (TRAVEL CENTER),,,50,4,0,0,16,0,0,716-358-4035,,,,,,,,,,,,
34,New York,7 ELEVEN,location_details.php?id=3711,https://www.truckstopsandservices.com/location_details.php?id=3711,Trucker,7-eleven,42.973699,-77.354595,I-90,1283 STATE ROUTE 332,FARMINGTON,NY,14425,585-924-4569,,,0,4,0,0,44,0,0,,,,,,,,,,,,,
34,New York,7 ELEVEN,location_details.php?id=48081,https://www.truckstopsandservices.com/location_details.php?id=48081,Trucker,7-eleven,42.529816,-78.478762,NY 16/39,3261 NYS ROUTE 6,YORKSHIRE,NY,14173,716-492-1928 (TRAVEL CENTER),,,0,1,0,0,,0,0,,,,,,,,,,,,,
34,New York,7 ELEVEN,location_details.php?id=11698,https://www.truckstopsandservices.com/location_details.php?id=11698,Trucker,7-eleven,42.938868,-78.530479,NY 33,12300 WALDEN AVE,ALDEN,NY,14004,716-937-4888,,,5,4,0,0,,0,0,,,,,,,,,,,,,
34,New York,7 ELEVEN,location_details.php?id=55129,https://www.truckstopsandservices.com/location_details.php?id=55129,Trucker,sunoco,43.86626,-76.013407,I-81,17942 NY 177,ADAMS CENTER,NY,13606,315-651-5199 (TRAVEL CENTER),315-651-5199 (PARLER PIZZA),,0,3,0,0,42,0,0,,,,,,,,,,,,,
34,New York,7 ELEVEN #35095,location_details.php?id=53897,https://www.truckstopsandservices.com/location_details.php?id=53897,Trucker,mobil_oil__type,42.09433,-78.500366,I-86,183 W MAIN ST,ALLEGANY,NY,14706,716-372-7885 (TRAVEL CENTER),,,0,2,0,0,24,0,0,,,,,,,,,,,,,
34,New York,7 ELEVEN #35115,location_details.php?id=3082,https://www.truckstopsandservices.com/location_details.php?id=3082,Trucker,ambest,42.951474,-76.975919,I-90,1735 NY 14,PHELPS,NY,14532,315-781-1464 (TRAVEL CENTER),,,50,6,4,0,42,0,0,315-789-0749,,,,,,,,,,,,
34,New York,A & W EZ MART,location_details.php?id=11723,https://www.truckstopsandservices.com/location_details.php?id=11723,Trucker,ind_dealer_1,42.897065,-75.519825,US 20,7227 STATE ROUTE 20,MADISON,NY,13402,315-893-1882,,,0,2,0,0,,0,0,,,,,,,,,,,,,
34,New York,ADIRONDACK FOOD & FUEL,location_details.php?id=52870,https://www.truckstopsandservices.com/location_details.php?id=52870,Trucker,ind_dealer_1,43.038459,-75.087127,NY 55,1 COUNTRY MILE,FRANKFORT,NY,13340,315-894-1111 (TRAVEL CENTER),,,30,6,2,,HIGBY RD,0,30,,,,,,,,,,,,,
34,New York,ANGOLA SERVICE AREA,location_details.php?id=263,https://www.truckstopsandservices.com/location_details.php?id=263,Trucker,sunoco,42.635772,-78.990989,I-90,1621 INWOOD AVE,ANGOLA,NY,14006,716-549-3333 (TRAVEL CENTER),,,25,4,0,0,,0,0,,,,,,,,,,MM 447,,,
34,New York,ANGOLA SERVICE AREA,location_details.php?id=56949,https://www.truckstopsandservices.com/location_details.php?id=56949,Trucker,sunoco,42.635914,-78.989005,I-90,447 I-90,ANGOLA,NY,14006,716-549-3605 (TRAVEL CENTER),,,,2,,,,,,,,,,,,,,,,,,
34,New York,ARDSLEY SERVICE PLAZA,location_details.php?id=53937,https://www.truckstopsandservices.com/location_details.php?id=53937,Trucker,sunoco,40.98318,-73.853539,I-87,THRUWAY MM 6 NB,BAINBRIDGE,NY,10706,914-478-2072 (TRAVEL CENTER),,,,2,,,,,,,,,,,,,,,MM 6 NB,,,
34,New York,BABCOCK OIL CO (NORTH),location_details.php?id=11714,https://www.truckstopsandservices.com/location_details.php?id=11714,Trucker,gulf_oil_1,43.337931,-76.415323,NY 481,2544 COUNTY ROUTE 57,FULTON,NY,13069,315-598-4345 (TRAVEL CENTER),,,0,2,0,0,,0,0,,,,,,,,,,,,,
34,New York,BEAR'S DEN,location_details.php?id=18839,https://www.truckstopsandservices.com/location_details.php?id=18839,Trucker,ind_dealer_1,44.968205,-74.604614,NY 37,1285 STATE ROUTE 37,HOGANSBURG,NY,13655,518-358-4182 (TRAVEL CENTER),,,0,2,0,0,,,,,,,,,,,,,,,,
34,New York,BEAR'S DEN TRADING POST,location_details.php?id=11700,https://www.truckstopsandservices.com/location_details.php?id=11700,Trucker,ind_dealer_1,44.97876,-74.684254,NY 37,425 STATE ROUTE 37,HOGANSBURG,NY,13655,518-358-9519 (TRAVEL CENTER),518-358-9519 (BEAR'S DEN RESTAURANT),,10,2,2,0,,0,0,518-358-2980,,,,,,,,,,,,
34,New York,BETTY BEAVER FUEL STOP,location_details.php?id=333,https://www.truckstopsandservices.com/location_details.php?id=333,Trucker,sunoco,42.948847,-74.360301,I-90,39 RIVERSIDE DR,FULTONVILLE,NY,12072,518-853-3763 (TRAVEL CENTER),,,5,2,2,2,28,,,,,,,,,,,,,,,
34,New York,BETTY BEAVER FUEL STOP,location_details.php?id=18846,https://www.truckstopsandservices.com/location_details.php?id=18846,Trucker,sunoco,42.381751,-75.182202,I-88,224 CO RD 48,OTEGO,NY,13825,607-988-6560 (TRAVEL CENTER),,,5,2,1,0,12,0,0,607-988-9035,,,,,,,,,,,,
34,New York,BP FUEL STOP,location_details.php?id=48076,https://www.truckstopsandservices.com/location_details.php?id=48076,Trucker,bp-,40.67309,-73.78987,I-687,148-12 ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11436,718-659-7776 (TRAVEL CENTER),,,0,1,0,0,2,,,,,,,,,,,,,,,
34,New York,BUCKMAN'S FAMILY FUEL,location_details.php?id=448,https://www.truckstopsandservices.com/location_details.php?id=448,Trucker,ind_dealer_1,43.646362,-73.800424,I-87,6259 STATE ROUTE 9,CHESTERTOWN,NY,12817,518-494-4999 (TRAVEL CENTER),,,0,2,0,0,25,0,0,518-494-3113,,,,,,,,,,,,
