state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Mile Marker,Street Address,City,State,Postal Code,Phone,Phone 2,Phone 3,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Phone 4,Phone 5,Fax,Exit,https,Diesel,Bulk Def,Unleaded,Propane,# of Men's Showers,http,Road Name,Hours of Operation,Mailing Address,htp
42,a,SPINX #179,location_details.php?id=55084,http://www.rvandtravelers.com/location_details.php?id=55084,RVer,ind_dealer_1,,,SC 291,,2901 N PLEASANTBURG DR,GREENVILLE,SC,29609,864-250-9892 (TRAVEL CENTER),,,10,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,SPINX #201,location_details.php?id=55085,http://www.rvandtravelers.com/location_details.php?id=55085,RVer,ind_dealer_1,,,I-185/385,,549 E STANDING SPRINGS,SIMPSONVILLE,SC,29680,864-228-6506 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,1-B/30,,,,,,,,,,,
42,a,SPINX #351,location_details.php?id=55086,http://www.rvandtravelers.com/location_details.php?id=55086,RVer,ind_dealer_1,,,I-526/26,,3109 W MONTAGUE AVE,NORTH CHARLESTON,SC,29418,843-518-5861 (TRAVEL CENTER),843-518-5861 (SPINX DELI),,0,0,0,2,0,0,,,,16-A/213-A,,,,,,,,,,,
42,a,SPINX SUBWAY TRAVEL PLAZA,location_details.php?id=3016,http://www.rvandtravelers.com/location_details.php?id=3016,RVer,ind_dealer_1,,,I-85,,1519 WHITE HORSE RD,GREENVILLE,SC,29605,864-277-6324 (TRAVEL CENTER),864-277-6324 (SPINX DELI),,10,0,0,6,0,0,,,,44,,,,,,,,,,,
42,a,SPRINT FOOD STORES,location_details.php?id=11472,http://www.rvandtravelers.com/location_details.php?id=11472,RVer,ind_dealer_1,,,US 278,,1721 SAND BAR FERRY RD,BEECH ISLAND,SC,29842,803-827-0156 (TRAVEL CENTER),803-827-0156 (MCDONALD'S),,15,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,SUMTER STOP,location_details.php?id=11518,http://www.rvandtravelers.com/location_details.php?id=11518,RVer,ind_dealer_1,,,US 521,,610 S GUIGNARD DR,SUMTER,SC,29150,803-934-0527 (TRAVEL CENTER),,,9,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,SUSIE Q'S #105,location_details.php?id=55152,http://www.rvandtravelers.com/location_details.php?id=55152,RVer,ind_dealer_1,,,US 52,,1311 W LUCAS ST,FLORENCE,SC,29501,843-669-7236,,,0,0,0,4,0,0,,,,,,,,,,,,,,,
42,a,TIMES TURN AROUND #36,location_details.php?id=55183,http://www.rvandtravelers.com/location_details.php?id=55183,RVer,bp-,,,US 321 BYP,,950 US 231 BYP,YORK,SC,29745,803-684-0707 (TRAVEL CENTER),,,7,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,TOWN & COUNTRY,location_details.php?id=55197,http://www.rvandtravelers.com/location_details.php?id=55197,RVer,ind_dealer_1,,,SC 145,,1091 HWY 145 N,CHESTERFIELD,SC,29709,843-623-7353,,,2,0,0,4,0,0,,,,SC 742,,,,,,,,,,,
42,a,TRAVEL CENTERS OF AMERICA #025,location_details.php?id=16494,http://www.rvandtravelers.com/location_details.php?id=16494,RVer,catscale3,,,I-85,,1402 E MAIN ST,DUNCAN,SC,29334-9647,864-433-0711 (TRAVEL CENTER),864-433-0711 (COUNTRY PRIDE RESTAURANT),,187,75,75,8,11,8,,,864-433-1495,63,www.ta-petro.com/location/sc/ta-spartanburg,,,,,,,,,,
42,a,TRAVEL CENTERS OF AMERICA #179 - JIMMY ARDIS,location_details.php?id=16485,http://www.rvandtravelers.com/location_details.php?id=16485,RVer,catscale3,,,I-95,,3014 PAXVILLE HWY,MANNING,SC,29102,803-473-2568 (TRAVEL CENTER),803-473-2568 (TACO BELL),803-473-2568 (POPEYE'S),84,19,19,8,8,6,803-473-2568 (PIZZA HUT EXPRESS),,803-473-2822,119,www.ta-petro.com/location/sc/ta-manning,,,,,,,,,,
42,a,TRAVEL CENTERS OF AMERICA #195,location_details.php?id=16482,http://www.rvandtravelers.com/location_details.php?id=16482,RVer,catscale3,,,I-95,,2301 W LUCAS ST,FLORENCE,SC,29501,843-292-0386 (TRAVEL CENTER),843-292-0386 (POPEYE'S),,77,10,10,9,5,0,,,843-667-6976,164,www.ta-petro.com/location/sc/ta-florence-1,,,,,,,,,,
42,a,TRAVEL CENTERS OF AMERICA #262,location_details.php?id=632,http://www.rvandtravelers.com/location_details.php?id=632,RVer,columbia_travel_center_rev,,,I-20,,99 PLUMBERS RD,COLUMBIA,SC,29203,803-786-7680 (TRAVEL CENTER),803-786-7680 (TACO BELL),803-786-7680 (DUNKIN' DONUTS),78,20,20,4,7,2,,,803-735-8065,71,,,,,,,,,,,
42,a,TRUCK STOP 44,location_details.php?id=47309,http://www.rvandtravelers.com/location_details.php?id=47309,RVer,ind_dealer_1,,,I-20,,2120 POND BRANCH RD,GILBERT,SC,29054,803-657-5535 (TRAVEL CENTER),803-657-5535 (AMERICAN RESTAURANT),,50,0,0,6,3,3,,,803-657-6414,44,,,,,,,,,,,
42,a,WESTAR TRAVEL PLAZA,location_details.php?id=2076,http://www.rvandtravelers.com/location_details.php?id=2076,RVer,ind_dealer_1,,,I-85,,175 TRUCK STOP RD,COWPENS,SC,29330,864-463-6464 (TRAVEL CENTER),864-463-6464 (WESTAR CAFE),,250,0,0,7,8,0,,,864-463-6471,83,,,,,,,,,,,
42,a,XPRESS TRAVEL PLAZA,location_details.php?id=11519,http://www.rvandtravelers.com/location_details.php?id=11519,RVer,ind_dealer_1,,,US 301,,1935 OLD EDISTO DR,ORANGEBURG,SC,29115,803-534-5808 (TRAVEL CENTER),,,41,0,0,4,4,0,,,,,,,,,,,,,,,
43,South Dakota,281 TRAVEL CENTER,location_details.php?id=12471,http://www.rvandtravelers.com/location_details.php?id=12471,RVer,conoco,,,US 281,,601 COMMERCIAL AVE,WOLSEY,SD,57384,605-883-4586 (TRAVEL CENTER),605-883-4586 (HOT STUFF PIZZA),,40,0,0,6,2,0,,,605-883-4588,US 14,,,,,,,,,,,
43,South Dakota,AMPRIDE,location_details.php?id=12476,http://www.rvandtravelers.com/location_details.php?id=12476,RVer,cenex--300_0,,,US 18,,641 W 2ND ST,WINNER,SD,57580,605-842-2999 (TRAVEL CENTER),,,0,0,0,4,0,0,,,,,,,,,,,,,,,
43,South Dakota,AURORA CO-OP,location_details.php?id=12492,http://www.rvandtravelers.com/location_details.php?id=12492,RVer,ind_dealer_1,,,US 281,,26191 US 281,STICKNEY,SD,57375,605-732-4241,,,0,0,0,1,0,2,,,605-732-4243,,,,,,,,,,,,
43,South Dakota,BATH QUICK STOP,location_details.php?id=12467,http://www.rvandtravelers.com/location_details.php?id=12467,RVer,cenex--300_0,,,US 12,,39494 133RD ST,BATH,SD,57427,605-225-4484 (TRAVEL CENTER),,,8,0,0,1,0,0,,,,CR 16,,,,,,,,,,,
43,South Dakota,BIG D # 14,location_details.php?id=45685,http://www.rvandtravelers.com/location_details.php?id=45685,RVer,mobil_oil__type,,,I-90,,15003 STURGIS RD,PIEDMONT,SD,57769,605-787-7059 (TRAVEL CENTER),,,20,0,0,3,0,0,,,,46,,,,,,,,,,,
43,South Dakota,BIG D OIL,location_details.php?id=12486,http://www.rvandtravelers.com/location_details.php?id=12486,RVer,sinclair_oil_.svg,,,US 85,,2406 5TH AVE,BELLE FOURCHE,SD,57717,605-892-2484 (TRAVEL CENTER),605-892-2484 (PAPA JOHN'S),605-892-2484 (KRISPY KRUNCHY CHICKEN),20,0,0,4,3,0,,,605-892-0104,SD 34,,,,,,2,,,,,
43,South Dakota,BJ'S COUNTRY STORE,location_details.php?id=370,http://www.rvandtravelers.com/location_details.php?id=370,RVer,conoco,,,I-90,,2640 LAZELLE ST,STURGIS,SD,57785,605-347-6551 (TRAVEL CENTER),,,0,0,0,1,0,0,,,,30,,,,,,,,,,,
43,South Dakota,CASEY'S,location_details.php?id=45691,http://www.rvandtravelers.com/location_details.php?id=45691,RVer,caseys-general-store-,,,US 14,,422 US 14,VOLGA,SD,57071,605-627-9911 (TRAVEL CENTER),605-627-9911 (CASEY'S KITCHEN),,22,,,6,0,0,,,,,,,,,,,,,,,
43,South Dakota,CASEY'S GENERAL STORE,location_details.php?id=48403,http://www.rvandtravelers.com/location_details.php?id=48403,RVer,caseys-general-store-,,,I-29,,100 S DERBY LANE,NORTH SIOUX CITY,SD,57049,605-232-8994 (TRAVEL CENTER),605-232-8994 (CASEY'S KITCHEN),,15,0,0,3,0,0,,,,2,,,,,,,,,,,
43,South Dakota,CBH CO OP,location_details.php?id=12487,http://www.rvandtravelers.com/location_details.php?id=12487,RVer,cenex--300_0,,,US 85,,2311 5TH AVE,BELLE FOURCHE,SD,57717,605-892-2661 (TRAVEL CENTER),605-892-2661 (SUBWAY),605-892-2661 (CHAMP'S CHICKEN),10,0,0,4,2,0,,,605-723-2369,SD 34,,,,,,,,,,,
43,South Dakota,CBH TRAVEL CENTER,location_details.php?id=45680,http://www.rvandtravelers.com/location_details.php?id=45680,RVer,cenex--300_0,,,US 85/212,,18765 US 85,BELLE FOURCHE,SD,57717,605-723-9000 (TRAVEL CENTER),605-723-9000 (CHAMP'S CHICKEN),605-723-9000 (SUBWAY),15,0,0,5,2,0,,,605-723-7867,,,,,,,,,,,,
43,South Dakota,CENEX,location_details.php?id=499,http://www.rvandtravelers.com/location_details.php?id=499,RVer,cenex--300_0,,,I-90,,1000 S BURR ST,MITCHELL,SD,57301,605-996-9632 (TRAVEL CENTER),605-996-9632 (CUBBY'S DELI),,7,0,0,4,0,0,,,605-996-0377,332,,,,,,,,,,,
43,South Dakota,CENEX,location_details.php?id=1635,http://www.rvandtravelers.com/location_details.php?id=1635,RVer,cenex--300_0,,,I-29,,4700 W 12TH ST,SIOUX FALLS,SD,57107,605-332-8911 (TRAVEL CENTER),605-723-9000 (CHESTER'S FRIED CHICKEN),,52,0,0,4,0,0,,,605-332-0298,79,,,,,,,,,,,
43,South Dakota,CENEX,location_details.php?id=1636,http://www.rvandtravelers.com/location_details.php?id=1636,RVer,cenex--300_0,,,I-29,,3045 LEFEVRE DR,BROOKINGS,SD,57006,605-697-7110 (TRAVEL CENTER),,,3,0,0,3,0,0,,,,132,,,,,,,,,,,
43,South Dakota,CENEX,location_details.php?id=1637,http://www.rvandtravelers.com/location_details.php?id=1637,RVer,cenex--300_0,,,I-90,,3420 N CLIFF AVE,SIOUX FALLS,SD,57013,605-338-8536 (TRAVEL CENTER),605-338-8536 (CHESTER'S FRIED CHICKEN),,0,0,0,4,0,0,,,,399,,,,,,,,,,,
43,South Dakota,CENEX,location_details.php?id=12465,http://www.rvandtravelers.com/location_details.php?id=12465,RVer,cenex--300_0,,,US 12,,11 W US 12,WEBSTER,SD,57274,605-345-3549 (TRAVEL CENTER),,,2,0,0,4,0,0,,,,SD 25,,,,,,,,,,,
43,South Dakota,CENEX,location_details.php?id=12489,http://www.rvandtravelers.com/location_details.php?id=12489,RVer,cenex--300_0,,,US 212,,507 W 1ST ST,FAITH,SD,57626,605-967-2020 (TRAVEL CENTER),,,6,0,0,2,0,0,,,605-967-2021,SD 73,,,,,,,,,,,
43,South Dakota,CENEX ZIP TRIP,location_details.php?id=45684,http://www.rvandtravelers.com/location_details.php?id=45684,RVer,cenex--300_0,,,US 18,,713 2ND ST,MISSION,SD,57555,605-856-4434,,,10,0,0,4,0,0,,,,,,,,,,,,,,,
43,South Dakota,CLASSIC CORNER,location_details.php?id=12458,http://www.rvandtravelers.com/location_details.php?id=12458,RVer,cenex--300_0,,,SD 34,,500 SE 10TH ST,MADISON,SD,57042,605-256-0338 (TRAVEL CENTER),,,20,0,0,3,0,0,,,,WASHINGTON AVENUE,,,,,,,,,,,
43,South Dakota,COFFEE CUP,location_details.php?id=629,http://www.rvandtravelers.com/location_details.php?id=629,RVer,bp-,,,I-90,,1009 N SPLIT ROCK BLVD,BRANDON,SD,57005,605-582-7229 (TRAVEL CENTER),605-582-7229 (COFFEE CUP DELI),,8,0,0,4,2,0,,,,406,,,,,,,,,,,
43,South Dakota,COFFEE CUP FUEL STOP,location_details.php?id=626,http://www.rvandtravelers.com/location_details.php?id=626,RVer,exxon,,,I-90,,US 83,VIVIAN,SD,57576,605-683-4666 (TRAVEL CENTER),605-683-4666 (PIZZA HUT),,50,0,0,6,2,0,,,605-683-4666,212,,,,,,,,,,,
43,South Dakota,COFFEE CUP FUEL STOP,location_details.php?id=627,http://www.rvandtravelers.com/location_details.php?id=627,RVer,cenex--300_0,,,I-90,,25471 US 281,PLANKINTON,SD,57368,605-942-7138,,,80,0,0,5,4,0,,,605-942-7275,310,,,,,,,,,,,
43,South Dakota,COFFEE CUP FUEL STOP,location_details.php?id=1305,http://www.rvandtravelers.com/location_details.php?id=1305,RVer,bp-,,,I-90,,1001 S WESTERN AVE,HARTFORD,SD,57033,605-528-4622 (TRAVEL CENTER),,,30,0,0,4,2,0,,,605-528-4623,387,,,,,,,,,,,
43,South Dakota,COFFEE CUP FUEL STOP - TA EXPRESS,location_details.php?id=625,http://www.rvandtravelers.com/location_details.php?id=625,RVer,taexpresscoffeecup,,,I-29,,45789 US 12,SUMMIT,SD,57266,605-398-6493 (TRAVEL CENTER),605-398-6493 (SUBWAY),605-398-6493 (PIZZA HUT EXPRESS),120,0,0,10,4,0,605-398-6493 (CINNABON),605-398-6493 (CARIBOU COFFEE),605-398-6404,207,,,,,,,,,,,
43,South Dakota,COMMON CENTS,location_details.php?id=637,http://www.rvandtravelers.com/location_details.php?id=637,RVer,exxon,,,I-90,,2421 JUNCTION AVE,STURGIS,SD,57785,605-347-3666 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,32,,,,,,,,,,,
43,South Dakota,COMMON CENTS TRAVEL PLAZA 125,location_details.php?id=53553,http://www.rvandtravelers.com/location_details.php?id=53553,RVer,exxon,,,I-90,,1821 N ELK VALE RD,RAPID CITY,SD,57701,605-791-0157 (TRAVEL CENTER),,,100,0,0,6,3,,,,,61,,,,,,,,,,,
43,South Dakota,CORNER PANTRY,location_details.php?id=12473,http://www.rvandtravelers.com/location_details.php?id=12473,RVer,conoco,,,US 14,,2326 OLD US 14,HURON,SD,57350,605-352-3877,,,24,0,0,2,1,0,,,,,,,,,,,,,,,
43,South Dakota,COUNTRY STORE,location_details.php?id=54179,http://www.rvandtravelers.com/location_details.php?id=54179,RVer,ind_dealer_1,,,SD 28,,721 BURLINGTON ST,LAKE NORDEN,SD,57248,605-785-3401 (TRAVEL CENTER),,,6,0,0,2,0,0,,,,,,,,,,,,,,,
43,South Dakota,COUNTRYSIDE CONVENIENCE,location_details.php?id=670,http://www.rvandtravelers.com/location_details.php?id=670,RVer,cenex--300_0,,,I-29,,47071 US 18,LENNOX,SD,57039,605-372-4166,,,60,0,60,4,3,0,,,605-372-2004,62,,,,,,2,,,,,
43,South Dakota,CROSSROADS TRUCK STOP,location_details.php?id=695,http://www.rvandtravelers.com/location_details.php?id=695,RVer,shell_,,,I-29,,47228 SD 34,COLMAN,SD,57017,605-534-3600,,,30,0,0,8,0,0,,,605-534-3515,109,,,,,,,,,,,
43,South Dakota,CUBBY'S CENEX,location_details.php?id=3636,http://www.rvandtravelers.com/location_details.php?id=3636,RVer,cenex--300_0,,,I-90,,1700 W HAVENS AVE,MITCHELL,SD,57301,605-996-1951 (TRAVEL CENTER),605-996-1951 (CHESTER'S FRIED CHICKEN),,40,0,0,4,1,0,,,605-996-1677,330,,,,,,,,,,,
43,South Dakota,DAKOTA CONNECTION CASINO,location_details.php?id=712,http://www.rvandtravelers.com/location_details.php?id=712,RVer,cenex--300_0,,,I-29,,46102 SD 10,SISSETON,SD,57262,605-698-4273 (TRAVEL CENTER),605-698-4273 (CROSSROADS RESTAURANT),,20,0,0,2,1,0,,,605-698-4271,232,,,,,,,,,,,
43,South Dakota,DALE'S SERVICE/HOT SPOT,location_details.php?id=12468,http://www.rvandtravelers.com/location_details.php?id=12468,RVer,ind_dealer_1,,,US 12,,42295 US 12,BRISTOL,SD,57219,605-492-3681 (TRAVEL CENTER),605-492-3681 (HOT SPOT),,8,0,0,1,1,0,,,,,,,,,,,,,,,
43,South Dakota,DIDDY'S DINER,location_details.php?id=657,http://www.rvandtravelers.com/location_details.php?id=657,RVer,conoco,,,I-90,,801 S MAIN ST,KIMBALL,SD,57355,605-778-6567 (TRAVEL CENTER),605-778-6567 (DIDDY'S DINER),,45,0,0,8,1,0,,,,284,,,,,,,,,,,
43,South Dakota,DISCOUNT FUEL,location_details.php?id=762,http://www.rvandtravelers.com/location_details.php?id=762,RVer,sinclair_oil_.svg,,,I-90,,511 SD 73,KADOKA,SD,57543,605-837-2271,,,40,,,4,0,0,,,605-837-2280,150,,,,,,,,,,,
43,South Dakota,DJ'S TRAVEL CENTER,location_details.php?id=12470,http://www.rvandtravelers.com/location_details.php?id=12470,RVer,shell_,,,US 14,,457 CUSTER AVE,HURON,SD,57350,605-352-7435 (TRAVEL CENTER),,,15,0,0,6,2,2,,,605-352-1840,CUSTER AVE,,,,,,,,,,,
43,South Dakota,DOUBLE T TRUCK STOP,location_details.php?id=45698,http://www.rvandtravelers.com/location_details.php?id=45698,RVer,ind_dealer_1,,,US 81,,30649 US 81,YANKTON,SD,57078,605-665-9650,,,20,0,0,3,1,0,,,605-665-0738,,,,,,,,,,,,
43,South Dakota,F&M COOP OIL,location_details.php?id=12481,http://www.rvandtravelers.com/location_details.php?id=12481,RVer,cenex--300_0,,,US 81,,45316 SD 34,MADISON,SD,57042,605-256-4516,,,15,,,2,0,1,,,,SD 34,,,,,,,,,,,
43,South Dakota,FLYING J DEALER #932,location_details.php?id=12462,http://www.rvandtravelers.com/location_details.php?id=12462,RVer,flying-j-,,,SD 79,,25 HEARTLAND EXPRESS HWY 79,HERMOSA,SD,57744,605-255-4555 (TRAVEL CENTER),,,25,0,0,2,2,0,,,605-255-4522,SD 40,pilotflyingj.com/stores/932,,,,,,,,,,
43,South Dakota,FLYING J TRAVEL CENTER #716,location_details.php?id=18076,http://www.rvandtravelers.com/location_details.php?id=18076,RVer,flying-j-,,,I-29,,5201 GANITE LANE,SIOUX FALLS,SD,57107,605-977-1438 (TRAVEL CENTER),605-977-1438 (DENNY'S),605-977-1438 (CINNABON),158,15,15,8,9,0,,,605-977-1538,83,pilotflyingj.com/stores/716,3.499,3.959,3.049,3.899,,,,,,
43,South Dakota,FLYING J TRAVEL CENTER #931,location_details.php?id=649,http://www.rvandtravelers.com/location_details.php?id=649,RVer,flying-j-,,,I-90,,4200 N SERVICE RD,RAPID CITY,SD,57701,605-342-5450 (TRAVEL CENTER),,,125,0,0,8,8,0,,,605-342-3011,61,pilotflyingj.com/stores/931,3.449,,3.599,,,,,,,
43,South Dakota,FRESH START C-STORE,location_details.php?id=45682,http://www.rvandtravelers.com/location_details.php?id=45682,RVer,sinclair_oil_.svg,,,US 18,,146 6TH AVE,EDGEMONT,SD,57735,605-662-7365 (TRAVEL CENTER),605-662-7365 (BENCH WARMERS),,5,0,0,2,0,0,,,,SD 71,,,,,,,,,,,
43,South Dakota,FUEL MART 645,location_details.php?id=1169,http://www.rvandtravelers.com/location_details.php?id=1169,RVer,ind_dealer_1,,,I-90,,25678 431ST AVE,SPENCER,SD,57374,605-449-4626 (TRAVEL CENTER),605-449-4626 (SUBWAY),,20,0,0,4,2,0,,,605-449-4627,353,,,,,,,,,,,
43,South Dakota,GENERAL STORE,location_details.php?id=2648,http://www.rvandtravelers.com/location_details.php?id=2648,RVer,sinclair_oil_.svg,,,I-90,,500 SD 16,PRESHO,SD,57568,605-895-2562,,,0,0,0,4,0,0,,,605-895-2562,225 EB/226 WB,,,,,,,,,,,
43,South Dakota,GET-N-GO,location_details.php?id=45689,http://www.rvandtravelers.com/location_details.php?id=45689,RVer,bp-,,,I-90,,4915 N CLIFF AVE,SIOUX FALLS,SD,57104,605-274-8717 (TRAVEL CENTER),605-274-8717 (HOT STUFF PIZZA),,0,0,0,4,0,0,,,,399,,,,,,,,,,,
43,South Dakota,GOODE TO GO,location_details.php?id=643,http://www.rvandtravelers.com/location_details.php?id=643,RVer,ind_dealer_1,,,I-29,,1301 RIVER DR,NORTH SIOUX CITY,SD,57049,605-232-4329 (TRAVEL CENTER),605-232-4329 (EL GUERRO),,38,0,0,6,2,0,,,605-780-9238,2,,,,,,,,,,,
43,South Dakota,HERREID SUPER STOP,location_details.php?id=54389,http://www.rvandtravelers.com/location_details.php?id=54389,RVer,ind_dealer_1,,,US 83,,1108 N MAIN ST,HERREID,SD,57632,605-437-2301 (TRAVEL CENTER),,,0,0,0,5,1,0,,,605-437-2514,,,,,,,,,,,,
43,South Dakota,HOLIDAY STATION,location_details.php?id=12464,http://www.rvandtravelers.com/location_details.php?id=12464,RVer,holidaystation,,,US 12/281,,602 US 281,ABERDEEN,SD,57401,605-225-5913 (TRAVEL CENTER),605-225-5913 (MARLIN'S),,35,0,0,5,1,0,,,605-226-9072,,,,,,,,,,,,
43,South Dakota,I-29 FUELS,location_details.php?id=1389,http://www.rvandtravelers.com/location_details.php?id=1389,RVer,cenex--300_0,,,I-29,,825 35TH SE CIRCLE,WATERTOWN,SD,57201,605-886-3055 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,177,,,,,,,,,,,
43,South Dakota,I-90 TRAVEL CENTER,location_details.php?id=1400,http://www.rvandtravelers.com/location_details.php?id=1400,RVer,holidaystation,,,I-90,,1821 S BURR ST,MITCHELL,SD,57301,605-996-3371 (TRAVEL CENTER),605-996-3371 (MARLIN'S),,75,0,0,6,4,2,,,605-996-3910,332,,,,,,,,,,,
43,South Dakota,J-R'S OASIS,location_details.php?id=12460,http://www.rvandtravelers.com/location_details.php?id=12460,RVer,shell_,,,SD 50,,2400 SD 50,YANKTON,SD,57078,605-665-1450 (TRAVEL CENTER),605-665-1450 (J-R'S DELI),,8,0,0,2,1,0,,,605-665-8353,,,,,,,,,,,,
43,South Dakota,JAKE'S CORNER,location_details.php?id=45692,http://www.rvandtravelers.com/location_details.php?id=45692,RVer,ind_dealer_1,,,US 12,,44111 SD 34,WINFRED,SD,57076,605-485-2693,,,18,0,0,6,1,0,,,605-485-2696,SD 34,,,,,,,,,,,
43,South Dakota,JET TRUCK PLAZA,location_details.php?id=1462,http://www.rvandtravelers.com/location_details.php?id=1462,RVer,sinclair_oil_.svg,,,I-29,,1501 W CEDAR ST,BERESFORD,SD,57004,605-763-5005 (TRAVEL CENTER),605-763-5005 (HOT STUFF PIZZA),,20,0,0,3,0,0,,,,47,,,,,,,,,,,
43,South Dakota,JONO'S,location_details.php?id=12477,http://www.rvandtravelers.com/location_details.php?id=12477,RVer,sinclair_oil_.svg,,,US 18,,408 W US 18,GREGORY,SD,57533,605-835-9449 (TRAVEL CENTER),605-835-9449 (HOT STUFF PIZZA),,20,0,0,4,0,0,,,,SD 47,,,,,,,,,,,
43,South Dakota,KICKSTART TRAVEL CENTER,location_details.php?id=45690,http://www.rvandtravelers.com/location_details.php?id=45690,RVer,conoco,,,SD 34,,12998 SD 34,STURGIS,SD,57785,605-423-5000 (TRAVEL CENTER),605-423-5000 (HOT STUFF PIZZA),,52,0,0,6,0,0,,,605-423-5005,,,,,,,,,,,,
43,South Dakota,KUM N GO,location_details.php?id=45683,http://www.rvandtravelers.com/location_details.php?id=45683,RVer,kumngo-,,,I-29,,32562 477TH AVE,ELK POINT,SD,57025,605-356-9453 (TRAVEL CENTER),,,10,0,0,5,0,0,,,,15,,,,,,,,,,,
43,South Dakota,LOVE'S TRAVEL STOP #445,location_details.php?id=15075,http://www.rvandtravelers.com/location_details.php?id=15075,RVer,loves-travel-stops-country-stores_416x416,,,I-90,,5301 N CLIFF AVE,SIOUX FALLS,SD,57104,605-332-7611 (TRAVEL CENTER),605-332-7611 (SUBWAY),,90,0,0,7,8,3,,,605-335-1567,399,,3.489,3.949,3.049,,,,,,,
43,South Dakota,LOVE'S TRAVEL STOP #602,location_details.php?id=45681,http://www.rvandtravelers.com/location_details.php?id=45681,RVer,loves-travel-stops-country-stores_416x416,,,I-90,,649 REAGAN AVE,BOX ELDER,SD,57719,605-923-4292 (TRAVEL CENTER),605-923-4292 (HARDEE'S),,75,0,0,8,6,3,,,605-923-4307,67-B,,,,,,,,,,,
43,South Dakota,MID AMERICA TRAVEL PLAZA,location_details.php?id=12485,http://www.rvandtravelers.com/location_details.php?id=12485,RVer,conoco,,,US 85/112,,16 N 5TH AVE,BELLE FOURCHE,SD,57717,605-892-2063 (TRAVEL CENTER),605-892-2063 (CROSSROAD'S),,30,0,0,3,4,0,,,605-892-2267,,,,,,,,,,,,
43,South Dakota,MIDTOWN OIL & WASH,location_details.php?id=12459,http://www.rvandtravelers.com/location_details.php?id=12459,RVer,ind_dealer_1,,,SD 50,,130 SD 46,WAGNER,SD,57380,605-384-3535,,,0,0,0,2,0,1,,,605-384-3732,,,,,,,,,,,,
43,South Dakota,MR G'S TRUCK STOP,location_details.php?id=12478,http://www.rvandtravelers.com/location_details.php?id=12478,RVer,ind_dealer_1,,,US 18,,123 S MAIN ST,GREGORY,SD,57533,605-835-9172 (TRAVEL CENTER),,,0,0,0,1,0,0,,,,S MAIN ST,,,,,,,,,,,
43,South Dakota,OASIS PUMP & PACK,location_details.php?id=2149,http://www.rvandtravelers.com/location_details.php?id=2149,RVer,clark,,,I-90,,802 E SD-16,OACOMA,SD,57365,605-734-5325 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,260,,,,,,,,,,,
43,South Dakota,OLSEN'S FUEL,location_details.php?id=12488,http://www.rvandtravelers.com/location_details.php?id=12488,RVer,conoco,,,US 85,,12600 US 85,BUFFALO,SD,57720,605-375-3255,,,20,0,0,4,2,2,,,605-375-3370,,,,,,,1,,,,,
43,South Dakota,PILOT TRAVEL CENTER #599,location_details.php?id=3520,http://www.rvandtravelers.com/location_details.php?id=3520,RVer,pilot,,,I-90,,601 E 5TH ST,MURDO,SD,57559,605-669-2465 (TRAVEL CENTER),605-669-2465 (SUBWAY),,60,0,0,7,4,0,,,605-669-2859,192,pilotflyingj.com/stores/599,3.509,3.959,3.039,3.299,,,,,,
43,South Dakota,PILOT TRAVEL CENTER #918,location_details.php?id=1401,http://www.rvandtravelers.com/location_details.php?id=1401,RVer,pilot,,,I-90,,2783 DEADWOOD AVE,RAPID CITY,SD,57702,605-348-7070 (TRAVEL CENTER),605-348-7070 (SUBWAY),,75,5,5,7,5,4,,,605-348-3438,55,pilotflyingj.com/stores/918,3.599,3.959,3.169,4.099,,,,,,
43,South Dakota,PRAIRE POST,location_details.php?id=45687,http://www.rvandtravelers.com/location_details.php?id=45687,RVer,cenex--300_0,,,I-90,,300 E SD-16,PRESHO,SD,57568,605-895-2510 (TRAVEL CENTER),,,20,0,0,2,0,0,,,,225 EB / 226 WB,,,,,,,,,,,
43,South Dakota,PRAIRIE JUNCTION TRUCK STOP,location_details.php?id=2645,http://www.rvandtravelers.com/location_details.php?id=2645,RVer,sinclair_oil_.svg,,,I-29,,47223 SD 34,COLMAN,SD,57017,605-534-3300,,,30,,,3,2,0,,,,109,,,,,,,,,,,
43,South Dakota,PRAIRIE STOP,location_details.php?id=12491,http://www.rvandtravelers.com/location_details.php?id=12491,RVer,tesoro-,,,US 212,,1107 9TH AVE SW,WATERTOWN,SD,57201,605-886-3133 (TRAVEL CENTER),605-886-3133 (ROADHOUSE),,12,0,0,3,0,0,,,605-886-6636,SD 20,,,,,,,,,,,
