state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Mile Marker,Street Address,City,State,Postal Code,Phone,Phone 2,Phone 3,Phone 4,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Exit,Fax,Unleaded,Diesel,Bulk Def,Propane,Phone 5,# of Men's Showers,Road Name,https,Hours of Operation,Mailing Address
11,Iowa,HOLSTEIN TRAVEL CENTER,location_details.php?id=54409,https://www.truckstopsandservices.com/location_details.php?id=54409,Trucker,ind_dealer_1,42.473753,-95.544674,US 20,,2010 INDORF AVE,HOLSTEIN,IA,51025,712-368-6211 (TRAVEL CENTER),712-368-6211 (GODFATHER'S PIZZA),712-368-6211 (HARDEE'S),,62,0,0,8,2,0,,712-368-6215,,,,,,,,,,
11,Iowa,HWY. 20 AUTO/TRUCK PLAZA,location_details.php?id=10608,https://www.truckstopsandservices.com/location_details.php?id=10608,Trucker,66gas,42.441725,-90.783808,US 20,,15140 DEPOT RIDGE,PEOSTA,IA,52068,563-583-5406 (TRAVEL CENTER),,,,50,0,0,2,2,0,PEOSTA,563-583-6800,,,,,,,,,,
11,Iowa,Iowa 80 TA Truckstop,location_details.php?id=64293,https://www.truckstopsandservices.com/location_details.php?id=64293,Trucker,,41.61769091,-90.777406,I-80,,,Walcott,IA,52773,"563-284-6961, ext 2",,,,,,,,,,,,,,,,,,,,,
11,Iowa,IOWA 80 TRUCK STOP,location_details.php?id=1427,https://www.truckstopsandservices.com/location_details.php?id=1427,Trucker,iowa_80_truckstop4444,41.619956,-90.783031,I-80,,755 W IOWA 80 RD,WALCOTT,IA,52773,563-284-6961 (TRAVEL CENTER),563-284-6961 (DAIRY QUEEN),563-284-6961 (WENDY'S),563-284-6961 (TACO BELL),900,10,10,15,24,7,284,563-468-5520,,,,,563-284-6961 (PIZZA HUT),,,,,
11,Iowa,JACKRABBIT JUNCTION,location_details.php?id=47060,https://www.truckstopsandservices.com/location_details.php?id=47060,Trucker,cenex--300_0,43.403096,-95.722462,IA 60,,1706 PIERCE AVE,SIBLEY,IA,51249,712-754-4017 (TRAVEL CENTER),712-754-4017 (CHAMP'S CHICKEN),712-754-4017 (SUBWAY),,59,0,0,5,0,4,51,712-754-3084,,,,,,,,,,
11,Iowa,JET STOP,location_details.php?id=18697,https://www.truckstopsandservices.com/location_details.php?id=18697,Trucker,sinclair_oil_.svg,40.667309,-92.159493,IA 2,,109 E IA 2,MILTON,IA,52570,641-656-4215 (TRAVEL CENTER),,,,10,0,0,2,0,0,,,,,,,,,,,,
11,Iowa,KARDE'S,location_details.php?id=47031,https://www.truckstopsandservices.com/location_details.php?id=47031,Trucker,bp-,42.210183,-91.190975,US 151,,2100 S MAIN ST,MONTICELLO,IA,52310,319-465-3201 (TRAVEL CENTER),319-465-3201 (GODFATHER'S PIZZA),,,42,0,0,3,2,0,63,319-465-3288,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43931,https://www.truckstopsandservices.com/location_details.php?id=43931,Trucker,kumngo-,41.699765,-92.725757,I-80,,715 LANG CREEK AVE,GRINNELL,IA,50112,641-236-0399 (TRAVEL CENTER),641-236-0399 (SUBWAY),,,10,0,0,4,0,0,182,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43934,https://www.truckstopsandservices.com/location_details.php?id=43934,Trucker,kumngo-,41.686094,-93.247225,I-80,,1200 N WALNUT ST,COLFAX,IA,50054,515-674-4323 (TRAVEL CENTER),,,,4,0,0,5,0,0,155,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43935,https://www.truckstopsandservices.com/location_details.php?id=43935,Trucker,kumngo-,41.176751,-93.78062,I-35,,1453 IA 207,NEW VIRGINIA,IA,50210,641-449-3490 (TRAVEL CENTER),,,,7,,,3,0,0,43,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43936,https://www.truckstopsandservices.com/location_details.php?id=43936,Trucker,kumngo-,41.493845,-95.222012,I-80,,1709 ANTIQUE DR,WALNUT,IA,51577,712-784-3881 (TRAVEL CENTER),,,,4,0,0,2,0,0,46,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43938,https://www.truckstopsandservices.com/location_details.php?id=43938,Trucker,kumngo-,41.486315,-91.555,US 218,,1178 ENTERPRISE DR,RIVERSIDE,IA,52327,319-648-2400 (TRAVEL CENTER),,,,8,0,0,3,0,0,80,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43940,https://www.truckstopsandservices.com/location_details.php?id=43940,Trucker,kumngo-,42.310338,-93.573098,I-35,,1111 IA 175,ELLSWORTH,IA,50075,515-836-4839 (TRAVEL CENTER),515-836-4839 (SUBWAY),,,15,0,0,4,0,0,133,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43941,https://www.truckstopsandservices.com/location_details.php?id=43941,Trucker,kumngo-,41.697091,-91.665288,I-80,,101 VILLAGE DR,TIFFIN,IA,52340,319-545-2290 (TRAVEL CENTER),319-545-2290 (SUBWAY),,,11,0,0,4,0,0,237,319-545-2287,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43943,https://www.truckstopsandservices.com/location_details.php?id=43943,Trucker,kumngo-,42.009468,-93.585503,I-35,,2108 ISAAC NEWTON DR,AMES,IA,50010,515-233-2200 (TRAVEL CENTER),515-233-2200 (SUBWAY),515-233-2200 (DAIRY QUEEN),,18,0,0,5,0,0,111-B,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43944,https://www.truckstopsandservices.com/location_details.php?id=43944,Trucker,kumngo-,41.648227,-91.116483,I-80,,2050 IA 38,TIPTON,IA,52772,563-946-2140 (TRAVEL CENTER),,,,15,0,0,5,0,0,267,563-946-2370,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43945,https://www.truckstopsandservices.com/location_details.php?id=43945,Trucker,kumngo-,43.133574,-93.352521,I-35,,2905 4TH AVE S,CLEAR LAKE,IA,50428,641-357-6041 (TRAVEL CENTER),641-357-6041 (TACO JOHN'S),,,10,0,0,4,0,0,193,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43953,https://www.truckstopsandservices.com/location_details.php?id=43953,Trucker,kumngo-,41.644404,-93.514537,US 65,,4960 E BROADWAY AVE,DES  MOINES,IA,50317,515-262-1765 (TRAVEL CENTER),,,,6,0,0,4,0,0,83,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=43965,https://www.truckstopsandservices.com/location_details.php?id=43965,Trucker,kumngo-,41.61519,-93.57897,I-235,,2110 GUTHRIE AVE,DES MOINES,IA,50317,515-265-2535 (TRAVEL CENTER),,,,12,0,0,3,0,0,11,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=1626,https://www.truckstopsandservices.com/location_details.php?id=1626,Trucker,kumngo-,41.438753,-95.612172,I-80,,29356 298TH AVE,NEOLA,IA,51559,712-485-2153 (TRAVEL CENTER),,,,15,0,0,3,0,0,23,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=2085,https://www.truckstopsandservices.com/location_details.php?id=2085,Trucker,kumngo-,41.691308,-92.066324,I-80,,2177 M AVE,WILLIAMSBURG,IA,52361,319-668-1285 (TRAVEL CENTER),,,,10,0,0,5,0,0,216,,,,,,,,,,,
11,Iowa,KUM & GO,location_details.php?id=18698,https://www.truckstopsandservices.com/location_details.php?id=18698,Trucker,kumngo-,42.228468,-96.237037,I-29,,1864 OLD HWY 141,SLOAN,IA,51055,712-428-4877 (TRAVEL CENTER),712-428-4877 (SUBWAY),,,10,0,0,5,0,0,127,712-428-4889,,,,,,,,,,
11,Iowa,KUM & GO #0095,location_details.php?id=54509,https://www.truckstopsandservices.com/location_details.php?id=54509,Trucker,kumngo-,41.53862,-94.0119,I-80,,1203 GUTHRIE ST,DE SOTO,IA,50069,515-834-2500 (TRAVEL CENTER),,,,0,0,0,4,0,0,110,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=48381,https://www.truckstopsandservices.com/location_details.php?id=48381,Trucker,kwikstar,42.485669,-94.202285,TRITON DR,,1606 S TRITON DR,FORT DODGE,IA,50501,515-573-1060 (TRAVEL CENTER),,,,5,0,0,4,0,,,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=47045,https://www.truckstopsandservices.com/location_details.php?id=47045,Trucker,kwikstar,42.469955,-92.447699,US 20,,7500 NORDIC DR,CEDAR FALLS,IA,50613,319-277-1025 (TRAVEL CENTER),,,,0,0,0,2,0,0,225,319-266-6071,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=57049,https://www.truckstopsandservices.com/location_details.php?id=57049,Trucker,kwikstar,42.159094,-92.038455,US 218,,1208 W 13TH ST,VINTON,IA,52349,319-472-3591,,,,,,,,,,W 13TH STREET,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=47047,https://www.truckstopsandservices.com/location_details.php?id=47047,Trucker,kwikstar,41.89209,-91.675055,I-380,,8835 RUNWAY COURT SW,CEDAR RAPIDS,IA,52404,319-362-3096 (TRAVEL CENTER),,,,23,,,6,0,0,13,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=1650,https://www.truckstopsandservices.com/location_details.php?id=1650,Trucker,kwikstar,41.690144,-92.357837,I-80,,4177 IA 21,BROOKLYN,IA,52211,319-685-4411 (TRAVEL CENTER),,,,150,0,0,6,5,4,201,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=47022,https://www.truckstopsandservices.com/location_details.php?id=47022,Trucker,kwikstar,43.146385,-93.348908,I-35,,3205 WILLOW CREEK,CLEAR LAKE,IA,50428,641-357-5027 (TRAVEL CENTER),,,,75,0,0,6,3,0,194,641-357-5037,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=57050,https://www.truckstopsandservices.com/location_details.php?id=57050,Trucker,kwikstar,42.159094,-92.038455,I-35,,1704 BROAD ST,STORY CITY,IA,50248,515-733-2034,,,,,,,,,,124,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=57051,https://www.truckstopsandservices.com/location_details.php?id=57051,Trucker,ind_dealer_1,42.034529,-91.546761,US 151,,962 62ND ST,MARION,IA,52302,319-377-5200,,,,,,,,,,IA 13,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=10067,https://www.truckstopsandservices.com/location_details.php?id=10067,Trucker,kwikstar,42.048319,-90.666464,US 61,,102 DAVID ST,MAQUOKETA,IA,52060,563-652-4934 (TRAVEL CENTER),,,,15,0,0,3,2,0,156,563-652-4938,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=10584,https://www.truckstopsandservices.com/location_details.php?id=10584,Trucker,kwikstar,42.677719,-91.912182,IA 3,,10 1ST SE AVE,OELWEIN,IA,50662,319-283-2113 (TRAVEL CENTER),,,,0,0,0,4,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=10592,https://www.truckstopsandservices.com/location_details.php?id=10592,Trucker,kwikstar,42.570605,-92.787124,US 20,,605 US 20,PARKERSBURG,IA,50665,319-346-2468 (TRAVEL CENTER),,,,0,,,2,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=10602,https://www.truckstopsandservices.com/location_details.php?id=10602,Trucker,kwikstar,43.067159,-92.328916,US 63,,825 W MILWAUKEE ST,NEW HAMPTON,IA,50659,641-394-2441 (TRAVEL CENTER),,,,6,0,0,3,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=47056,https://www.truckstopsandservices.com/location_details.php?id=47056,Trucker,kwikstar,42.468464,-92.058809,220TH,,841 SOUTH ST,JESSUP,IA,50648,319-827-3344 (TRAVEL CENTER),,,,0,0,0,1,0,0,8TH,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=10623,https://www.truckstopsandservices.com/location_details.php?id=10623,Trucker,kwikstar,41.815361,-90.240727,US 30,,2321 LINCOLN WAY,CLINTON,IA,52732,563-242-9385 (TRAVEL CENTER),563-242-9385 (HEARTY PLATTER CAFE),,,80,0,0,4,4,0,US 67,563-243-8626,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=47024,https://www.truckstopsandservices.com/location_details.php?id=47024,Trucker,kwikstar,43.371195,-92.111828,IA 9,,330 2ND AVE,CRESCO,IA,52136,563-547-5507 (TRAVEL CENTER),,,,0,0,0,6,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=47049,https://www.truckstopsandservices.com/location_details.php?id=47049,Trucker,kwikstar,43.047322,-92.672394,US 218,,1510 S GRAND AVE,CHARLES CITY,IA,50616,641-228-8099 (TRAVEL CENTER),,,,7,0,0,2,0,0,,641-228-8099,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=47026,https://www.truckstopsandservices.com/location_details.php?id=47026,Trucker,kwikstar,41.826659,-90.55197,US 61,,1420 11TH ST,DEWITT,IA,52742,563-659-6500 (TRAVEL CENTER),,,,0,0,0,2,0,0,131,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=18694,https://www.truckstopsandservices.com/location_details.php?id=18694,Trucker,kwikstar,42.788474,-96.173942,US BUS 75,,321 5TH AVE SW,LEMARS,IA,51031,712-548-5228 (TRAVEL CENTER),,,,10,0,0,2,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=18696,https://www.truckstopsandservices.com/location_details.php?id=18696,Trucker,kwikstar,42.483437,-91.469681,IA 13,,1000 W MAIN ST,MANCHESTER,IA,52057,563-927-4100 (TRAVEL CENTER),,,,20,0,0,3,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=47030,https://www.truckstopsandservices.com/location_details.php?id=47030,Trucker,kwikstar,43.040405,-91.390495,US 18,,12801 FALCON AVE,MONONA,IA,52159,563-539-4218 (TRAVEL CENTER),,,,21,0,0,3,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR,location_details.php?id=47025,https://www.truckstopsandservices.com/location_details.php?id=47025,Trucker,kwikstar,41.586166,-90.574214,I-80,,100 W 65TH ST,DAVENPORT,IA,52806,563-386-8458 (TRAVEL CENTER),,,,4,0,0,7,0,0,295-A,,,,,,,,,,,
11,Iowa,KWIK STAR #1071,location_details.php?id=57053,https://www.truckstopsandservices.com/location_details.php?id=57053,Trucker,kwikstar,41.507917,-90.675866,I-280,,13888 118TH AVE,DAVENPORT,IA,52804,563-381-8714,,,,,,,,,,6,,,,,,,,,,,
11,Iowa,KWIK STAR #1165,location_details.php?id=57054,https://www.truckstopsandservices.com/location_details.php?id=57054,Trucker,ind_dealer_1,43.404606,-95.721357,IA 60,,1694 PIERCE AVE,SIBLEY,IA,51249,712-754-2500 (TRAVEL CENTER),,,,10,,,3,0,,51,,,,,,,,,,,
11,Iowa,Kwik Star #1186,location_details.php?id=64312,https://www.truckstopsandservices.com/location_details.php?id=64312,Trucker,,41.67097051,-93.48536584,I-80,,,Altoona,IA,50035,515-320-7114,,,,,,,,,,,,,,,,,,,,,
11,Iowa,KWIK STAR #701,location_details.php?id=54522,https://www.truckstopsandservices.com/location_details.php?id=54522,Trucker,ind_dealer_1,42.67113,-92.336845,US 63,,341 N STATE ST,DENVER,IA,50622,319-984-5242 (TRAVEL CENTER),,,,2,0,0,6,0,0,175,,,,,,,,,,,
11,Iowa,KWIK STAR #710,location_details.php?id=64311,https://www.truckstopsandservices.com/location_details.php?id=64311,Trucker,,41.98740586,-92.58325383,HWY 30,,,Toledo,IA,52342,641-484-4203,,,,,,,,,,,,,,,,,,,,,
11,Iowa,KWIK STAR #712,location_details.php?id=10658,https://www.truckstopsandservices.com/location_details.php?id=10658,Trucker,kwikstar,42.649653,-92.454757,US 218,,811 BARRICK RD,JANESVILLE,IA,50647,319-987-2421 (TRAVEL CENTER),,,,6,0,0,4,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR #732,location_details.php?id=54523,https://www.truckstopsandservices.com/location_details.php?id=54523,Trucker,ind_dealer_1,42.48831,-92.368017,US 63,,324 FLETCHER AVE,WATERLOO,IA,50701,319-233-2989 (TRAVEL CENTER),,,,0,0,0,2,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR #817,location_details.php?id=54524,https://www.truckstopsandservices.com/location_details.php?id=54524,Trucker,kwikstar,43.18472,-91.864456,US 52,,205 N MARYVILLE ST,CALMAR,IA,52132,563-562-3945 (TRAVEL CENTER),,,,2,0,0,4,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR #823,location_details.php?id=54525,https://www.truckstopsandservices.com/location_details.php?id=54525,Trucker,ind_dealer_1,43.26785,-91.475807,IA 9,,101 ROSSVILLE RD,WAUKON,IA,52172,563-568-3327 (TRAVEL CENTER),,,,0,0,0,2,0,0,,,,,,,,,,,,
11,Iowa,KWIK STAR #924,location_details.php?id=54526,https://www.truckstopsandservices.com/location_details.php?id=54526,Trucker,ind_dealer_1,42.453743,-93.818777,US 20,,505 FAIR MEADOW DR,WEBSTER CITY,IA,50595,515-832-7908 (TRAVEL CENTER),,,,0,0,0,3,0,0,140,,,,,,,,,,,
11,Iowa,KWIK STOP,location_details.php?id=10611,https://www.truckstopsandservices.com/location_details.php?id=10611,Trucker,bp-,42.473216,-91.344992,US 20,,110 E JEFFERSON ST,DELAWARE,IA,52036,563-922-2728 (TRAVEL CENTER),,,,15,0,0,3,1,0,,,,,,,,,,,,
11,Iowa,KWIK STOP,location_details.php?id=10634,https://www.truckstopsandservices.com/location_details.php?id=10634,Trucker,bp-,42.45991,-90.674329,US 52,,2150 TWIN VALLEY DR,DUBUQUE,IA,52003,563-583-8011 (TRAVEL CENTER),,,,4,0,0,2,0,0,,,,,,,,,,,,
11,Iowa,KWIK STOP,location_details.php?id=10645,https://www.truckstopsandservices.com/location_details.php?id=10645,Trucker,ind_dealer_1,42.511459,-90.657134,US 61,,1215 E 16TH ST,DUBUQUE,IA,52001,563-557-5180 (TRAVEL CENTER),563-557-5180 (CHAMP'S CHICKEN),,,10,0,0,3,1,0,,563-585-1005,,,,,,,,,,
11,Iowa,KWIK STOP TRUCK STOP,location_details.php?id=10646,https://www.truckstopsandservices.com/location_details.php?id=10646,Trucker,bp-,42.52101,-90.654732,US 61,,2255 KERPER BLVD,DUBUQUE,IA,52001,563-582-8803 (TRAVEL CENTER),,,,10,0,0,4,0,0,,,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #361,location_details.php?id=1916,https://www.truckstopsandservices.com/location_details.php?id=1916,Trucker,loves-travel-stops-country-stores_416x416,41.679747,-92.997452,I-80,,4400 S 22ND AVE E,NEWTON,IA,50208,641-791-2410 (TRAVEL CENTER),641-791-2410 (CHESTER'S FRIED CHICKEN),641-791-2410 (MCDONALD'S),,80,0,0,8,5,3,168,641-791-2438,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #411,location_details.php?id=14886,https://www.truckstopsandservices.com/location_details.php?id=14886,Trucker,loves-travel-stops-country-stores_416x416,41.614215,-93.781642,I-35/80,,11820 HICKMAN RD,CLIVE,IA,50325,515-276-5200 (TRAVEL CENTER),515-276-5200 (DENNY'S),,,280,0,0,14,12,0,125,515-276-7437,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #426,location_details.php?id=47059,https://www.truckstopsandservices.com/location_details.php?id=47059,Trucker,loves-travel-stops-country-stores_416x416,41.495781,-95.452634,I-80,,10 EAST ST,SHELBY,IA,51570,712-207-2441 (TRAVEL CENTER),712-207-2441 (MCDONALDS),712-207-2441 (CHESTERS FRIED CHICKEN),,99,0,0,8,7,2,34,712-207-2452,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #476,location_details.php?id=37633,https://www.truckstopsandservices.com/location_details.php?id=37633,Trucker,loves-travel-stops-country-stores_416x416,41.605863,-90.622452,I-80,,8255 NW BLVD,DAVENPORT,IA,52806,563-386-3466 (TRAVEL CENTER),563-386-3466 (ARBY'S),,,90,0,0,8,5,3,292,563-386-3474,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #479,location_details.php?id=2932,https://www.truckstopsandservices.com/location_details.php?id=2932,Trucker,loves-travel-stops-country-stores_416x416,42.435228,-96.379047,I-29,,2525 SINGING HILLS BLVD,SIOUX CITY,IA,51111,712-224-3675 (TRAVEL CENTER),712-224-3675 (SUBWAY),,,60,0,0,6,4,0,143,712-224-3677,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #670,location_details.php?id=47067,https://www.truckstopsandservices.com/location_details.php?id=47067,Trucker,loves-travel-stops-country-stores_416x416,43.122774,-92.735018,US 18,,100 MONROE ST,FLOYD,IA,50435,641-398-2404 (TRAVEL CENTER),641-398-2404 (SUBWAY),641-398-2404 (GODFATHER'S PIZZA),,85,0,0,8,5,0,,641-398-2408,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #684,location_details.php?id=47064,https://www.truckstopsandservices.com/location_details.php?id=47064,Trucker,loves-travel-stops-country-stores_416x416,42.312006,-93.572733,I-35,,1400 INDUSTRIAL PARK RD,ELLSWORTH,IA,50075,515-836-4800 (TRAVEL CENTER),515-836-4800 (HARDEE'S),,,110,0,0,8,7,2,133,515-836-4829,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #702,location_details.php?id=47066,https://www.truckstopsandservices.com/location_details.php?id=47066,Trucker,loves-travel-stops-country-stores_416x416,42.462433,-92.404111,US 20,,3301 GREYHOUND DR,WATERLOO,IA,50701,319-234-4378 (TRAVEL CENTER),319-234-4378 (WENDY'S),,,68,0,0,7,5,3,227,319-234-4356,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #704,location_details.php?id=47068,https://www.truckstopsandservices.com/location_details.php?id=47068,Trucker,loves-travel-stops-country-stores_416x416,41.046741,-95.826112,I-29,,57964 188TH ST,PACIFIC JUNCTION,IA,51561,712-622-8201 (TRAVEL CENTER),712-622-8201 (SUBWAY),,,84,0,0,6,5,0,35-B,712-622-8111,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #869,location_details.php?id=57642,https://www.truckstopsandservices.com/location_details.php?id=57642,Trucker,loves-travel-stops-country-stores_416x416,42.76648,-96.211827,US 75,,2280 KEY AVENUE,LE MARS,IA,51031,712-539-4016 (TRAVEL CENTER),712-539-4016 (ARBY'S),,,68,0,0,6,5,,116,712-539-4017,,,,,,,,,,
11,Iowa,LOVE'S TRAVEL STOP #882,location_details.php?id=57862,https://www.truckstopsandservices.com/location_details.php?id=57862,Trucker,loves-travel-stops-country-stores_416x416,41.39329,-91.087753,US 61,,2417 GRANDVIEW AVE,MUSCATINE,IA,52761,563-281-0028 (TRAVEL CENTER),563-281-0028 (GODFATHER'S PIZZA),563-281-0028 (CHESTER'S FRIED CHICKEN),,27,,,5,4,,GRANDVIEW AVE,563-281-0029,,,,,,,,,,
11,Iowa,MARKER 126,location_details.php?id=58018,https://www.truckstopsandservices.com/location_details.php?id=58018,Trucker,sinclair_oil_.svg,42.450874,-94.092598,US 20,126,2339 POPLAR AVE,DUNCOMBE,IA,50532,515-206-6324 (TRAVEL CENTER),,,,,,,4,,,,,,,,,,,,,,
11,Iowa,MCDERMOTT OIL (BP),location_details.php?id=10654,https://www.truckstopsandservices.com/location_details.php?id=10654,Trucker,bp-,42.306759,-90.994132,US 151,,1501 1ST AVE E,CASCADE,IA,52033,563-852-3510 (TRAVEL CENTER),563-852-3510 (GODFATHER'S PIZZA),,,20,0,0,4,1,0,77,563-852-7421,,,,,,,,,,
11,Iowa,MEDIAPOLIS FAST BREAK,location_details.php?id=10644,https://www.truckstopsandservices.com/location_details.php?id=10644,Trucker,66gas,41.007181,-91.170237,US 61,,109 WAPELLO ST,MEDIAPOLIS,IA,52637,319-394-3011 (TRAVEL CENTER),,,,12,0,0,2,0,0,,,,,,,,,,,,
11,Iowa,MESKWAKI TRAVEL PLAZA,location_details.php?id=10620,https://www.truckstopsandservices.com/location_details.php?id=10620,Trucker,ind_dealer_1,41.998414,-92.674442,US 30,,1494 US 30,TAMA,IA,52339,641-484-9341 (TRAVEL CENTER),,,,71,0,0,5,5,0,,,,,,,,,,,,
11,Iowa,MID MART,location_details.php?id=10633,https://www.truckstopsandservices.com/location_details.php?id=10633,Trucker,ind_dealer_1,42.578867,-90.932229,US 52,,22755 US 52 N,HOLY CROSS,IA,52053,563-552-2551 (TRAVEL CENTER),,,,24,0,0,3,0,0,,,,,,,,,,,,
11,Iowa,OSCEOLA TRAVEL PLAZA,location_details.php?id=2170,https://www.truckstopsandservices.com/location_details.php?id=2170,Trucker,bp-,41.024796,-93.797881,I-35,,105 AREIL DR,OSCEOLA,IA,50213,641-342-8505 (TRAVEL CENTER),641-342-8505 (ARBY'S),,,0,0,0,5,0,0,33,,,,,,,,,,,
11,Iowa,PETRO & MORE,location_details.php?id=10642,https://www.truckstopsandservices.com/location_details.php?id=10642,Trucker,shell_,41.276613,-91.195723,US 61,,203 S MAIN ST,GRANDVIEW,IA,52752,319-729-9900 (TRAVEL CENTER),319-729-9900 (GODFATHER'S PIZZA),,,3,0,0,3,0,0,,319-729-5033,,,,,,,,,,
11,Iowa,PETRO MART,location_details.php?id=720,https://www.truckstopsandservices.com/location_details.php?id=720,Trucker,66gas,42.027312,-96.125416,I-29,,2650 IOWA AVE,ONAWA,IA,51040,712-433-3283 (TRAVEL CENTER),712-433-3283 (SUBWAY),,,31,0,0,4,3,1,112,,,,,,,,,,,
11,Iowa,PILOT TRAVEL CENTER #1012,location_details.php?id=47032,https://www.truckstopsandservices.com/location_details.php?id=47032,Trucker,pilot,40.981507,-91.538952,US 34,,1300 N GRAND AVE,MOUNT PLEASANT,IA,52641,319-385-1440 (TRAVEL CENTER),319-385-1440 (ARBY'S),319-385-1440 (PJ FRESH),,75,7,7,7,5,0,234,319-385-1182,,3.699,4.259,,,,,,,
11,Iowa,PILOT TRAVEL CENTER #1092,location_details.php?id=47063,https://www.truckstopsandservices.com/location_details.php?id=47063,Trucker,pilot,41.891211,-91.666326,I-380,,8950 EARHART LANE SW,CEDAR RAPIDS,IA,52404,319-848-4351 (TRAVEL CENTER),319-848-4351 (ARBY'S),,,35,5,5,6,3,0,13,319-848-4356,2.959,3.599,4.259,,,,,,,
11,Iowa,PILOT TRAVEL CENTER #131,location_details.php?id=37306,https://www.truckstopsandservices.com/location_details.php?id=37306,Trucker,pilot,41.041343,-93.794172,I-35,,2010 W CLAY ST,OSCEOLA,IA,50213,641-342-8658 (TRAVEL CENTER),641-342-8658 (SUBWAY),,,97,8,8,7,5,0,34,641-342-1782,2.799,3.699,4.259,,,,,,,
11,Iowa,PILOT TRAVEL CENTER #238,location_details.php?id=689,https://www.truckstopsandservices.com/location_details.php?id=689,Trucker,pilot,40.690354,-95.791739,I-29,,2495 210TH AVE,PERCIVAL,IA,51648,712-382-2224 (TRAVEL CENTER),712-382-2477 (SUBWAY),,,50,8,8,7,0,0,10,712-382-1556,2.759,3.759,4.259,,,,,,,
11,Iowa,PILOT TRAVEL CENTER #268,location_details.php?id=17022,https://www.truckstopsandservices.com/location_details.php?id=17022,Trucker,pilot,41.613909,-90.782861,I-80,,2975 N PLAINVIEW RD,WALCOTT,IA,52773,563-284-5074 (TRAVEL CENTER),563-284-5152 (SUBWAY),,,30,0,0,6,2,0,284,563-284-5076,2.699,3.699,4.259,,,,,,,
11,Iowa,PILOT TRAVEL CENTER #329,location_details.php?id=2593,https://www.truckstopsandservices.com/location_details.php?id=2593,Trucker,pilot,41.2352,-95.877834,I-29/80,,2647 S 24TH ST,COUNCIL BLUFFS,IA,51501,712-322-0088 (TRAVEL CENTER),712-322-0370 (ARBY'S),,,80,8,8,8,7,0,1-B,712-322-0236,2.689,3.699,4.259,,,,,,,
