state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Exit,Fax,Phone 2,Unleaded,Diesel,Bulk Def,Propane,Phone 3,https,Phone 4,Phone 5,# of Men's Showers,http,htp,Mile Marker,Road Name,Hours of Operation,Mailing Address
25,Montana,SAVE-RITE SOUTH,location_details.php?id=11383,http://www.rvandtravelers.com/location_details.php?id=11383,RVer,conoco,,,US 2,33934 US 2,LIBBY,MT,59923,406-293-7331,0,,,4,0,0,,,,,,,,,,,,,,,,,,
25,Montana,SAVE-RITE WEST,location_details.php?id=11388,http://www.rvandtravelers.com/location_details.php?id=11388,RVer,conoco,,,US 2,31978 US 2,LIBBY,MT,59923,406-293-3111,0,,,5,0,0,,,,,,,,,,,,,,,,,,
25,Montana,THE CORNER STORE,location_details.php?id=11398,http://www.rvandtravelers.com/location_details.php?id=11398,RVer,ind_dealer_1,,,US 212,106 HOLT ST,BROADUS,MT,59317,406-436-2666 (TRAVEL CENTER),6,0,0,1,0,0,,406-436-2673,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=11381,http://www.rvandtravelers.com/location_details.php?id=11381,RVer,exxon,,,US 2,401 CASCADE ST,WOLF POINT,MT,59201,406-653-3206 (TRAVEL CENTER),0,0,0,6,0,0,4TH AVE,,406-653-3206 (OLD TOWN GRILL),,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=11382,http://www.rvandtravelers.com/location_details.php?id=11382,RVer,exxon,,,US 2,304 S E BOUNDARY ST,BROWNING,MT,59417,406-338-7866 (TRAVEL CENTER),0,0,0,4,0,0,,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=11384,http://www.rvandtravelers.com/location_details.php?id=11384,RVer,exxon,,,US 2,108 NEW YORK ST,CHINOOK,MT,59523,406-357-2365 (TRAVEL CENTER),20,0,0,2,0,0,,406-357-2103,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=11391,http://www.rvandtravelers.com/location_details.php?id=11391,RVer,exxon,,,US 87,520 N E MAIN ST,LEWISTOWN,MT,59457,406-538-2217 (TRAVEL CENTER),5,0,0,3,0,0,,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=11393,http://www.rvandtravelers.com/location_details.php?id=11393,RVer,exxon,,,US 93,1117 N 1ST ST,HAMILTON,MT,59840,406-363-4643 (TRAVEL CENTER),18,0,0,2,0,0,,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=11397,http://www.rvandtravelers.com/location_details.php?id=11397,RVer,exxon,,,US 191,2607 W MAIN ST,BOZEMAN,MT,59715,406-586-8017 (TRAVEL CENTER),0,0,0,2,0,0,19TH ST,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=18689,http://www.rvandtravelers.com/location_details.php?id=18689,RVer,exxon,,,US 93,50667 US 93,POLSON,MT,59860,406-883-9445,0,,,2,0,0,,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=38195,http://www.rvandtravelers.com/location_details.php?id=38195,RVer,exxon,,,I-15,703 N MAIN ST,BOULDER,MT,59632,406-225-4330 (TRAVEL CENTER),15,0,0,3,0,0,164,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=45483,http://www.rvandtravelers.com/location_details.php?id=45483,RVer,exxon,,,I-90,203 N MAIN ST,DEER LODGE,MT,59722,406-846-3710 (TRAVEL CENTER),0,0,0,3,0,0,184,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=45491,http://www.rvandtravelers.com/location_details.php?id=45491,RVer,exxon,,,I-90,415 N WHITEHALL ST,WHITEHALL,MT,59759,406-287-5630 (TRAVEL CENTER),60,0,0,3,1,0,249,406-287-5563,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=45505,http://www.rvandtravelers.com/location_details.php?id=45505,RVer,exxon,,,MAIN ST,418 W MAIN ST,HELENA,MT,59635,406-227-6074 (TRAVEL CENTER),0,0,0,4,0,0,,406-227-7595,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=45506,http://www.rvandtravelers.com/location_details.php?id=45506,RVer,exxon,,,I-90,312 S 1ST AVE,LAUREL,MT,59044,406-628-7576 (TRAVEL CENTER),0,0,0,3,0,0,434,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=45507,http://www.rvandtravelers.com/location_details.php?id=45507,RVer,exxon,,,US 2,1315 MINNESOTA AVE,LIBBY,MT,59923,406-293-2222 (TRAVEL CENTER),15,0,0,4,1,0,,406-293-2222,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=45508,http://www.rvandtravelers.com/location_details.php?id=45508,RVer,conoco,,,I-90,2200 W PARK ST,LIVINGSTON,MT,59047,406-222-5527 (TRAVEL CENTER),20,0,0,6,0,0,333,406-222-5107,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP,location_details.php?id=45509,http://www.rvandtravelers.com/location_details.php?id=45509,RVer,exxon,,,US 93,10955 US 93,LOLO,MT,59847,406-273-2724,0,,,6,0,0,,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP # 0360,location_details.php?id=45484,http://www.rvandtravelers.com/location_details.php?id=45484,RVer,exxon,,,I-15,635 N MONTANA ST,DILLION,MT,59725,406-683-5097 (TRAVEL CENTER),0,0,0,3,0,0,63,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP # 1710,location_details.php?id=45486,http://www.rvandtravelers.com/location_details.php?id=45486,RVer,exxon,,,I-90,1010 N CRAWFORD AVE,HARDIN,MT,59034,406-665-2423 (TRAVEL CENTER),1,0,0,6,0,0,495,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP # 1900,location_details.php?id=45482,http://www.rvandtravelers.com/location_details.php?id=45482,RVer,exxon,,,I-15,215 N MAIN ST,CONRAD,MT,59425,406-278-7971 (TRAVEL CENTER),65,0,0,4,2,0,339,406-278-3048,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP # 4520,location_details.php?id=45485,http://www.rvandtravelers.com/location_details.php?id=45485,RVer,exxon,,,I-94,974 FRONT ST,FORSYTH,MT,59327,406-356-7952 (TRAVEL CENTER),0,0,0,7,0,0,93,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP # 8915,location_details.php?id=38194,http://www.rvandtravelers.com/location_details.php?id=38194,RVer,conoco,,,I-90,1030 HWY 87 E,BILLINGS,MT,59101,406-248-6382 (TRAVEL CENTER),0,0,0,2,0,0,452,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP - BIG TIMBER,location_details.php?id=38193,http://www.rvandtravelers.com/location_details.php?id=38193,RVer,exxon,,,I-90,510 W 1ST AVE,BIG TIMBER,MT,59011,406-932-5349 (TRAVEL CENTER),70,0,0,6,0,0,367,,,,,,,,,,,,,,,,,
25,Montana,TOWN PUMP - FLYING J # 1015,location_details.php?id=45490,http://www.rvandtravelers.com/location_details.php?id=45490,RVer,flying-j-,,,MT 200,3150 S CENTRAL AVE,SIDNEY,MT,59270,406-433-5182 (TRAVEL CENTER),60,0,0,8,9,0,,406-433-5191,,,,,,,pilotflyingj.com/stores/1015,,,,,,16,,,
25,Montana,TOWN PUMP - FLYING J # 923,location_details.php?id=22393,http://www.rvandtravelers.com/location_details.php?id=22393,RVer,flying-j-,,,I-90,2775 OLD HARDIN RD,BILLINGS,MT,59101,406-256-8826 (TRAVEL CENTER),125,0,0,9,9,0,455,,,3.329,3.689,3.849,,,pilotflyingj.com/stores/923,,,,,,,,,
25,Montana,TOWN PUMP - FLYING J #925,location_details.php?id=22398,http://www.rvandtravelers.com/location_details.php?id=22398,RVer,flying-j-,,,I-15,3715 31ST ST,GREAT FALLS,MT,59404,406-761-0052 (TRAVEL CENTER),60,0,0,5,6,0,277,406-761-2599,406-761-0052 (DENNY'S),3.449,3.719,3.849,,,pilotflyingj.com/stores/925,,,,,,,,,
25,Montana,TOWN PUMP - PILOT,location_details.php?id=3364,http://www.rvandtravelers.com/location_details.php?id=3364,RVer,pilot,,,I-90,10800 HWY 287,THREE FORKS,MT,59751,406-285-3807 (TRAVEL CENTER),90,0,0,9,7,0,274,406-285-6976,406-285-3807 (SUBWAY),3.339,3.719,3.849,,,pilotflyingj.com/stores/910,,,,,,,,,
25,Montana,TOWN PUMP - PILOT # 1013,location_details.php?id=45481,http://www.rvandtravelers.com/location_details.php?id=45481,RVer,pilot,,,I-90,561 BUSINESS HUB RD,BELGRADE,MT,59714,406-924-6990 (TRAVEL CENTER),46,0,0,9,5,0,298,406-388-4231,406-924-6990 (BEAR'S DINER),3.349,3.719,3.849,,,pilotflyingj.com/stores/1013,,,,,,,,,
25,Montana,TOWN PUMP - PILOT # 1014,location_details.php?id=45548,http://www.rvandtravelers.com/location_details.php?id=45548,RVer,pilot,,,I-94,73 HWY 16,GLENDIVE,MT,59330,406-377-7500 (TRAVEL CENTER),87,0,0,9,9,0,213,406-377-7502,,3.089,3.449,3.849,,,pilotflyingj.com/stores/1014,,,,,,,,,
25,Montana,TOWN PUMP - PILOT # 905,location_details.php?id=22400,http://www.rvandtravelers.com/location_details.php?id=22400,RVer,pilot,,,I-90,7985 HWY 200,MILLTOWN,MT,59851,406-258-6588 (TRAVEL CENTER),100,0,0,11,11,0,109,406-258-6693,,3.399,3.729,3.849,,,pilotflyingj.com/stores/905,,,,,,,,,
25,Montana,TOWN PUMP - PILOT # 906,location_details.php?id=22396,http://www.rvandtravelers.com/location_details.php?id=22396,RVer,pilot,,,I-90,602 8TH AVE N,COLUMBUS,MT,59019,406-322-4833 (TRAVEL CENTER),150,0,0,8,7,0,408,406-322-5273,,3.329,3.689,3.849,,,pilotflyingj.com/stores/906,,,,,,,,,
25,Montana,TOWN PUMP - PILOT # 907,location_details.php?id=22399,http://www.rvandtravelers.com/location_details.php?id=22399,RVer,pilot,,,I-94,1210 S HAYNES,MILES CITY,MT,59301,406-232-2582 (TRAVEL CENTER),100,0,0,7,6,0,138,406-232-2583,,3.289,3.589,3.849,,,pilotflyingj.com/stores/907,,,,,,,,,
25,Montana,TOWN PUMP - PILOT # 909,location_details.php?id=22401,http://www.rvandtravelers.com/location_details.php?id=22401,RVer,pilot,,,I-15,1350 ROOSEVELT HWY,SHELBY,MT,59474,406-434-5221 (TRAVEL CENTER),70,0,0,10,6,0,363,406-434-7019,,3.469,3.729,3.849,,,pilotflyingj.com/stores/909,,,,,,,,,
25,Montana,TOWN PUMP - PILOT # 915,location_details.php?id=3384,http://www.rvandtravelers.com/location_details.php?id=3384,RVer,pilot,,,I-90,2711 N FRONTAGE RD,BILLINGS,MT,59102,406-238-9823 (TRAVEL CENTER),156,0,0,10,14,0,455,406-245-1542,406-238-9823 (MCDONALD'S),3.329,3.689,3.849,,,pilotflyingj.com/stores/915,,,,,,,,,
25,Montana,TOWN PUMP - PILOT # 916,location_details.php?id=11390,http://www.rvandtravelers.com/location_details.php?id=11390,RVer,pilot,,,US 93/12,11882 US 93,LOLO,MT,59847,406-273-6666 (TRAVEL CENTER),40,0,0,6,1,0,,406-273-3018,406-273-6666 (MCDONALD'S),3.399,3.679,3.849,,,pilotflyingj.com/stores/916,,,,,,,,,
25,Montana,TOWN PUMP - PILOT # 922,location_details.php?id=11386,http://www.rvandtravelers.com/location_details.php?id=11386,RVer,pilot,,,US 2,6102 HWY 2 W,COLUMBIA FALLS,MT,59912,406-892-0747 (TRAVEL CENTER),20,0,0,5,1,0,MT 40,406-892-0747,,3.479,3.739,3.799,,,pilotflyingj.com/stores/922,,,,,,,,,
25,Montana,TOWN PUMP - PILOT #908,location_details.php?id=3362,http://www.rvandtravelers.com/location_details.php?id=3362,RVer,pilot,,,I-90,1000 GRIZZLY TRAIL,ROCKER,MT,59701,406-723-0088 (TRAVEL CENTER),195,0,0,12,10,0,122,406-723-4940,406-723-0088 (MCDONALD'S),3.389,3.729,3.849,,406-723-0088 (ARBY'S),pilotflyingj.com/stores/908,406-723-0088 (SUBWAY),,,,,,,,
25,Montana,TOWN PUMP - PILOT #914,location_details.php?id=23222,http://www.rvandtravelers.com/location_details.php?id=23222,RVer,pilot,,,I-90,8475 HWY 93 N STE B,MISSOULA,MT,59808,406-542-0400 (TRAVEL CENTER),125,0,0,8,14,0,96,406-327-0802,406-542-0400 (MCDONALD'S),3.389,3.729,3.849,,,pilotflyingj.com/stores/914,,,,,,,,,
25,Montana,TOWN PUMP - PILOT #917,location_details.php?id=22397,http://www.rvandtravelers.com/location_details.php?id=22397,RVer,pilot,,,I-15,3100 TRI HILL FRONTAGE RD,GREAT FALLS,MT,59404,406-452-0342 (TRAVEL CENTER),100,0,0,7,5,0,277,406-452-0593,,3.449,3.719,3.849,,,pilotflyingj.com/stores/917,,,,,,,,,
25,Montana,TOWN PUMP - PILOT #924,location_details.php?id=22395,http://www.rvandtravelers.com/location_details.php?id=22395,RVer,flying-j-,,,I-90,112000 ROCKER INTERCHANGE,BUTTE,MT,59701,406-723-4325 (TRAVEL CENTER),65,0,0,8,6,0,220,406-723-8956,,3.379,3.729,3.849,,,pilotflyingj.com/stores/924,,,,,,,,,
25,Montana,TRAIL STAR TRUCK STOP,location_details.php?id=3390,http://www.rvandtravelers.com/location_details.php?id=3390,RVer,sinclair_oil_.svg,,,I-94,11 HWY 16,GLENDIVE,MT,59330,406-377-3901 (TRAVEL CENTER),65,0,0,4,4,0,213,406-377-3901,,,,,,,,,,,,,,,,
25,Montana,TRAVEL CENTERS OF AMERICA #256,location_details.php?id=687,http://www.rvandtravelers.com/location_details.php?id=687,RVer,catscale3,,,I-90,8018 US 93,MISSOULA,MT,59808,406-549-2327 (TRAVEL CENTER),200,2,2,6,7,4,96,406-541-3719,406-549-2327 (COUNTRY PRIDE RESTAURANT),,,,,,www.ta-petro.com/location/mt/ta-missoula,,,,,,,,,
25,Montana,TRAVEL CENTERS OF AMERICA #261,location_details.php?id=2195,http://www.rvandtravelers.com/location_details.php?id=2195,RVer,catscale3,,,I-90,11360 S FRONTAGE RD,LAUREL,MT,59044,406-628-4324 (TRAVEL CENTER),80,6,6,5,4,0,437,406-628-8442,,,,,,,www.ta-petro.com/location/mt/ta-laurel,,,,,,,,,
25,Montana,WEST SIDE SELF SERVICE,location_details.php?id=11389,http://www.rvandtravelers.com/location_details.php?id=11389,RVer,conoco,,,US 2,200 US 2,MALTA,MT,59538,406-654-1406,15,0,0,4,2,0,,406-654-1861,,,,,,,,,,,,,,,,
25,Montana,WHITE OAK C-MART,location_details.php?id=11396,http://www.rvandtravelers.com/location_details.php?id=11396,RVer,exxon,,,US 93,4810 US 93 S,KALISPELL,MT,59901,406-857-2344 (TRAVEL CENTER),0,0,0,3,0,0,,406-857-2216,,,,,,,,,,,,,,,,
25,Montana,YELLOWSTONE TRUCK STOP,location_details.php?id=3736,http://www.rvandtravelers.com/location_details.php?id=3736,RVer,cenex--300_0,,,I-90,1226 US 10 W,LIVINGSTON,MT,59047,406-222-6180 (TRAVEL CENTER),25,0,0,3,2,2,330,406-222-7914,406-222-6180 (YELLOWSTONE DINER),,,,,,,,,,,,,,,
26,a,301 TRUCK STOP,location_details.php?id=12736,http://www.rvandtravelers.com/location_details.php?id=12736,RVer,ind_dealer_1,,,US 301,210 N EASTERN BLVD,FAYETTEVILLE,NC,28301,910-483-0105 (TRAVEL CENTER),0,,,2,0,0,,,,,,,,,,,,,,,,,,
26,a,7 ELEVEN #35560,location_details.php?id=53898,http://www.rvandtravelers.com/location_details.php?id=53898,RVer,exxon,,,NC 16,4808 BROOKSHIRE BLVD,CHARLOTTE,NC,28216,704-394-2501 (TRAVEL CENTER),3,0,0,4,0,0,,,,,,,,,,,,,,,,,,
26,a,7 ELEVEN #35562,location_details.php?id=53899,http://www.rvandtravelers.com/location_details.php?id=53899,RVer,mobil_oil__type,,,US 85,2825 LITTLE ROCK RD,CHARLOTTE,NC,28214,704-395-1674 (TRAVEL CENTER),0,0,0,6,0,0,,,,,,,,,,,,,,,,,,
26,a,7 ELEVEN #35570,location_details.php?id=53900,http://www.rvandtravelers.com/location_details.php?id=53900,RVer,exxon,,,NC 16,5455 BROOKSHIRE BLVD,CHARLOTTE,NC,28216,704-399-5200 (TRAVEL CENTER),0,0,0,4,0,0,,,,,,,,,,,,,,,,,,
26,a,B&D MART,location_details.php?id=12751,http://www.rvandtravelers.com/location_details.php?id=12751,RVer,exxon,,,US 601,4445 NC-27,MIDLAND,NC,28107,704-888-5285 (TRAVEL CENTER),0,,,2,0,0,,,,,,,,,,,,,,,,,,
26,a,BALLPARK #44,location_details.php?id=53948,http://www.rvandtravelers.com/location_details.php?id=53948,RVer,bp-,,,I-40,5477 NC HWY 42,GARNER,NC,27529,919-779-0043 (TRAVEL CENTER),4,0,0,4,0,0,312,,919-779-0043 (SUBWAY),,,,,,,,,,,,,,,
26,a,BALLPARK #45,location_details.php?id=53949,http://www.rvandtravelers.com/location_details.php?id=53949,RVer,bp-,,,US 70,3103 HWY 70 E,SMITHFIELD,NC,27577,919-202-0033 (TRAVEL CENTER),3,0,0,4,0,0,,,,,,,,,,,,,,,,,,
26,a,BIG BOY'S TRUCK STOP,location_details.php?id=340,http://www.rvandtravelers.com/location_details.php?id=340,RVer,shell_,,,I-95,595 BAGLEY RD,KENLY,NC,27542,919-284-4046 (TRAVEL CENTER),150,0,0,9,4,3,105,919-284-4161,919-284-4046 (LOWE MILL),,,,,,,,,,,,,,,
26,a,BIG JIM'S EXPRESS,location_details.php?id=12656,http://www.rvandtravelers.com/location_details.php?id=12656,RVer,exxon,,,NC 33,7564 NC-33,LEGGETT,NC,27886,252-823-5055 (TRAVEL CENTER),18,,,4,0,0,,,,,,,,,,,,,,,,,,
26,a,BILL'S TRUCK STOP,location_details.php?id=365,http://www.rvandtravelers.com/location_details.php?id=365,RVer,ind_dealer_1,,,I-85,1210 SNIDER KINES RD,LINWOOD,NC,27299,336-956-4494 (TRAVEL CENTER),75,0,0,5,2,2,86,336-956-3588,336-956-4494 (BILL'S RESTAURANT),,,,,,,,,,,,,,,
26,a,BP - HASTY MART,location_details.php?id=53950,http://www.rvandtravelers.com/location_details.php?id=53950,RVer,bp-,,,I-85,2056 US HWY 158,OXFORD,NC,27565,919-693-7707 (TRAVEL CENTER),,,,2,,,206,,,,,,,,,,,,,,,,,
26,a,BUNKER HILL,location_details.php?id=453,http://www.rvandtravelers.com/location_details.php?id=453,RVer,valero,,,I-40,3723 OXFORD SCHOOL RD,CATAWBA,NC,28609,828-241-3384 (TRAVEL CENTER),5,0,0,3,0,0,138,,,,,,,,,,,,,,,,,
26,a,C - CHECK,location_details.php?id=461,http://www.rvandtravelers.com/location_details.php?id=461,RVer,bp-,,,I-40,2680 NC 24,WARSAW,NC,28398,910-293-7200 (TRAVEL CENTER),0,,,4,0,0,364,,,,,,,,,,,,,,,,,
26,a,CHARLOTTE TRAVEL PLAZA,location_details.php?id=517,http://www.rvandtravelers.com/location_details.php?id=517,RVer,shell_,,,I-77,4601 SUNSET RD,CHARLOTTE,NC,28216,704-597-7980 (TRAVEL CENTER),75,0,0,6,2,0,16-B,704-876-6026,704-597-7980 (THE GRILL),,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=54091,http://www.rvandtravelers.com/location_details.php?id=54091,RVer,exxon,,,US 501,4604 N ROXBORO ST,DURHAM,NC,27704,919-620-9880 (TRAVEL CENTER),2,0,0,4,0,0,,,,,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=54463,http://www.rvandtravelers.com/location_details.php?id=54463,RVer,circle_k__3774,,,US 1,2219 JEFFERSON DAVIS HWY,SANFORD,NC,27330,919-776-1939 (TRAVEL CENTER),5,0,0,4,0,0,,,,,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=54465,http://www.rvandtravelers.com/location_details.php?id=54465,RVer,circle_k__3774,,,US 1,2206 JEFFERSON DAVIS HWY,SANFORD,NC,27330,919-775-1929 (TRAVEL CENTER),15,0,0,2,0,0,,,919-775-1929 (DAIRY QUEEN),,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=1582,http://www.rvandtravelers.com/location_details.php?id=1582,RVer,circle_k__3774,,,I-95,4940 RALIEGH RD,WILSON,NC,27896,252-237-7200 (TRAVEL CENTER),10,0,0,4,0,0,121,,,,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=12700,http://www.rvandtravelers.com/location_details.php?id=12700,RVer,circle_k__3774,,,US 70,2035 US 70,GOLDSBORO,NC,27530,919-735-3838 (TRAVEL CENTER),7,0,0,4,0,0,,919-735-3838,919-735-3838 (SUBWAY),,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=12703,http://www.rvandtravelers.com/location_details.php?id=12703,RVer,circle_k__3774,,,US 70,5230 US-70,MOREHEAD CITY,NC,28557,252-727-0070 (TRAVEL CENTER),6,,,4,0,0,,,,,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=12745,http://www.rvandtravelers.com/location_details.php?id=12745,RVer,circle_k__3774,,,US 421,1740 E 11TH ST,SILER CITY,NC,27344,919-742-2552 (TRAVEL CENTER),13,0,0,6,0,0,171,,,,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=12747,http://www.rvandtravelers.com/location_details.php?id=12747,RVer,exxon,,,US 421,1130 N HORNER BLVD,SANFORD,NC,27330,919-775-5013 (TRAVEL CENTER),10,0,0,4,0,0,,,,,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=18781,http://www.rvandtravelers.com/location_details.php?id=18781,RVer,shell_,,,I-40,2713 NC 24,WARSAW,NC,28398,910-293-3931 (TRAVEL CENTER),25,0,0,3,0,0,364,,,,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=18788,http://www.rvandtravelers.com/location_details.php?id=18788,RVer,circle_k__3774,,,I-95,402 S CHURCH ST,KENLY,NC,27542,919-284-3199 (TRAVEL CENTER),5,0,0,6,0,0,107,,,,,,,,,,,,,,,,,
26,a,CIRCLE K,location_details.php?id=18790,http://www.rvandtravelers.com/location_details.php?id=18790,RVer,bp-,,,US 70,509 E NEW BERN RD,KINSTON,NC,28504,252-527-8994 (TRAVEL CENTER),20,0,0,6,0,0,,,,,,,,,,,,,,,,,,
26,a,CIRCLE K  #1526,location_details.php?id=54114,http://www.rvandtravelers.com/location_details.php?id=54114,RVer,circle_k__3774,,,I-40,8400 NORCROSS RD,COLFAX,NC,27235,336-992-0682 (TRAVEL CENTER),15,0,0,6,0,0,208,336-992-0682,,,,,,,,,,,,,,,,
26,a,CIRCLE K  #2723487,location_details.php?id=54116,http://www.rvandtravelers.com/location_details.php?id=54116,RVer,circle_k__3774,,,US 17,16 OCEAN HWY W,SUPPLY,NC,28462,910-754-8787 (TRAVEL CENTER),3,0,0,4,0,0,NC 211,,910-754-8787 (SUBWAY),,,,,,,,,,,,,,,
26,a,CIRCLE K  #2723782,location_details.php?id=54117,http://www.rvandtravelers.com/location_details.php?id=54117,RVer,exxon,,,OLD US 421,3001 PLEASANT GARDEN RD,GREENSBORO,NC,27460,336-389-0926 (TRAVEL CENTER),4,0,0,4,0,0,,,,,,,,,,,,,,,,,,
26,a,CITGO FUEL CENTER,location_details.php?id=588,http://www.rvandtravelers.com/location_details.php?id=588,RVer,citgo,,,I-40,3361 FAIRGROVE CHURCH ROAD SE,NEWTON,NC,28658,828-464-9084 (TRAVEL CENTER),3,0,0,4,0,0,128,828-464-1697,,,,,,,,,,,,,,,,
26,a,COUNTRY MARKET TRUCK STOP,location_details.php?id=12739,http://www.rvandtravelers.com/location_details.php?id=12739,RVer,exxon,,,US 321,5724 STARTOWN RD,MAIDEN,NC,28650,828-428-2790 (TRAVEL CENTER),80,0,0,3,0,0,33,828-428-6030,828-428-2790 (COUNTRY MARKET GRILL),,,,,,,,,,,,,,,
26,a,COUNTRY MART,location_details.php?id=12671,http://www.rvandtravelers.com/location_details.php?id=12671,RVer,shell_,,,US 13,4787 NC-11 S,BETHEL,NC,28712,252-758-4202 (TRAVEL CENTER),40,10,10,3,3,0,US 264,,252-758-4202 (SMITTY'S GRILL),,,,,,,,,,,,,,,
26,a,CYNERGIC,location_details.php?id=54190,http://www.rvandtravelers.com/location_details.php?id=54190,RVer,citgo,,,NC 211,742 S MAIN ST,RAEFORD,NC,28376,910-848-4906 (TRAVEL CENTER),8,0,8,2,0,0,,910-848-4906,910-848-4906 (HUNT BROTHERS PIZZA),,,,,,,,,,,,,,,
26,a,DOBBS PLACE,location_details.php?id=770,http://www.rvandtravelers.com/location_details.php?id=770,RVer,ind_dealer_1,,,I-95,2806 W 5TH ST,LUMBERTON,NC,28358,910-738-8882 (TRAVEL CENTER),2,0,0,2,0,0,17,,910-738-8882 (HUDDLE HOUSE),,,,,,,,,,,,,,,
26,a,DOWNEAST TRAVEL CENTER,location_details.php?id=12725,http://www.rvandtravelers.com/location_details.php?id=12725,RVer,ind_dealer_1,,,US 117/13,2600 US 117,GOLDSBORO,NC,27530,984-277-6012 (TRAVEL CENTER),23,0,0,4,6,0,,919-581-9479,,,,,,,,,,,,,,,,
26,a,DUCK THRU,location_details.php?id=12676,http://www.rvandtravelers.com/location_details.php?id=12676,RVer,shell_,,,US 17,1052 US 158,ELIZABETH CITY,NC,27909,252-771-6501 (TRAVEL CENTER),8,,,3,0,0,US 158,,,,,,,,,,,,,,,,,
26,a,DUCK THRU #7,location_details.php?id=54220,http://www.rvandtravelers.com/location_details.php?id=54220,RVer,shell_,,,US 258,117 N MAIN ST,RICH SQUARE,NC,27869,252-539-2155 (TRAVEL CENTER),,,,2,,,,,,,,,,,,,,,,,,,,
26,a,DUCK THRU FOOD STORE #01,location_details.php?id=54221,http://www.rvandtravelers.com/location_details.php?id=54221,RVer,shell_,,,US BUS 158,602 W MAIN ST,MURFREESBORO,NC,27855,252-398-5831 (TRAVEL CENTER),,,,1,,,,,,,,,,,,,,,,,,,,
26,a,DUCK THRU FOOD STORE #21,location_details.php?id=54222,http://www.rvandtravelers.com/location_details.php?id=54222,RVer,ind_dealer_1,,,US 13,125 US 13-17 S,WINDSOR,NC,27983,252-794-3378 (TRAVEL CENTER),2,0,0,2,0,0,,,,,,,,,,,,,,,,,,
26,a,DUCK THRU FOOD STORE #26,location_details.php?id=54223,http://www.rvandtravelers.com/location_details.php?id=54223,RVer,ind_dealer_1,,,US 11,208 E CHURCH ST,LEWISTON WOODVILLE,NC,27849,252-348-2555 (TRAVEL CENTER),5,0,0,4,0,0,,,,,,,,,,,,,,,,,,
26,a,DUCK THRU FOOD STORE #41,location_details.php?id=54224,http://www.rvandtravelers.com/location_details.php?id=54224,RVer,ind_dealer_1,,,US 17,964 OCEAN HWY S,HERFORD,NC,27944,252-426-7811 (TRAVEL CENTER),5,0,0,4,0,0,,,252-426-7811 (CHAMP'S CHICKEN),,,,,,,,,,,,,,,
26,a,DUCK THRU FUEL STOP,location_details.php?id=12646,http://www.rvandtravelers.com/location_details.php?id=12646,RVer,shell_,,,NC 11,401 W NC-561,AHOSKIE,NC,27910,252-332-2221 (TRAVEL CENTER),15,0,0,6,0,0,,,,,,,,,,,,,,,,,,
26,a,EAGLE XPRESS,location_details.php?id=12728,http://www.rvandtravelers.com/location_details.php?id=12728,RVer,ind_dealer_1,,,US 220,2301 US HWY 220,STOKESDALE,NC,27357,336-445-0127 (TRAVEL CENTER),50,0,0,4,0,0,NORTH,336-445-0126,336-445-0127 (KRISPY KRUNCHY CHICKEN),,,,,,,,,,,,,,,
