state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Exit,Street Address,City,State,Postal Code,Phone,Phone 2,Phone 3,Fax,Diesel,Bulk Def,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Unleaded,Phone 4,Phone 5,# of Men's Showers,Propane,http,Hours of Operation,Road Name,https,Mile Marker,Mailing Address
45,Texas,LOVE'S TRAVEL STOP #836,location_details.php?id=56679,https://www.truckstopsandservices.com/location_details.php?id=56679,Trucker,loves-travel-stops-country-stores_416x416,31.509325,-93.845469,US 87 N,.4 MI SE OF PONDEROSA LN,12182 HWY 87 N,DALHART,TX,79022,806-244-0050 (TRAVEL CENTER),806-244-0050 (GODFATHER'S PIZZA),806-244-0050 (CHESTER'S),806-244-0071,,,77,0,0,5,4,0,,,,,,,,,,,
45,Texas,LOVE'S TRAVEL STOP #853,location_details.php?id=53611,https://www.truckstopsandservices.com/location_details.php?id=53611,Trucker,loves-travel-stops-country-stores_416x416,31.840939,-103.11046,TX 302,CR 313,674 E TX 302,KERMIT,TX,79745,432-586-2777 (TRAVEL CENTER),432-586-2777 (MCDONALD'S),432-586-2777 (CHESTER'S FRIED CHICKEN),,,,87,0,0,7,8,,,,,,,,,,,,
45,Texas,LOVE'S TRAVEL STOP #862,location_details.php?id=59422,https://www.truckstopsandservices.com/location_details.php?id=59422,Trucker,loves-travel-stops-country-stores_416x416,38.4501,-105.15714,I-35,65,1963 S IH 35,COTULLA,TX,78014,830-879-7101 (TRAVEL CENTER),830-879-7101 (ARBY'S),,830-879-7102,,,110,,,9,8,,,,,,,,,,,,
45,Texas,LUCKY 7 QUICK STOP,location_details.php?id=47524,https://www.truckstopsandservices.com/location_details.php?id=47524,Trucker,conoco,32.006405,-96.432579,I-45,225,6011 N FWY SERVICE RD,CORSICANA,TX,75109,903-872-9719 (TRAVEL CENTER),,,,,,10,0,0,5,2,0,,,,,,,,,,,
45,Texas,LUCKY J'S TRAVEL PLAZA,location_details.php?id=47545,https://www.truckstopsandservices.com/location_details.php?id=47545,Trucker,valero,31.599231,-96.156143,I-45,189,680 I-45,TEAGUE,TX,75860,903-389-9097 (TRAVEL CENTER),,,,,,25,0,0,5,3,0,,,,,,,,,,,
45,Texas,LULING MINI MART,location_details.php?id=1933,https://www.truckstopsandservices.com/location_details.php?id=1933,Trucker,valero,29.653005,-97.659659,I-10,628,2130 S MAGNOLIA AVE,LULING,TX,19007,830-875-0068 (TRAVEL CENTER),,,,,,0,,,2,0,0,,,,,,,,,,,
45,Texas,M-N-J GROCERY,location_details.php?id=47663,https://www.truckstopsandservices.com/location_details.php?id=47663,Trucker,valero,30.294176,-97.257866,US 290,,1606 US-290,MCDADE,TX,78650,512-273-0203 (TRAVEL CENTER),,,,,,0,,,3,0,0,,,,,,,,,,,
45,Texas,MAIN STREET MARKET,location_details.php?id=47786,https://www.truckstopsandservices.com/location_details.php?id=47786,Trucker,ind_dealer_1,31.559282,-102.996342,I-20,73,600 O'BRIEN ST,WICKETT,TX,79788,432-943-2042 (TRAVEL CENTER),432-943-2042 (WESTERN SIZZLIN),,432-943-2123,,,55,0,0,4,4,0,,,,,,,,,,,
45,Texas,MAIN STREET MARKET,location_details.php?id=38319,https://www.truckstopsandservices.com/location_details.php?id=38319,Trucker,ind_dealer_1,32.415892,-96.659391,I-45,258,6201 I-45 S,PALMER,TX,75152,972-449-3572 (TRAVEL CENTER),972-449-3572 (SUBWAY),,972-449-3475,,,35,0,0,7,2,0,,,,,,,,,,,
45,Texas,MAIN STREET MARKET,location_details.php?id=53860,https://www.truckstopsandservices.com/location_details.php?id=53860,Trucker,shell_,31.81249,-102.433381,I-20,112,5934 I-20 W,ODESSA,TX,79763,432-381-5569 (TRAVEL CENTER),432-381-5569 (DUNKIN' DONUTS),432-381-5569 (JIMMY JOHN'S),,,,10,0,0,4,4,0,,,,,,,,,,,
45,Texas,MAIN STREET MARKET,location_details.php?id=47775,https://www.truckstopsandservices.com/location_details.php?id=47775,Trucker,ind_dealer_1,31.915847,-102.215335,I-20,126,10400 I-20 E,MIDLAND,TX,79706,432-563-0017 (TRAVEL CENTER),,,,,,100,0,0,5,2,0,,,,,,,,,,,
45,Texas,MAINSTREET MARKET,location_details.php?id=47525,https://www.truckstopsandservices.com/location_details.php?id=47525,Trucker,texaco-,31.449297,-96.077735,I-45,178,2431 W COMMERCE ST,BUFFALO,TX,75831,903-322-4009 (TRAVEL CENTER),,,903-322-3422,,,5,0,0,4,0,0,,,,,,,,,,,
45,Texas,MAINSTREET MARKET,location_details.php?id=12255,https://www.truckstopsandservices.com/location_details.php?id=12255,Trucker,gulf-,31.649064,-96.800261,US 84,,10269 US 84,PRAIRIE HILL,TX,76678,254-344-2727 (TRAVEL CENTER),,,,,,3,0,0,2,1,0,,,,,,,,,,,
45,Texas,MAINSTREET MARKET,location_details.php?id=47517,https://www.truckstopsandservices.com/location_details.php?id=47517,Trucker,gulf-,31.900968,-97.091708,I-35,359,1221 N PECAN ST,ABBOT,TX,76621,254-582-8511 (TRAVEL CENTER),,,254-582-3666,,,10,0,0,5,3,0,,,,,,,,,,,
45,Texas,MAINSTREET MARKET,location_details.php?id=18884,https://www.truckstopsandservices.com/location_details.php?id=18884,Trucker,texaco-,29.497384,-98.197993,I-10,593,14425 I-10 FRONTAGE RD,SCHERTZ,TX,78514,210-659-4612 (TRAVEL CENTER),210-659-4612 (CHESTER'S FRIED CHICKEN),,,,,15,0,0,4,0,0,,,,,,,,,,,
45,Texas,MALLORY MART,location_details.php?id=19122,https://www.truckstopsandservices.com/location_details.php?id=19122,Trucker,shell_,32.647309,-96.532432,US 175,,600 E MALLOY BRIDGE RD,SEAGOVILLE,TX,75159,972-287-9300 (TRAVEL CENTER),972-287-9300 (JACK IN THE BOX),,,,,0,0,0,5,0,0,,,,,,,,,,,
45,Texas,MARLOW'S FUEL CENTER,location_details.php?id=1980,https://www.truckstopsandservices.com/location_details.php?id=1980,Trucker,ind_dealer_1,32.684904,-96.621675,I-20,479,11810 C F HAWN FWY,DALLAS,TX,75253,972-557-0119 (TRAVEL CENTER),,,972-286-3780,,,0,0,0,3,0,0,,,,,,,,,,,
45,Texas,MAVERICK TRUCK STOP,location_details.php?id=47784,https://www.truckstopsandservices.com/location_details.php?id=47784,Trucker,chevron,32.606451,-98.110961,I-20,386,14100  US-281,SANTO,TX,76472,940-769-2263 (TRAVEL CENTER),940-769-2263 (TACO CASA),940-769-2263 (MAVERICK GRILL),940-769-2313,,,30,0,0,6,0,0,,,,,,,,,,,
45,Texas,MAX-A-MART,location_details.php?id=12207,https://www.truckstopsandservices.com/location_details.php?id=12207,Trucker,ind_dealer_1,32.881756,-95.761733,US 69,,894 N TEXAS ST,EMORY,TX,75440,903-473-2180 (TRAVEL CENTER),,,,,,0,0,0,1,0,0,,,,,,,,,,,
45,Texas,MCDONALD'S FUEL STOP,location_details.php?id=1993,https://www.truckstopsandservices.com/location_details.php?id=1993,Trucker,shell_,32.668987,-96.149859,I-20,509,11468 I-20,TERRELL,TX,75161,972-563-9581 (TRAVEL CENTER),,,,,,25,,,4,2,0,,,,,,,,,,,
45,Texas,MCHARD MART,location_details.php?id=54690,https://www.truckstopsandservices.com/location_details.php?id=54690,Trucker,76,29.58105,-95.43128,TX 8,,16950 S POST OAK RD,HOUSTON,TX,77053,281-416-9887 (TRAVEL CENTER),,,,,,50,50,50,3,0,0,,,,,,,,,,,
45,Texas,MEYER'S KWIK STOP,location_details.php?id=12352,https://www.truckstopsandservices.com/location_details.php?id=12352,Trucker,chevron,32.390271,-97.914833,US 377,,8315 US 377,TOLAR,TX,76476,254-835-4636 (TRAVEL CENTER),254-835-4636 (HUNT BROTHERS PIZZA),254-835-4636 (MEYER'S DELI),,,,6,0,0,3,0,0,,,,,,,,,,,
45,Texas,MIDWAY,location_details.php?id=12424,https://www.truckstopsandservices.com/location_details.php?id=12424,Trucker,exxon,30.33034,-95.285107,TX 105,,18321 STATE HWY 105,CLEVELAND,TX,77328,281-592-0214 (TRAVEL CENTER),,,,,,0,0,0,3,0,0,,,,,,,,,,,
45,Texas,MIDWAY TRUCK STOP,location_details.php?id=12358,https://www.truckstopsandservices.com/location_details.php?id=12358,Trucker,ind_dealer_1,33.240215,-97.349127,US 380,,17605 US HWY 380 W,PONDER,TX,76259,940-482-6768 (TRAVEL CENTER),,,,,,10,0,0,5,0,0,,,,,,,,,,,
45,Texas,MINIT-MART,location_details.php?id=12302,https://www.truckstopsandservices.com/location_details.php?id=12302,Trucker,shell_,28.751815,-100.496726,US 277,,3165 DEL RIO BLVD,EAGLE PASS,TX,78852,830-773-2230 (TRAVEL CENTER),830-773-2230 (CHAMPS CHICKEN),,,,,50,0,0,3,2,0,,,,1,,,,,,,
45,Texas,MOODY'S FUEL MART,location_details.php?id=47574,https://www.truckstopsandservices.com/location_details.php?id=47574,Trucker,shell_,29.852426,-95.187646,BELTWAY 8,,8835 E SAM HOUSTON PKWY N,HOUSTON,TX,77044,281-436-0600 (TRAVEL CENTER),,,,,,0,,,3,0,0,,,,,,,,,,,
45,Texas,MOODY'S TRAVEL PLAZA,location_details.php?id=12426,https://www.truckstopsandservices.com/location_details.php?id=12426,Trucker,valero,29.698866,-95.072707,TX 225,,9119 HWY 225,LAPORTE,TX,77571,281-542-5300 (TRAVEL CENTER),281-542-5300 (SUBWAY),281-542-5300 (CHESTER'S FRIED CHICKEN),281-542-5301,,,50,0,0,6,3,0,,,,,,,,,,,
45,Texas,MORGAN OIL FUEL STOP,location_details.php?id=12166,https://www.truckstopsandservices.com/location_details.php?id=12166,Trucker,chevron,31.65422,-94.68052,US 59,,4919 NW STALLINGS DR,NACOGDOCHES,TX,75964,936-560-0558 (TRAVEL CENTER),,,,,,85,,,5,2,0,,,,,,,,,,,
45,Texas,MOTU TRUCK STOP,location_details.php?id=54724,https://www.truckstopsandservices.com/location_details.php?id=54724,Trucker,chevron,29.713741,-95.185273,TX 225,,2117 PASADENA FWY,PASADENA,TX,77506,832-538-1966 (TRAVEL CENTER),832-538-1966 (SIMPLY GREEK),,832-509-9597,,,18,0,18,5,3,0,,,,,,,,,,,
45,Texas,MR ZIP,location_details.php?id=47795,https://www.truckstopsandservices.com/location_details.php?id=47795,Trucker,shell_,30.008188,-97.138805,TX 71,,247 TX-71 E,SMITHVILLE,TX,78957,512-360-4267 (TRAVEL CENTER),,,512-360-4267,,,3,0,0,2,0,0,,,,,,,,,,,
45,Texas,MUD CREEK COUNTRY STORE,location_details.php?id=54727,https://www.truckstopsandservices.com/location_details.php?id=54727,Trucker,valero,31.010634,-96.510013,US 79,,1870 W HWY 79,FRANKLIN,TX,77856,979-828-0031 (TRAVEL CENTER),,,,,,15,0,0,3,0,0,,,,,,,,,,,
45,Texas,NEW DEAL TRUCK STOP,location_details.php?id=2103,https://www.truckstopsandservices.com/location_details.php?id=2103,Trucker,ind_dealer_1,33.737503,-101.839433,I-27,14,101 E MAIN ST,NEW DEAL,TX,79350,806-746-4866 (TRAVEL CENTER),,,,,,30,0,0,4,2,0,,,,,,,,,,,
45,Texas,NEW WAY TRUCK STOP,location_details.php?id=12212,https://www.truckstopsandservices.com/location_details.php?id=12212,Trucker,valero,31.274594,-94.572762,US 69,,461 S HWY 69,HUNTINGTON,TX,75949,936-876-4452 (TRAVEL CENTER),,,,,,10,,,2,0,0,,,,,,,,,,,
45,Texas,NORMANDY FUEL STOP,location_details.php?id=54742,https://www.truckstopsandservices.com/location_details.php?id=54742,Trucker,citgo,29.77257,-95.205116,I-10,778,12823 EAST FWY,HOUSTON,TX,77015,713-450-2972 (TRAVEL CENTER),,,713-450-3990,,,0,0,0,4,0,0,,,,,,,,,,,
45,Texas,NU TIME TRUCK STOP,location_details.php?id=12284,https://www.truckstopsandservices.com/location_details.php?id=12284,Trucker,mobil_oil__type,31.97452,-95.286317,US 175,,729 FRANKSTON ST,JACKSONVILLE,TX,75766,903-589-5477 (TRAVEL CENTER),,,,,,0,,,2,0,0,,,,,,,,,,,
45,Texas,O'LUCKY,location_details.php?id=12169,https://www.truckstopsandservices.com/location_details.php?id=12169,Trucker,shell_,30.856364,-94.853617,US 59,,11960 US-59,LIVINGSTON,TX,77351,936-398-4200 (TRAVEL CENTER),,,,,,0,0,0,2,0,0,,,,,,,,,,,
45,Texas,OAK BRANCH,location_details.php?id=47608,https://www.truckstopsandservices.com/location_details.php?id=47608,Trucker,shell_,28.337106,-98.028683,I-37,56,4030 HWY 59,GEORGE WEST,TX,78022,361-449-1290 (TRAVEL CENTER),,,,,,10,,,3,0,0,,,,,,,,,,,
45,Texas,OASIS,location_details.php?id=2154,https://www.truckstopsandservices.com/location_details.php?id=2154,Trucker,valero,32.482729,-95.5224,I-20,548,14773 TX-110,LINDALE,TX,75771,903-882-9711 (TRAVEL CENTER),,,,,,5,,,4,0,0,,,,,,,,,,,
45,Texas,OASIS GRAND PARKWAY,location_details.php?id=48396,https://www.truckstopsandservices.com/location_details.php?id=48396,Trucker,ind_dealer_1,29.726138,-94.917312,FM 99,,4160 E GRAND PKWY S,BAYTOWN,TX,77523,281-918-0630 (TRAVEL CENTER),,,,,,38,0,0,5,3,0,,,,,,,,,,,
45,Texas,OASIS TRAVEL PLAZA,location_details.php?id=54748,https://www.truckstopsandservices.com/location_details.php?id=54748,Trucker,shell_,29.264435,-95.449753,TX 288,,22679 N TX 288,ANGLETON,TX,77515,281-595-2111 (TRAVEL CENTER),281-595-2111 (KRISPY KRUNCHY CHICKEN),281-595-2111 (COUNTRY BBQ),281-595-3666,,,37,0,0,5,3,0,,,,2,,,,,,,
45,Texas,OASIS TRUCK STOP,location_details.php?id=47791,https://www.truckstopsandservices.com/location_details.php?id=47791,Trucker,shell_,29.825756,-94.349351,TX 73,,25590 TX-73,WINNIE,TX,77665,409-296-2029 (TRAVEL CENTER),,,409-296-2148,,,15,0,0,5,0,0,,,,,,,,,,,
45,Texas,OASIS TRUCK STOP,location_details.php?id=12196,https://www.truckstopsandservices.com/location_details.php?id=12196,Trucker,shell_,35.942556,-100.370453,US 60,,11141 US HWY 60,CANADIAN,TX,79014,806-323-8133 (TRAVEL CENTER),,,,,,25,0,0,2,0,0,,,,,,,,,,,
45,Texas,OLIVER'S PLACE,location_details.php?id=54752,https://www.truckstopsandservices.com/location_details.php?id=54752,Trucker,texaco-,31.469463,-98.56855,US 84,,1170 US 84,GOLDTHWAITE,TX,76844,325-648-2277 (TRAVEL CENTER),,,,,,10,0,0,2,0,0,,,,,,,,,,,
45,Texas,ONE STOP,location_details.php?id=47542,https://www.truckstopsandservices.com/location_details.php?id=47542,Trucker,valero,28.346798,-99.614254,US 83,,19682 US-83,CATARINA,TX,78836,830-999-3350 (TRAVEL CENTER),,,,,,25,0,0,8,0,0,,,,,,,,,,,
45,Texas,ONE9 DEALER,location_details.php?id=59052,https://www.truckstopsandservices.com/location_details.php?id=59052,Trucker,one9fuelcenter,32.6724479,-96.9682249,I-20,458,4880 MOUNTAIN CREEK PKWY,DALLAS,TX,75236,972-709-7560,,,,,,12,,,3,0,,,,,,,,,,,,
45,Texas,PANOLA PINES PLAZA,location_details.php?id=54763,https://www.truckstopsandservices.com/location_details.php?id=54763,Trucker,mobil_oil__type,32.147883,-94.325299,US 59,,2360 US-59,CARTHAGE,TX,75633,903-263-0586 (TRAVEL CENTER),,,,,,50,0,0,5,3,0,,,,,,,,,,,
45,Texas,PAPA KEITH'S TRAVEL CENTER,location_details.php?id=12368,https://www.truckstopsandservices.com/location_details.php?id=12368,Trucker,sunoco,30.849506,-95.405932,TX 19,,3748 TX-19,RIVERSIDE,TX,77320,936-594-3930 (TRAVEL CENTER),,,,,,15,0,0,3,0,0,,,,,,,,,,,
45,Texas,PARADISE QUICK STOP,location_details.php?id=47696,https://www.truckstopsandservices.com/location_details.php?id=47696,Trucker,exxon,33.47559,-94.408162,I-30,201,900 N MCCOY BLVD,NEW BOSTON,TX,75570,903-628-6070 (TRAVEL CENTER),903-628-6070 (BURGER KING),,,,,4,0,0,2,0,0,,,,,,,,,,,
45,Texas,PARK PLACE TRAVEL PLAZA,location_details.php?id=47790,https://www.truckstopsandservices.com/location_details.php?id=47790,Trucker,exxon,29.776815,-96.10686,I-10,723,5168 I-10 FRONTAGE RD,SEALY,TX,77474,979-885-2401 (TRAVEL CENTER),979-885-2401 (SUBWAY),,,,,25,5,5,6,1,0,,,,,,,,,,,
45,Texas,PATS TRAVEL CENTER,location_details.php?id=12395,https://www.truckstopsandservices.com/location_details.php?id=12395,Trucker,exxon,29.674039,-95.028037,TX 146,,904 W BARBOURS CUT BLVD,LA PORTE,TX,77571,281-842-7200 (TRAVEL CENTER),281-842-7200 (PAT'S EATS),,281-941-4330,,,72,0,72,7,4,3,,,,,,,,,,,
45,Texas,PETRO CARL'S CORNER TRUCK STOP - BILL ATER JR.,location_details.php?id=478,https://www.truckstopsandservices.com/location_details.php?id=478,Trucker,petro,32.079918,-97.055017,I-35E,374,101 CORNELIUS S RD,CARL'S CORNER,TX,76645,254-714-3000 (TRAVEL CENTER),254-714-3000 (IRON SKILLET),,254-714-3001,,,119,0,0,11,7,2,,,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #301,location_details.php?id=2262,https://www.truckstopsandservices.com/location_details.php?id=2262,Trucker,petro,31.658717,-106.242384,I-10,37,1295 HORIZON BLVD,EL PASO,TX,79927,915-790-4529 (TRAVEL CENTER),915-859-1906 (IRON SKILLET),,915-790-4524,,,290,10,10,12,15,6,,,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #302,location_details.php?id=2265,https://www.truckstopsandservices.com/location_details.php?id=2265,Trucker,petro,32.73802,-97.76452,I-20,409,2001 SANTA FE DR,WEATHERFORD,TX,76086,817-599-9411 (TRAVEL CENTER),817-594-0245 (IRON SKILLET),,817-598-5524,,,275,10,10,12,16,5,,,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #304,location_details.php?id=2264,https://www.truckstopsandservices.com/location_details.php?id=2264,Trucker,petro,30.037039,-94.154624,I-10,848,5405 WALDEN RD,BEAUMONT,TX,77705,409-842-9600 (TRAVEL CENTER),409-842-9600 (BLACK BEAR DINER),,409-842-7228,,,275,40,40,12,13,4,,,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #305,location_details.php?id=2263,https://www.truckstopsandservices.com/location_details.php?id=2263,Trucker,petro,29.436802,-98.380567,I-10,582,1112 ACKERMAN RD,SAN ANTONIO,TX,78219,210-661-9416 (TRAVEL CENTER),210-661-8419 (IRON SKILLET),,210-662-5325,,,250,30,30,12,13,7,,,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #307 - EVAN BUDDY HASTON,location_details.php?id=2266,https://www.truckstopsandservices.com/location_details.php?id=2266,Trucker,petro,35.19047,-101.742704,I-40,75,8500 E I-40,AMARILLO,TX,79118,806-372-4899 (TRAVEL CENTER),806-372-4899 (IRON SKILLET),,806-378-3607,,,280,10,10,12,22,5,,,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #394,location_details.php?id=2193,https://www.truckstopsandservices.com/location_details.php?id=2193,Trucker,petro,28.900355,-99.115915,I-35,101,110 I-35 FRONTAGE RD,PEARSALL,TX,78061,830-334-8222 (TRAVEL CENTER),830-334-8222 (BURGER KING),,830-334-2420,,,175,10,10,8,10,5,,,,,,,,,,,
45,Texas,PETROLEUM WHOLESALE,location_details.php?id=47788,https://www.truckstopsandservices.com/location_details.php?id=47788,Trucker,ind_dealer_1,29.762509,-96.152066,I-10,720,2100 TX-36,SEALY,TX,77474,979-885-2592 (TRAVEL CENTER),,,979-885-4134,,,4,0,0,4,0,0,,,,,,,,,,,
45,Texas,PETROLEUM WHOLESALE,location_details.php?id=53865,https://www.truckstopsandservices.com/location_details.php?id=53865,Trucker,gulf-,32.720408,-97.533064,I-30,2,12113 CAMP BOWIE W BLVD,ALEDO,TX,76008,817-560-8000 (TRAVEL CENTER),,,817-560-7786,,,0,0,0,4,0,0,,,,,,,,,,,
45,Texas,PETROMART #111,location_details.php?id=54784,https://www.truckstopsandservices.com/location_details.php?id=54784,Trucker,ind_dealer_1,29.828838,-94.802157,I-10,803,8110 S FM 565 RD,BAYTOWN,TX,77523,409-745-4332 (TRAVEL CENTER),,,,,,,,,4,,,,,,,,,,,,,
45,Texas,PICO PROPANE & FUELS,location_details.php?id=47783,https://www.truckstopsandservices.com/location_details.php?id=47783,Trucker,66gas,26.152142,-97.958167,US 83,,809 S INTERNATIONAL BLVD,WESLACO,TX,78599,956-968-3154 (TRAVEL CENTER),,,,,,0,0,0,2,0,0,,,,,,,,,,,
45,Texas,PILOT DEALER #1287,location_details.php?id=59059,https://www.truckstopsandservices.com/location_details.php?id=59059,Trucker,pilot,32.5248605,-95.6371839,I-20,540,133 FM 314,VAN,TX,75790,903-963-2300,,,903-963-2302,3.299,4.359,106,,,10,8,,,,,,,,,,,,
45,Texas,Pilot Travel Center,location_details.php?id=64791,https://www.truckstopsandservices.com/location_details.php?id=64791,Trucker,,32.44057144,-95.13768905,I-20,,,Tyler,TX,75708,903-877-0808,,,,,,,,,,,,,,,,,,,,,,
45,Texas,Pilot Travel Center,location_details.php?id=64812,https://www.truckstopsandservices.com/location_details.php?id=64812,Trucker,,31.84414,-103.10408,HWY 302,,,Kermit,TX,79745,432-538-4660,,,,,,,,,,,,,,,,,,,,,,
45,Texas,Pilot Travel Center,location_details.php?id=64822,https://www.truckstopsandservices.com/location_details.php?id=64822,Trucker,,32.464223,-97.26461,I-35W,,,Burleson,TX,76009,817-783-3917,,,,,,,,,,,,,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1001,location_details.php?id=47509,https://www.truckstopsandservices.com/location_details.php?id=47509,Trucker,pilot,31.191025,-101.449292,US 67,,1310 E US-67,BIG LAKE,TX,76932,325-884-2609 (TRAVEL CENTER),325-884-2609 (TACO BELL),,325-884-2708,3.699,4.359,50,0,0,6,6,0,2.799,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1002,location_details.php?id=47768,https://www.truckstopsandservices.com/location_details.php?id=47768,Trucker,pilot,28.471534,-98.546984,TX 16,,3080 N TX 16,TILDEN,TX,78072,361-274-1558 (TRAVEL CENTER),361-274-1558 (SUBWAY),361-274-1558 (CINNABON),361-274-1562,,,50,5,5,6,5,0,,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1003,location_details.php?id=47565,https://www.truckstopsandservices.com/location_details.php?id=47565,Trucker,pilot,34.435819,-100.232258,US 287,,2301 AVE F NW,CHILDRESS,TX,79201,940-937-8769 (TRAVEL CENTER),940-937-8769 (ARBY'S),940-937-8769 (CINNABON),940-937-8768,3.759,4.359,86,5,5,7,7,0,2.599,940-937-8769 (PJ FRESH),,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1006,location_details.php?id=47680,https://www.truckstopsandservices.com/location_details.php?id=47680,Trucker,pilot,30.505202,-99.776614,I-10,456,2342 N MAIN ST,JUNCTION,TX,76849,325-446-2085 (TRAVEL CENTER),,,325-446-3247,3.699,4.359,74,5,5,8,7,0,2.699,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1023,location_details.php?id=47654,https://www.truckstopsandservices.com/location_details.php?id=47654,Trucker,pilot,31.3175053,-94.69882,US 69/LOOP 287,,1920 E DENMAN AVE,LUFKIN,TX,75901,936-899-7101 (TRAVEL CENTER),936-899-7101 (MOE'S SOUTHWEST GRILL),936-899-7101 (CINNABON),936-899-7106,3.699,4.359,47,5,5,7,4,0,2.559,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1025,location_details.php?id=47798,https://www.truckstopsandservices.com/location_details.php?id=47798,Trucker,pilot,29.7716,-95.124779,I-10,783,102 S SHELDON RD,CHANNELVIEW,TX,77530,281-457-1435 (TRAVEL CENTER),281-457-1435 (CINNABON),,281-457-1459,3.259,4.359,88,5,5,7,7,0,,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1026,location_details.php?id=47561,https://www.truckstopsandservices.com/location_details.php?id=47561,Trucker,pilot,28.510399,-99.84809,US 83,,1045 S HWY 83,CARRIZO SPRINGS,TX,78834,830-876-9754 (TRAVEL CENTER),830-876-9754 (CINNABON),,830-876-9768,,,75,5,5,6,7,0,,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1027,location_details.php?id=47766,https://www.truckstopsandservices.com/location_details.php?id=47766,Trucker,pilot,35.236743,-102.429908,I-40,36,6555 US 385,VEGA,TX,79092,806-267-0011 (TRAVEL CENTER),806-267-0011 (CINNABON),,806-267-0021,3.359,4.359,81,5,5,8,7,0,2.669,,,,2.999,,,,,,
45,Texas,PILOT TRAVEL CENTER #1028,location_details.php?id=47521,https://www.truckstopsandservices.com/location_details.php?id=47521,Trucker,pilot,31.448246,-96.078521,I-45,178,2605 W COMMERCE ST,BUFFALO,TX,75831,903-322-9034 (TRAVEL CENTER),903-322-9034 (TACO BELL),,903-322-9047,3.399,4.359,96,10,10,8,7,0,2.679,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1054,location_details.php?id=47686,https://www.truckstopsandservices.com/location_details.php?id=47686,Trucker,pilot,30.034045,-97.68664,US 183,,10700 US 183 N,MUSTANG RIDGE,TX,78610,512-398-3070 (TRAVEL CENTER),512-398-3070 (MCDONALD'S),,512-398-3423,3.399,4.359,28,5,5,4,2,0,2.799,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1059,location_details.php?id=47785,https://www.truckstopsandservices.com/location_details.php?id=47785,Trucker,pilot,29.694763,-96.90074,I-10,674,709 US-77 SCHULENBURG,SCHULENBURG,TX,78956,979-743-2547 (TRAVEL CENTER),979-743-2547 (TACO BELL),979-743-2547 (CINNABON),979-743-2694,3.399,4.359,76,5,5,8,7,0,2.699,979-743-2547 (AUNTIE ANNE'S),,,2.699,,,,,,
45,Texas,PILOT TRAVEL CENTER #1083,location_details.php?id=47739,https://www.truckstopsandservices.com/location_details.php?id=47739,Trucker,pilot,36.331184,-102.074389,US 54,,100 S POPLAR ST,STRATFORD,TX,79084,806-396-1035 (TRAVEL CENTER),806-396-1035 (SUBWAY),806-396-1035 (PJ FRESH),806-396-1061,3.499,4.359,25,10,10,7,4,0,2.599,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1108,location_details.php?id=47800,https://www.truckstopsandservices.com/location_details.php?id=47800,Trucker,pilot,32.801666,-97.03112,W TRINITY BLVD,,3206 W TRINITY BLVD,GRAND PRAIRIE,TX,76155,972-237-7905 (TRAVEL CENTER),972-237-7905 (DUNKIN' DONUTS EXPRESS),,972-237-7952,2.789,4.099,4,0,0,4,0,0,2.799,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1134,location_details.php?id=47803,https://www.truckstopsandservices.com/location_details.php?id=47803,Trucker,pilot,31.827328,-103.910468,US 285,,3752 US 285,ORLA,TX,79770,432-273-0079 (TRAVEL CENTER),432-273-0079 (PJ FRESH),,432-273-0028,3.659,4.359,35,0,0,6,4,0,3.159,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1135,location_details.php?id=47804,https://www.truckstopsandservices.com/location_details.php?id=47804,Trucker,pilot,27.211483,-98.142057,US 281,,1419 US 281,FALFURRIAS,TX,78355,361-325-1166 (TRAVEL CENTER),361-325-1166 (PJ FRESH),,361-325-1171,3.299,4.359,56,5,5,5,3,0,2.499,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1140,location_details.php?id=47805,https://www.truckstopsandservices.com/location_details.php?id=47805,Trucker,pilot,33.102451,-97.471239,US 287,,8221 US 287,RHOME,TX,76078,817-636-5630 (TRAVEL CENTER),817-636-5630 (PJ FRESH),,817-636-5634,3.299,4.359,80,5,5,6,5,2,2.799,,,,,,,,,,
