state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Exit,Street Address,City,State,Postal Code,Phone,Phone 2,Phone 3,Fax,Hours of Operation,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Unleaded,Diesel,Bulk Def,# of Men's Showers,Propane,Phone 4,Phone 5,Mile Marker,Road Name,Mailing Address,https,http
49,Wisconsin,PILOT TRAVEL CENTER #164,location_details.php?id=18397,https://www.truckstopsandservices.com/location_details.php?id=18397,Trucker,pilot,43.79752,-90.051495,I-90/94,69,1101 GATEWAY AVE,MAUSTON,WI,53948,608-847-3321 (TRAVEL CENTER),608-847-5378 (WENDY'S),,608-847-3316,,95,7,7,7,7,0,2.779,3.299,4.259,,,,,,,,,
49,Wisconsin,PILOT TRAVEL CENTER #289,location_details.php?id=18400,https://www.truckstopsandservices.com/location_details.php?id=18400,Trucker,pilot,42.52705,-88.98049,I-39/90/43,185-A/1,3001 MILWAUKEE RD,BELOIT,WI,53511,608-364-3644 (TRAVEL CENTER),608-364-3648 (TACO BELL),,608-364-3643,,55,0,0,8,5,0,,3.799,4.259,,,,,,,,,
49,Wisconsin,PILOT TRAVEL CENTER #324,location_details.php?id=18403,https://www.truckstopsandservices.com/location_details.php?id=18403,Trucker,pilot,42.779442,-87.950896,I-94,329,13712 NORTHWESTERN AVE,FRANKSVILLE,WI,53126,262-835-2292 (TRAVEL CENTER),262-835-2417 (ARBY'S),,262-835-2564,,80,8,8,7,5,0,2.979,3.559,4.259,,,,,,,,,
49,Wisconsin,PILOT TRAVEL CENTER #40,location_details.php?id=18394,https://www.truckstopsandservices.com/location_details.php?id=18394,Trucker,pilot,42.871621,-87.942519,I-94,322,2031 W RYAN RD,OAK CREEK,WI,53154,414-761-0939 (TRAVEL CENTER),414-761-2175 (SUBWAY),,414-761-0165,,150,20,20,10,9,0,3.079,3.559,4.259,,,,,,,,,
49,Wisconsin,PINE CONE TRAVEL PLAZA,location_details.php?id=2600,https://www.truckstopsandservices.com/location_details.php?id=2600,Trucker,shell_,43.089553,-88.762129,I-94,267,685 LINMARE LANE,JOHNSON CREEK,WI,53038,920-699-2766 (TRAVEL CENTER),920-699-2767 (PINE CONE RESTAURANT),,920-699-8171,,70,,,6,4,0,,,,,,,,,,,,
49,Wisconsin,PINE RIDGE MOBIL STATION,location_details.php?id=54796,https://www.truckstopsandservices.com/location_details.php?id=54796,Trucker,mobil_oil__type,45.178374,-89.653034,WI 64,,3350 E MAIN ST,MERRILL,WI,54452,715-536-3455 (TRAVEL CENTER),715-536-3455 (ARBY'S),,715-536-9399,,0,0,0,8,0,0,,,,,,,,,,,,
49,Wisconsin,PIONEER TRAVEL MART,location_details.php?id=2605,https://www.truckstopsandservices.com/location_details.php?id=2605,Trucker,mobil_oil__type,43.887626,-89.484764,I-39,113,32 N PIONEER PARK RD,WESTFIELD,WI,53964,262-330-0298 (TRAVEL CENTER),,,,,10,,,4,0,0,,,,,,,,,,,,
49,Wisconsin,PIONEER TRAVEL PLAZA,location_details.php?id=11946,https://www.truckstopsandservices.com/location_details.php?id=11946,Trucker,bp-,43.282196,-88.19839,I-41,60,3230 PIONEER RD,RICHFIELD,WI,53076,262-628-3344 (TRAVEL CENTER),262-628-2695 (MCDONALD'S),,262-628-4076,,200,0,0,5,3,0,,,,,,,,,,,,
49,Wisconsin,PLAINFIELD BP,location_details.php?id=2621,https://www.truckstopsandservices.com/location_details.php?id=2621,Trucker,bp-,44.213028,-89.521307,I-39,136,N6481 5TH AVE,PLAINFIELD,WI,54966,715-335-6568 (TRAVEL CENTER),,,,,5,,,2,0,0,,,,,,,,,,,,
49,Wisconsin,PLAINFIELD TRAVEL PLAZA,location_details.php?id=2623,https://www.truckstopsandservices.com/location_details.php?id=2623,Trucker,citgo,44.212302,-89.526906,I-39,136,N6466 FRONTAGE RD,PLAINFIELD,WI,54966,715-335-7339 (TRAVEL CENTER),715-335-4800 (SUBWAY),,715-335-6688,,25,,,5,2,0,,,,,,,,,,,,
49,Wisconsin,PLAINVIEW TRAVEL CENTER,location_details.php?id=11954,https://www.truckstopsandservices.com/location_details.php?id=11954,Trucker,mobil_oil__type,43.947544,-88.584981,US 41,113,1500 PLAINVIEW DR,OSHKOSH,WI,54904,920-426-2641 (TRAVEL CENTER),,,920-426-6330,,10,,,4,4,0,,,,,,,,,,,,
49,Wisconsin,PLEASANT SPRING TRAVEL PLAZA,location_details.php?id=48423,https://www.truckstopsandservices.com/location_details.php?id=48423,Trucker,bp-,42.997115,-89.201299,I-90,147,2763 COUNTY HWY N,COTTAGE GROVE,WI,53527,608-877-0525 (TRAVEL CENTER),,,,,10,0,0,8,4,0,,,,,,,,,,,,
49,Wisconsin,Pleasant Spring Travel Plaza,location_details.php?id=64890,https://www.truckstopsandservices.com/location_details.php?id=64890,Trucker,,42.99852,-89.20107,I-90,,,Stoughton,WI,53527,608-873-0504,,,,,,,,,,,,,,,,,,,,,,
49,Wisconsin,PRENTICE TRAVEL CENTER,location_details.php?id=11919,https://www.truckstopsandservices.com/location_details.php?id=11919,Trucker,cenex--300_0,45.548641,-90.311663,US 8,,5375 GRANBERG RD,PRENTICE,WI,54556,715-428-2360 (TRAVEL CENTER),,,715-428-2325,,35,,,4,2,0,,,,,,,,,,,,
49,Wisconsin,PROVISION PARTNERS CO-OP,location_details.php?id=12007,https://www.truckstopsandservices.com/location_details.php?id=12007,Trucker,cenex--300_0,44.45319,-90.132005,WI 13,,8315 STATE HWY 13,PITTSVILLE,WI,54466,715-884-2501 (TRAVEL CENTER),,,715-884-6301,,20,,,3,1,0,,,,,,,,,,,,
49,Wisconsin,QUARRY MART,location_details.php?id=54824,https://www.truckstopsandservices.com/location_details.php?id=54824,Trucker,mobil_oil__type,43.11247,-88.20826,WI 74,,N52W23206 W LISBON RD,SUSSEX,WI,53089,262-246-1999 (TRAVEL CENTER),262-246-1999 (HARD ROCK GRILL),,262-246-4899,,2,0,0,3,0,0,,,,,,,,,,,,
49,Wisconsin,QUICK MART,location_details.php?id=591,https://www.truckstopsandservices.com/location_details.php?id=591,Trucker,shell_,43.798637,-87.768848,I-43,128,4912 VANGUARD DR,SHEBOYGAN,WI,53083,920-828-1070 (TRAVEL CENTER),,,,,31,0,0,4,2,0,,,,,,,,,,,,
49,Wisconsin,QUILLIN'S ISLAND,location_details.php?id=54838,https://www.truckstopsandservices.com/location_details.php?id=54838,Trucker,bp-,43.85949,-91.263634,I-90,2,201 SKY HARBOR DR,LA CROSSE,WI,54603,608-783-6603 (TRAVEL CENTER),,,608-783-6198,,1,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,R STORE #25,location_details.php?id=54840,https://www.truckstopsandservices.com/location_details.php?id=54840,Trucker,ind_dealer_1,44.52248,-89.515183,US 10,,5485 US 10,STEVENS POINT,WI,54481,715-345-9839 (TRAVEL CENTER),,,,,5,0,0,3,0,0,,,,,,,,,,,,
49,Wisconsin,R STORE #42,location_details.php?id=54841,https://www.truckstopsandservices.com/location_details.php?id=54841,Trucker,bp-,44.491028,-89.808146,WI 34,,6773 HWY 34,RUDOLPH,WI,54475,715-435-3450 (TRAVEL CENTER),,,,,2,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,R-STORE,location_details.php?id=11992,https://www.truckstopsandservices.com/location_details.php?id=11992,Trucker,ind_dealer_1,45.105994,-88.033792,US 141,,4057 BUSINESS 141 N,POUND,WI,54161,920-897-3232 (TRAVEL CENTER),,,,,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,R-STORE #11,location_details.php?id=54881,https://www.truckstopsandservices.com/location_details.php?id=54881,Trucker,bp-,44.85834,-89.625122,I-39,185,1790 CO RD XX,ROTHSCHILD,WI,54474,715-359-3113 (TRAVEL CENTER),,,,,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,RAILWAY JUNCTION FAST STOP,location_details.php?id=54847,https://www.truckstopsandservices.com/location_details.php?id=54847,Trucker,bp-,44.21295,-88.153236,WI 32,,N8914 STATE HWY 57,BRILLION,WI,54123,920-989-3250 (TRAVEL CENTER),920-989-3250 (RAILWAY JUNCTION CAFE),,920-989-3250,,15,0,0,3,1,0,,,,,,,,,,,,
49,Wisconsin,RAPID MART,location_details.php?id=12047,https://www.truckstopsandservices.com/location_details.php?id=12047,Trucker,bp-,43.320523,-88.321419,WI 60,,2712 W SUMNER ST,HARTFORD,WI,53027,262-673-6079 (TRAVEL CENTER),,,,,24,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,REMINGTON OIL,location_details.php?id=11924,https://www.truckstopsandservices.com/location_details.php?id=11924,Trucker,bp-,45.63192,-89.433944,US 8,,669 W KEMP ST,RHINELANDER,WI,54501,715-362-4144 (TRAVEL CENTER),,,,,0,0,0,3,0,0,,,,,,,,,,,,
49,Wisconsin,REMINGTON'S FUELTOWN,location_details.php?id=19212,https://www.truckstopsandservices.com/location_details.php?id=19212,Trucker,ind_dealer_1,45.110246,-89.153669,US 45,,2305 US 45 S,ANTIGO,WI,54409,715-623-4515 (TRAVEL CENTER),,,,,30,,,4,1,0,,,,,,,,,,,,
49,Wisconsin,RIVER CITIES TRAVEL PLAZA,location_details.php?id=11952,https://www.truckstopsandservices.com/location_details.php?id=11952,Trucker,citgo,45.0856,-87.648514,US 41,,2700 CLEVELAND AVE,MARINETTE,WI,54143,715-732-9620 (TRAVEL CENTER),715-732-9860 (TASTEBUDS SMOKEHOUSE & SPIRITS),,715-732-9741,,30,,,4,0,0,,,,,,,,,,,,
49,Wisconsin,RIVER COUNTRY PLAZA,location_details.php?id=19216,https://www.truckstopsandservices.com/location_details.php?id=19216,Trucker,cenex--300_0,44.934789,-91.146506,WI 29,91,641 S WI 27,CADOTT,WI,54727,715-289-3953 (TRAVEL CENTER),,,,,58,,,5,6,0,,,,,,,,,,,,
49,Wisconsin,RIVER VALLEY MOBIL,location_details.php?id=11933,https://www.truckstopsandservices.com/location_details.php?id=11933,Trucker,mobil_oil__type,43.18855,-90.068103,US 14,,E4986 US-14,SPRING GREEN,WI,53588,608-588-2561 (TRAVEL CENTER),,,608-588-2562,,10,,,3,0,0,,,,,,,,,,,,
49,Wisconsin,ROAD RANGER TRAVEL CENTER,location_details.php?id=2779,https://www.truckstopsandservices.com/location_details.php?id=2779,Trucker,roadranger2019,42.790304,-88.389939,I-43,38,1946 ENERGY DR,EAST TROY,WI,53120,815-315-4979 (TRAVEL CENTER),815-315-4979 (SUBWAY),,847-232-1186,,20,0,0,3,1,0,,,,,,,,,,,,
49,Wisconsin,ROAD RANGER TRAVEL CENTER,location_details.php?id=18406,https://www.truckstopsandservices.com/location_details.php?id=18406,Trucker,roadranger2019,42.997295,-89.199417,I-90,147,2762 COUNTY HWY N,COTTAGE GROVE,WI,53589,815-580-4842 (TRAVEL CENTER),815-580-4842 (SUBWAY),,608-873-1610,,30,0,0,5,2,0,,,,,,,,,,,,
49,Wisconsin,ROAD RANGER TRAVEL CENTER,location_details.php?id=18409,https://www.truckstopsandservices.com/location_details.php?id=18409,Trucker,roadranger2019,43.96436,-90.375098,I-90/94/39,48,102 E WOODY DR,OAKDALE,WI,54660,815-209-9040 (TRAVEL CENTER),815-209-9040 (SUBWAY),,608-374-2001,,60,,,8,5,0,,,,,,,,,,,,
49,Wisconsin,ROTE OIL,location_details.php?id=47750,https://www.truckstopsandservices.com/location_details.php?id=47750,Trucker,citgo,43.124717,-88.026442,91ST ST,,5931 N 91ST ST,MILWAUKEE,WI,53225,414-462-6632 (TRAVEL CENTER),,,,,8,,,4,0,0,,,,,,,,,,,,
49,Wisconsin,SARATOGA MINI MART,location_details.php?id=12008,https://www.truckstopsandservices.com/location_details.php?id=12008,Trucker,shell_,44.313653,-89.810504,WI 13,,8810 STATE HWY 13,WISCONSIN RAPIDS,WI,54494,715-325-2233 (TRAVEL CENTER),,,715-325-6033,,10,,,2,0,0,,,,,,,,,,,,
49,Wisconsin,SOUTHWEST MART,location_details.php?id=11997,https://www.truckstopsandservices.com/location_details.php?id=11997,Trucker,citgo,42.540356,-90.437518,WI 11,,3525 N PERCIVAL ST,HAZEL GREEN,WI,53811,608-854-2533 (TRAVEL CENTER),,,,,20,0,0,4,0,0,,,,,,,,,,,,
49,Wisconsin,SPARTA TRAVEL CENTER,location_details.php?id=2969,https://www.truckstopsandservices.com/location_details.php?id=2969,Trucker,bp-,43.943225,-90.770161,I-90,28,4105 THEATER RD,SPARTA,WI,54656,608-269-3277 (TRAVEL CENTER),608-269-1131 (LA BAMBA RESTAURANT & CANTINA),,608-269-3275,,20,,,5,2,0,,,,,,,,,,,,
49,Wisconsin,SPEEDWAY,location_details.php?id=3002,https://www.truckstopsandservices.com/location_details.php?id=3002,Trucker,speedwaygas,42.524085,-88.985575,I-39/90/43,185-A/1,2781 MILWAUKEE RD,BELOIT,WI,53511,608-364-1917 (TRAVEL CENTER),,,,,0,0,0,6,0,0,,,,,,,,,,,,
49,Wisconsin,SPEEDWAY,location_details.php?id=11918,https://www.truckstopsandservices.com/location_details.php?id=11918,Trucker,speedwaygas,45.397375,-92.561036,US 8,,1960 US 8,ST. CROIX FALLS,WI,54024,715-483-9080 (TRAVEL CENTER),,,,,15,,,5,0,0,,,,,,,,,,,,
49,Wisconsin,SPEEDWAY,location_details.php?id=57086,https://www.truckstopsandservices.com/location_details.php?id=57086,Trucker,speedwaygas,44.201515,-88.484357,I-41,133,670 N GREEN BAY RD,NEENAH,WI,54956,920-486-2902,,,920-486-2903,,,,,,,,,,,,,,,,,,,
49,Wisconsin,SPEEDWAY #4100,location_details.php?id=54975,https://www.truckstopsandservices.com/location_details.php?id=54975,Trucker,speedwaygas,43.00926,-87.966807,S 43RD STREET,BURNHAM ST,4225 W BURNHAM ST,WEST MILWAUKEE,WI,53215,414-645-9077 (TRAVEL CENTER),,,,,,,,3,,,,,,,,,,,,,,
49,Wisconsin,SPEEDWAY #4214,location_details.php?id=54976,https://www.truckstopsandservices.com/location_details.php?id=54976,Trucker,speedwaygas,43.11842,-88.059742,US 45,46,11800 W SILVER SPRING DR,MILWAUKEE,WI,53225,414-462-9655 (TRAVEL CENTER),,,,,,,,4,,,,,,,,,,,,,,
49,Wisconsin,SPEEDWAY #4533,location_details.php?id=54979,https://www.truckstopsandservices.com/location_details.php?id=54979,Trucker,speedwaygas,43.04281,-89.353763,US 12,264,2500 ROYAL AVE,MONONA,WI,53713,608-221-0328 (TRAVEL CENTER),,,,,,,,2,,,,,,,,,,,,,,
49,Wisconsin,STRETCH TRUCK STOP,location_details.php?id=11956,https://www.truckstopsandservices.com/location_details.php?id=11956,Trucker,bp-,43.805739,-88.495541,US 41,101,565 N PIONEER RD,FOND DU LAC,WI,54937,920-921-1500 (TRAVEL CENTER),920-923-7834 (THE STRETCH RESTAURANT),,920-933-3760,,100,,,6,5,0,,,,,,,,,,,,
49,Wisconsin,SUAMICO CITGO,location_details.php?id=11961,https://www.truckstopsandservices.com/location_details.php?id=11961,Trucker,citgo,44.634582,-88.043577,US 41,,1535 SUNSET BEACH RD,SUAMICO,WI,54173,920-434-7072 (TRAVEL CENTER),,,,,10,,,4,0,0,,,,,,,,,,,,
49,Wisconsin,SUNSET BP,location_details.php?id=55132,https://www.truckstopsandservices.com/location_details.php?id=55132,Trucker,bp-,44.26753,-88.928368,US 10,,E6003 US HWY 10 & 110,WEYAUWEGA,WI,54983,920-867-3171 (TRAVEL CENTER),,,,,,,,3,0,,,,,,,,,,,,,
49,Wisconsin,SUPER AMERICA #4523,location_details.php?id=3003,https://www.truckstopsandservices.com/location_details.php?id=3003,Trucker,super-america-,44.578806,-91.209797,I-94,88,50645 RADCLIFF ST,OSSEO,WI,54758,715-597-3222 (TRAVEL CENTER),,,,,5,,,4,0,0,,,,,,,,,,,,
49,Wisconsin,SUPER SHELL,location_details.php?id=47756,https://www.truckstopsandservices.com/location_details.php?id=47756,Trucker,shell_,44.927963,-90.315232,WI 29,132,1210 N DIVISION ST,COLBY,WI,54421,715-223-6788 (TRAVEL CENTER),715-223-6063 (HARDEE'S),715-223-3878 (SUBWAY),,,10,0,0,3,0,0,,,,,,,,,,,,
49,Wisconsin,SWETZ COUNTRY CORNER MART,location_details.php?id=55154,https://www.truckstopsandservices.com/location_details.php?id=55154,Trucker,bp-,44.61384,-89.916725,US 10,,3912 HWY P,BLENKER,WI,54415,715-652-2404,,,,,5,0,0,6,0,0,,,,,,,,,,,,
49,Wisconsin,SYNGERY COOPERATIVE CENEX WEST,location_details.php?id=11984,https://www.truckstopsandservices.com/location_details.php?id=11984,Trucker,cenex--300_0,45.510276,-91.764897,US 53,,2022 CENEX DR,RICE LAKE,WI,54868,715-736-0800 (TRAVEL CENTER),715-736-7827 (SUBWAY),,,,7,,,3,0,0,,,,,,,,,,,,
49,Wisconsin,THE BADGER QUICK STOP,location_details.php?id=11943,https://www.truckstopsandservices.com/location_details.php?id=11943,Trucker,bp-,45.510276,-91.764897,US 41,,3011 LAWE ST,KAUKAUNA,WI,54130,920-766-4747 (TRAVEL CENTER),,,715-736-0800,,35,0,0,6,0,0,,,,,,,,,,,,
49,Wisconsin,THE BUNK HOUSE,location_details.php?id=3274,https://www.truckstopsandservices.com/location_details.php?id=3274,Trucker,mobil_oil__type,43.885106,-90.145205,I-90/94/39,61,1700 E BRIDGE ST,NEW LISBON,WI,53950,608-562-6000 (TRAVEL CENTER),,,608-562-6999,,70,,,6,8,0,,,,,,,,,,,,
49,Wisconsin,THE STORE,location_details.php?id=55175,https://www.truckstopsandservices.com/location_details.php?id=55175,Trucker,ind_dealer_1,44.85602,-88.047096,US 141,,5070 US 141 S,STILES,WI,54153,920-834-9890 (TRAVEL CENTER),920-834-9890 (A & W),,,,6,0,0,4,0,0,,,,,,,,,,,,
49,Wisconsin,THE STORE #60,location_details.php?id=55176,https://www.truckstopsandservices.com/location_details.php?id=55176,Trucker,ind_dealer_1,44.88924,-89.573898,WI 29,173,4005 WESTVIEW BLVD,WESTON,WI,54476,715-355-8939 (TRAVEL CENTER),715-355-8939 (SUBWAY),,,,0,0,0,3,0,0,,,,,,,,,,,,
49,Wisconsin,THE STORE #61,location_details.php?id=55177,https://www.truckstopsandservices.com/location_details.php?id=55177,Trucker,ind_dealer_1,44.93254,-89.665939,US 51,190,2409 N MOUNTAIN RD,WAUSAU,WI,54401,715-842-9778 (TRAVEL CENTER),715-842-9778 (SUBWAY),,,,4,0,0,4,0,0,,,,,,,,,,151101 CR NN,,
49,Wisconsin,TOAD'S COVE,location_details.php?id=55188,https://www.truckstopsandservices.com/location_details.php?id=55188,Trucker,bp-,44.070496,-91.454291,WI 93,WI 54,W25128 WI 54,TREMPEALEAU,WI,54661,608-539-2683 (TRAVEL CENTER),,,,,8,0,0,3,0,0,,,,,,,,,,,,
49,Wisconsin,TRAVEL CENTERS OF AMERICA #050,location_details.php?id=3230,https://www.truckstopsandservices.com/location_details.php?id=3230,Trucker,catscale3,43.174992,-89.32537,I-39/90/94,132,5901 HWY 51,DEFOREST,WI,53532,608-249-9000 (TRAVEL CENTER),608-249-9000 (POPEYE'S),608-249-9000 (DELI EXPRESS),608-246-0359,,118,16,16,8,9,4,,,,,,,,,,,,
49,Wisconsin,TRAVEL CENTERS OF AMERICA #071,location_details.php?id=16646,https://www.truckstopsandservices.com/location_details.php?id=16646,Trucker,catscale3,42.713859,-88.980044,I-90/39,171-B,3222 US 14 E,JANESVILLE,WI,53547-8218,608-752-8700 (TRAVEL CENTER),608-752-8700 (WENDY'S),,680-752-4604,,85,10,10,8,4,4,,,,,,,,,,,,
49,Wisconsin,TRAVEL CENTERS OF AMERICA #192,location_details.php?id=16643,https://www.truckstopsandservices.com/location_details.php?id=16643,Trucker,catscale3,44.966445,-92.679488,I-94,4,713 US 12,HUDSON,WI,54016-0630,715-386-5835 (TRAVEL CENTER),715-386-5835 (COUNTRY PRIDE RESTAURANT),,715-386-1149,,86,24,24,6,8,2,,,,,,,,,,,,
49,Wisconsin,TRAVEL CENTERS OF AMERICA EXPRESS #431,location_details.php?id=1241,https://www.truckstopsandservices.com/location_details.php?id=1241,Trucker,taexpress,44.577915,-91.200973,I-94,88,12613 GUNDERSON RD,OSSEO,WI,54758,715-597-2353 (TRAVEL CENTER),715-597-2194 (OSSEO FAMILY RESTAURANT),715-597-2194 (HUNT BROTHERS PIZZA),715-597-2387,,150,0,0,8,6,0,,,,,,,,,,,,
49,Wisconsin,TREGO TRAVEL CENTER,location_details.php?id=11987,https://www.truckstopsandservices.com/location_details.php?id=11987,Trucker,mobil_oil__type,45.899526,-91.829832,US 53/63,,W5741 COUNTY HWY E,TREGO,WI,54888,715-635-4933 (TRAVEL CENTER),715-635-4800 (SUBWAY),,715-635-6967,,50,0,0,4,2,0,,,,,,,,,,,,
49,Wisconsin,TRI-PAR QWIK STOP,location_details.php?id=55202,https://www.truckstopsandservices.com/location_details.php?id=55202,Trucker,ind_dealer_1,43.3818,-87.946665,I-43,96,305 W DEKORA ST,SAUKVILLE,WI,53080,262-284-6100 (TRAVEL CENTER),,,,,4,0,0,3,0,0,,,,,,,,,,,,
49,Wisconsin,TRUCKERS INN,location_details.php?id=3536,https://www.truckstopsandservices.com/location_details.php?id=3536,Trucker,shell_,43.184746,-89.323586,I-39/90/94,132,6162 US 51,DEFOREST,WI,53532,608-246-3040 (TRAVEL CENTER),608-249-8778 (PINE CONE),,608-246-3046,,157,20,20,5,8,3,,,,,,,,,,,,
49,Wisconsin,ULTIMART #165,location_details.php?id=55215,https://www.truckstopsandservices.com/location_details.php?id=55215,Trucker,mobil_oil__type,44.03724,-88.163614,WI 52,WI 37,613 N MADISON ST,CHILTON,WI,53014,920-849-4741 (TRAVEL CENTER),920-849-4741 (PICCADILLY PIZZA),,920-849-4741,,0,0,0,1,0,0,,,,,,,,,,,,
49,Wisconsin,VILLAGE MART,location_details.php?id=55238,https://www.truckstopsandservices.com/location_details.php?id=55238,Trucker,ind_dealer_1,43.32355,-88.17303,US 45,63,W213 N16770 GLEN BROOKE DR,JACKSON,WI,53037,262-677-3072,,,262-677-4906,,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,VILLAGE MART,location_details.php?id=3615,https://www.truckstopsandservices.com/location_details.php?id=3615,Trucker,bp-,44.346929,-87.839047,I-43,171,630 DEPERE RD,DENMARK,WI,54208,920-863-2127 (TRAVEL CENTER),,,,,15,,,4,0,2,,,,,,,,,,,,
49,Wisconsin,WAUPACA MOBIL AUTO & TRUCK CENTER,location_details.php?id=11927,https://www.truckstopsandservices.com/location_details.php?id=11927,Trucker,mobil_oil__type,44.356095,-89.119457,US 10,,1222 W FULTON ST,WAUPACA,WI,54981,715-942-0001 (TRAVEL CENTER),,,715-258-9548,,26,0,0,4,4,0,,,,,,,,,,,,
49,Wisconsin,WAUTOMA PIT STOP,location_details.php?id=12050,https://www.truckstopsandservices.com/location_details.php?id=12050,Trucker,ind_dealer_1,44.076053,-89.296335,WI 73,,613 W MAIN ST,WAUTOMA,WI,54982,920-787-4424 (TRAVEL CENTER),,,,,5,,,2,0,0,,,,,,,,,,,,
49,Wisconsin,WEBER'S BP,location_details.php?id=12044,https://www.truckstopsandservices.com/location_details.php?id=12044,Trucker,bp-,43.956718,-88.108274,WI 57,,2305 CALUMET DR,NEW HOLSTEIN,WI,53061,920-898-1301 (TRAVEL CENTER),,,,,10,,,2,0,0,,,,,,,,,,,,
49,Wisconsin,WEBER'S QUICK STOP,location_details.php?id=12045,https://www.truckstopsandservices.com/location_details.php?id=12045,Trucker,bp-,43.732878,-87.939613,WI 57,,3250 COUNTY HWY PP,PLYMOUTH,WI,53073,920-893-9681 (TRAVEL CENTER),,,920-893-9681,,50,,,4,0,0,,,,,,,,,,,,
49,Wisconsin,WEILER C-STORE,location_details.php?id=55251,https://www.truckstopsandservices.com/location_details.php?id=55251,Trucker,ind_dealer_1,44.65475,-90.146118,WI 13,,2401 E 5TH ST,MARSHFIELD,WI,54449,715-384-8055 (TRAVEL CENTER),,,,,6,0,0,4,0,0,,,,,,,,,,,,
49,Wisconsin,WEST ULTIMART,location_details.php?id=55255,https://www.truckstopsandservices.com/location_details.php?id=55255,Trucker,shell_,43.85288,-88.85951,WI 23,WI 49,1105 W FOND DU LAC ST,RIPON,WI,54971,920-748-2276,,,,,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,WEYERHAEUSER CENEX,location_details.php?id=55258,https://www.truckstopsandservices.com/location_details.php?id=55258,Trucker,cenex--300_0,45.42256,-91.412239,US 8,,W 14336 US HWY 8,WEYERHAEUSER,WI,54895,715-353-2612,,,715-353-4612,,2,0,0,4,0,0,,,,,,,,,,,,
49,Wisconsin,WHITE TAIL CROSSING,location_details.php?id=11972,https://www.truckstopsandservices.com/location_details.php?id=11972,Trucker,ind_dealer_1,44.851736,-89.167826,WI 29,195,N7217 US 45,WITTENBERG,WI,54499,715-253-2272 (TRAVEL CENTER),,,715-253-3677,,15,,,4,0,0,,,,,,,,,,,,
49,Wisconsin,WILD GOOSE STATION,location_details.php?id=12034,https://www.truckstopsandservices.com/location_details.php?id=12034,Trucker,bp-,43.445614,-88.696823,WI 33,,W5948 WI-33,JUNEAU,WI,53039,920-386-4949 (TRAVEL CENTER),,,,,10,,,3,0,0,,,,,,,,,,,,
49,Wisconsin,WILDERNESS CROSSING,location_details.php?id=11975,https://www.truckstopsandservices.com/location_details.php?id=11975,Trucker,bp-,44.820959,-89.120294,WI 29,198,17256 RED OAK LANE,WITTENBERG,WI,54499,715-253-2333 (TRAVEL CENTER),715-253-3600 (HARVEST),,,,100,,,9,3,0,,,,,,,,,,,,
49,Wisconsin,WINDSOR TRUCK WASH AND FUEL,location_details.php?id=19197,https://www.truckstopsandservices.com/location_details.php?id=19197,Trucker,citgo,43.197553,-89.343277,I-39/90,131,6383 LAKE RD,WINDSOR,WI,53598,608-846-7272 (TRAVEL CENTER),,,,,0,,,2,0,0,,,,,,,,,,,,
50,West Virginia,A C & T - FALLING WATERS,location_details.php?id=53558,https://www.truckstopsandservices.com/location_details.php?id=53558,Trucker,exxon,39.576731,-77.87745,I-81,23,18 DARLA AVE,FALLING WATERS,WV,25419,304-274-1312 (TRAVEL CENTER),,,,24 HOURS,0,0,0,2,0,0,,,,,,,,,,,,
50,West Virginia,ALTA STATION,location_details.php?id=243,https://www.truckstopsandservices.com/location_details.php?id=243,Trucker,ind_dealer_1,37.866332,-80.554892,I-64,161,13194 ALTA DR,ALTA,WV,24916,304-645-9015 (TRAVEL CENTER),304-645-9015 (ALTA RESTAURANT),,304-645-9019,"6AM TO 9PM MON THRU SAT, 7AM TO 9PM SUN",13,0,0,4,0,0,,,,,,,,,,,,
50,West Virginia,BECKLEY TRAVEL PLAZA,location_details.php?id=318,https://www.truckstopsandservices.com/location_details.php?id=318,Trucker,exxon,37.802672,-81.214666,I-77,45,500 VAN KIRK DR,BECKLEY,WV,25801,304-255-6773 (TRAVEL CENTER),304-255-6773 (BURGER KING),304-255-6773 (STARBUCKS),,24 HOURS,125,0,0,12,6,0,,,,,,304-255-6773 (SBARRO),,,,,,
50,West Virginia,BFS FOODS #10,location_details.php?id=53965,https://www.truckstopsandservices.com/location_details.php?id=53965,Trucker,ind_dealer_1,39.6559,-79.638397,I-68,23,94 FUEL DR,BRUCETON MILLS,WV,26525,304-379-3804 (TRAVEL CENTER),304-379-3804 (SUBWAY),,,24 HOURS,0,0,0,3,0,0,,,,,,,,,,,,
